,sequence,labels,scores
143,unfortunately not the only thing i would check is to remove the infuser and start it up and see if it detects it is missing or doe it loop to the same problem sorry that i can not help much,"['not usability', 'usability', 'video']","[0.6489794254302979, 0.2665521800518036, 0.08446838706731796]"
144,thanks for this video i had coffee coming out of one noozle only i just cleaned inside the door following your instruction and saved money and hassle problem sorted,"['video', 'usability', 'not usability']","[0.9230782389640808, 0.07165663689374924, 0.005265159532427788]"
145,thanks a lot can you please make a video of replacing a few of the part like that plastic piece you mentioned that wa causing a leak could not find anything online,"['video', 'not usability', 'usability']","[0.6476190686225891, 0.17921042442321777, 0.1731705665588379]"
146,when i make coffee the ground do not all go into the container they are all over the place someone said to make the coffee setting weaker ha anyone else had this problem the machine is a slightly older model than shown in the video,"['video', 'not usability', 'usability']","[0.7203024625778198, 0.15919683873653412, 0.12050072848796844]"
147,yes good idea thank you again,"['usability', 'video', 'not usability']","[0.7212791442871094, 0.2399664670228958, 0.038754336535930634]"
148,in that case i would suggest to go to an authorized repair center and find out if they have a spare infuser to try before committing to purchase a new one might be worth spending a few dollar more just to try good luck and let u know,"['usability', 'not usability', 'video']","[0.51395583152771, 0.3724917471408844, 0.11355245113372803]"
149,i really appreciate your reply and your trying to help i tried the setting but everything is the same i am thinking of buying a new infuser and hoping this solves the problem i would renovate the infuser but it look a bit complicated for me i am not comfortable doing it in case i mess it up i will let you know if the new infuser work thank you again for trying to help,"['not usability', 'usability', 'video']","[0.6447097063064575, 0.2722988724708557, 0.08299140632152557]"
150,princess yevisha it could be either the latch on the infuser is not pushing the puck but it could also be the bean grinder is not compacting the grind inside your bean bin there are should be a grinding knob now depending on your model the lower the number the finer the grind or higher the number thicker the grind increase it accordingly and make sure it is on the thicket setting then try again,"['usability', 'not usability', 'video']","[0.437488853931427, 0.4330298900604248, 0.1294812262058258]"
151,they used to be whole but now they are broken up and moist i usually rinse the infuser and occasionally soak it in hot water a per your video after making coffee the infuser is caked in wet coffee it seems that half the puck is in the container and half in the tray the infuser move slightly but i have not got a hex screwdriver to tighten the screw behind it,"['video', 'usability', 'not usability']","[0.8789851069450378, 0.06505662202835083, 0.05595827102661133]"
152,great video guy i used it to fix my perfecta that had started dripping from the back of the retractable dispenser,"['video', 'usability', 'not usability']","[0.8168462514877319, 0.17928525805473328, 0.0038685044273734093]"
153,same here awesome video and very easy step by step instruction with key area highlighted i would pause when needed and go back to watch the key point again thanks heap,"['video', 'usability', 'not usability']","[0.8614789247512817, 0.13591092824935913, 0.002610201248899102]"
154,that is why we are here if we can help even one person we have done our job,"['usability', 'not usability', 'video']","[0.6190939545631409, 0.19103944301605225, 0.18986663222312927]"
155,great video wa looking for a way to fix my broken power button this video is gold,"['video', 'usability', 'not usability']","[0.7459394931793213, 0.24724003672599792, 0.006820459850132465]"
156,hi there i hope you can help u our maschine make no more coffee you can hear the grinder but then it stopps and want a refill of the bean the container is full so no coffee what can we do to fix it,"['usability', 'not usability', 'video']","[0.45488154888153076, 0.28082895278930664, 0.2642894685268402]"
157,nice,"['usability', 'video', 'not usability']","[0.497881144285202, 0.4560633599758148, 0.046055469661951065]"
158,good stuff guy fixed my door issue thanks to this vid,"['video', 'usability', 'not usability']","[0.9173189401626587, 0.079737089574337, 0.0029439835343509912]"
159,hey i got a leaking my esam 5500 i have located it it is above the water tank a beige plastic connector i have video can you talk to me,"['video', 'usability', 'not usability']","[0.827671468257904, 0.12447153776884079, 0.04785698279738426]"
160,hey timothy what is up,"['video', 'usability', 'not usability']","[0.5527069568634033, 0.23214296996593475, 0.2151501476764679]"
161,hmm okay seems there are more video out there i searched for my problem long time ago the first time i had that problem i send the whole machine to a local service provider and they fixed it i fount no solution that time now i found a youtube video and maybe that will fix my problem and even yours if you get this problem i do not want to post a direct link but just look for delonghi esam 5600 coffee machine milk frother froth foam how to repair not frothing failure solved on yt there is a tiny spare part that will do the trick,"['video', 'usability', 'not usability']","[0.9313920140266418, 0.058155834674835205, 0.010452166199684143]"
162,hey guy thanks for this great video got the same machine and had some of those problem too now after more than 1 year i got another problem milk when i want to get some creamy fluffy milk the pump start but can not pump the milk up in the inside of the machine so all i get is air and some condensewater how i clean the inner part of the milk system i always use the cleaning function i often clean the milk container got 2 of them and i use the delonghi milk cleaning stuff 10ml and 90ml water to clean the inside i tried ti clean inner part but i didnt found where maybe you can help out,"['video', 'usability', 'not usability']","[0.7750676870346069, 0.1533336192369461, 0.07159870117902756]"
163,have you tried to flip the straw and push it in harder also the spout of the container and the lever can be pulled out of the lid did you clean those item al loose or did you put it in a a whole also we will check out the other video thanks,"['video', 'usability', 'not usability']","[0.7126380205154419, 0.2545008063316345, 0.03286123648285866]"
164,amazing video guy if i have water leaking under the boiler area area you see when you open machine and eventually under the machine do you think it an orange o ring issue,"['video', 'usability', 'not usability']","[0.953443169593811, 0.029278285801410675, 0.017278585582971573]"
165,hey mix triplequad here the best way to visualize a leak is an actual rinse run or coffee run now only if you feel comfortable you should try the following again comfort and caution is required a you will be powering on the system while the panel are out and you can get hurt take off the back panel and side panel dry and clean the entire system place the unit whereas you can actually be looking at the backside of the system comfortably but the front side is still accessible then fill the water container put the tray and the bin back in and close the door plug the unit then turn it on pay attention to where the leak is coming from if you do not see it press the rinse button and watch it if you still do not see press the cappuccino button make sure you have a cup for it lol when you identify the leak if it at a junction point then most likely it an oring if that the case you will need to pull the metal clip take the oring out you should be able to see the oring either severely scratched or cracked one advise do not buy orings from home depot go to an authorized service center and get one because these orings are designed to sustain high heat and do not leach chemical in your drink sorry for the delay,"['usability', 'video', 'not usability']","[0.780762791633606, 0.14587977528572083, 0.07335745543241501]"
166,mixinmark1 most likely any leaking is due to something like that i would bet it is an o ring u need to change,"['not usability', 'video', 'usability']","[0.4693155884742737, 0.2919329106807709, 0.23875145614147186]"
167,when the light come on and the infuser unit is in the down position it make normal initial noise and then it strain and screech a it go up and the triange light come on with the 2 cup light i have changed the o ring and lubricated the infuser unit and all i can get to without taking the generator out what do you think is going on,"['not usability', 'usability', 'video']","[0.5643313527107239, 0.3506361246109009, 0.08503255248069763]"
168,all my light come on when i plug it in and push the on button then all the light go off sometimes the red triangle come on i cleaned and lubricated the infuser it just doesnt stay on occasionally it make a struggling noise before all the light go off occasionally the water work but nothing else but mine is a magnifico,"['usability', 'not usability', 'video']","[0.7281926870346069, 0.18732741475105286, 0.08447985351085663]"
169,texasandres sure post a video would be easier to see we do not repair we just do review and minor repair video for people,"['video', 'usability', 'not usability']","[0.46009451150894165, 0.27106380462646484, 0.2688417136669159]"
170,could i post a video of the light and sound and see what you think do you repair,"['video', 'usability', 'not usability']","[0.8950357437133789, 0.10005280375480652, 0.0049115135334432125]"
171,where do you rec a repair place that is worth the cost,"['usability', 'not usability', 'video']","[0.4004215598106384, 0.3112547695636749, 0.28832364082336426]"
172,thats exactly what happens what would make the diagnostics fail,"['not usability', 'usability', 'video']","[0.4777686297893524, 0.2697158455848694, 0.2525154948234558]"
173,texasandres sorry to hear this honestly sound like either a computer issue or one of the internal device is failing the self diagnostics when you unplug the unit and plug it back in you should see it doing a self diagnostics it most likely fails it is not something we can help you you would need to take it in to service sorry for the bad news,"['not usability', 'usability', 'video']","[0.6997650265693665, 0.22055238485336304, 0.07968268543481827]"
174,however thanks this is a great vid,"['video', 'usability', 'not usability']","[0.9309617877006531, 0.06459000706672668, 0.004448176361620426]"
175,esra toop my guess is that they are very similar but i can not promise anything a i have never opened one up,"['not usability', 'usability', 'video']","[0.621827244758606, 0.2699603736400604, 0.10821231454610825]"
176,is the delonghi magnifica bean to cup the same mechanism i have the same problem after only 3 4 cup of coffee the red light come up and it doe not matter how many time i clean the infuser it will not switch off,"['usability', 'not usability', 'video']","[0.7337377667427063, 0.14295902848243713, 0.12330320477485657]"
177,great video guy thank you i have exactly the same model and the water leak whenever i descale or make cappuccino but it doe not leak when making espresso i followed your video to open up the machine made a cup of cappuccino to observe the water leak gush out at the part where the black cube sitting over a brass component which ha 2 or 3 water tube connected to it the black cube ha the ceme 120 60 stamped on it can you help to identify the part and perhaps give me some idea where to start checking i have pic of the spot where the water came out i called delonghi but they never called back thanks hai,"['video', 'usability', 'not usability']","[0.7701864838600159, 0.18659308552742004, 0.043220411986112595]"
178,hdpsr7 sorry for the late reply we suggest you call delonghi and only ask them to give you you local authorized service provider number and address call them and you will likely be able to get the exact part you need from them,"['usability', 'video', 'not usability']","[0.6680182218551636, 0.20755262672901154, 0.12442917376756668]"
179,guy greeting and thanks from the uk my machine is about seven year old now and had previously been sent away to be cleaned amp serviced at a cost of gbp70 when the coffee flow started puking out the back of the nozzle it just started to do this again i did not fancy that cost again so thought i would have a go at cleaning it properly myself your video on how to take it all apart and take the door off etc gave me the confidence to have a go and it worked perfectly a nice clean flow of hot coffee again will make sure i give it a more thorough clean now cheer,"['video', 'usability', 'not usability']","[0.5393869280815125, 0.40643197298049927, 0.05418108403682709]"
180,jon swatton glad we can help thanks so much,"['usability', 'video', 'not usability']","[0.584731936454773, 0.35057371854782104, 0.064694344997406]"
181,great video guy can you help the temperature light flash for a long time then i get the warning triangle coffee temperature ha not been warm for month now been re heating in the microwave,"['video', 'usability', 'not usability']","[0.8943111300468445, 0.0935865044593811, 0.012102349661290646]"
182,linda hone sorry we never got the notification for your comment at 8 14 we point out the heating element this is what you need to replace or get repaired,"['usability', 'video', 'not usability']","[0.4498123824596405, 0.3616219758987427, 0.18856565654277802]"
183,traducere,"['usability', 'video', 'not usability']","[0.538926899433136, 0.3107917904853821, 0.15028126537799835]"
184,what an extremely helpful video i bought this machine about 3 year ago 2nd hand and it ha been stored away in our holiday house since day 1 a i could not work it out the person who sold it to me made it look very complicated we are finally going to get to our home in 7 day time after 7 month locked out due to covid and i can not wait to drag the machine out and fire it up after a good clean thank you so much,"['video', 'usability', 'not usability']","[0.9276078939437866, 0.05905522033572197, 0.013336898759007454]"
185,this wa a legit great review ty for this,"['usability', 'video', 'not usability']","[0.4911629557609558, 0.42174580693244934, 0.08709114789962769]"
186,svp qlq 1 peut il m expliquer ce que je doi faire pour remettre ma cafeti re en marche inserer le tirroire marc merci,"['video', 'usability', 'not usability']","[0.8164587616920471, 0.15703599154949188, 0.02650526538491249]"
187,hi with the same machine today and after not using for 2years after turning on self diagnosis showed on screen and then it shut down could not go further,"['not usability', 'video', 'usability']","[0.764854371547699, 0.12562502920627594, 0.10952058434486389]"
188,we have this machine for about 2 year now and because of your informative video i finally able to change the language from french to english and i get to use the milk jar,"['video', 'usability', 'not usability']","[0.6861491203308105, 0.3063091039657593, 0.0075417375192046165]"
189,why would anyone give this a thumb down very good review,"['not usability', 'video', 'usability']","[0.8135371804237366, 0.12054911255836487, 0.06591376662254333]"
190,that wa a very good presentation the con specially were exactly what i have experience with a quite older design long time ago this one ha the milk container outside and for the cleaning and handling purpose this is great their technogy ha highly improved but the plastic content in the machin remains the same thanks for sharing and demonstrating the full use i am still thinking if i should buy this one,"['usability', 'video', 'not usability']","[0.8832292556762695, 0.09311794489622116, 0.023652803152799606]"
191,great review love my unit 5 year old and 6822 cup of coffee and still working wonderfully i might mention to stay away from oily bean a they do not do well with this or any other superautomatic espresso machine,"['usability', 'not usability', 'video']","[0.7275782823562622, 0.1608053594827652, 0.111616350710392]"
192,thank you for the excellent overview,"['usability', 'video', 'not usability']","[0.4863026440143585, 0.4700542688369751, 0.04364307224750519]"
193,great thank you,"['usability', 'video', 'not usability']","[0.5067108869552612, 0.42090216279029846, 0.07238689064979553]"
194,how do you re program my coffee once programmed i can not re program now i am trying to reset to manufacture setting hope this work but not practical thanks for your reply,"['not usability', 'usability', 'video']","[0.9050095081329346, 0.0774729922413826, 0.01751750335097313]"
195,h bsche,"['usability', 'video', 'not usability']","[0.45398274064064026, 0.4175361394882202, 0.12848109006881714]"
196,well done sir thanks,"['video', 'usability', 'not usability']","[0.517237663269043, 0.43910497426986694, 0.0436573289334774]"
197,can you turn off the cup warmer our overhead cupboard sits 1 inch above the machine so it is just a waste of power and damaging to the laminate cupboard,"['not usability', 'usability', 'video']","[0.7065620422363281, 0.2203035056591034, 0.07313453406095505]"
198,he said put it i eco mode,"['usability', 'video', 'not usability']","[0.5622804164886475, 0.3373491168022156, 0.10037051141262054]"
199,thank you very much i can not find power button,"['usability', 'not usability', 'video']","[0.4809621274471283, 0.2970781922340393, 0.22195971012115479]"
200,very good thank you i learned a few thing which is always helpful,"['video', 'usability', 'not usability']","[0.3920676112174988, 0.3481636941432953, 0.2597687542438507]"
201,very informative review thank you,"['usability', 'video', 'not usability']","[0.5429500341415405, 0.34695661067962646, 0.11009328067302704]"
202,brilliant review thanks very much,"['usability', 'video', 'not usability']","[0.5842698216438293, 0.2948455810546875, 0.12088458240032196]"
203,very nice job we just purchased one of these machine about three week ago and are actually about to try it out now we had some difficulty right off the bat a the language wound up becoming dutch a opposed to english the support people we are on the phone with u for two hour initially two separate occasion and said we needed a new water reservoir what i thought wa kind of weird turn out that nobody asked if we had put our water spout in place and a a result of it not being there and it is displaying a message in dutch it took another hour and 15 minute several week later before we actually saw our first copy being produced we had to wait for the water reservoir to show up first sorry to ramble but where a we start to make our various copy my ipad with your excellent excellent direction will be right beside our automatic coffee machine well done sandman which by the way is my brother is nickname too obviously this wa dictated to siri and i am visually disabled so i am sorry for any typographical or weird word that appear in a normally excellent english sentence,"['usability', 'not usability', 'video']","[0.5461198687553406, 0.2655388116836548, 0.18834130465984344]"
204,thankyou sandman for your informative demonstration and now i am able to use my machine after a period of two year a i am lost reading the instruction,"['usability', 'video', 'not usability']","[0.5858139395713806, 0.38087528944015503, 0.033310793340206146]"
205,thank you it wa quite informative,"['video', 'usability', 'not usability']","[0.5107188820838928, 0.4525150656700134, 0.03676605597138405]"
206,selling ours,"['usability', 'video', 'not usability']","[0.4381136894226074, 0.4123207926750183, 0.14956556260585785]"
207,why,"['not usability', 'video', 'usability']","[0.4952804446220398, 0.3062872588634491, 0.1984322965145111]"
208,very well done sandman you are very thorough thank you,"['video', 'usability', 'not usability']","[0.7592341899871826, 0.20599889755249023, 0.034766897559165955]"
209,thank you v helpful and informative review,"['usability', 'video', 'not usability']","[0.6409775018692017, 0.23168905079364777, 0.12733343243598938]"
210,how would you make just a normal coffee with milk and set the amount for this,"['usability', 'video', 'not usability']","[0.844874918460846, 0.08022108674049377, 0.07490397244691849]"
211,how many gram of coffee serf the extra mild mild standard strong and extra strong tia,"['usability', 'video', 'not usability']","[0.819381833076477, 0.11981277167797089, 0.06080537661910057]"
212,hallo wie macht man die tasse voll zum beispiel 220ml,"['usability', 'video', 'not usability']","[0.5015257000923157, 0.45081961154937744, 0.047654785215854645]"
213,vielen dank,"['video', 'usability', 'not usability']","[0.5617926716804504, 0.3398222327232361, 0.09838506579399109]"
214,brauche bitte dringend hilfe wie mache ich latte macchiato oder milchkaffee,"['usability', 'video', 'not usability']","[0.46571239829063416, 0.4365159571170807, 0.09777162969112396]"
215,lass e sein du hast keine ahnung worum e geht,"['not usability', 'usability', 'video']","[0.5895978212356567, 0.22111903131008148, 0.1892830729484558]"
216,mahlwerk kann man leider nicht so leicht ausbauen,"['video', 'not usability', 'usability']","[0.4033014178276062, 0.323237806558609, 0.2734608054161072]"
217,hi kann mir evtl jemand helfen wir haben ein problem mit unserer delonghi esamm 5500 vollautomatenvon einem auf den anderen tag ist der kaffee total w sserich wie starker teees wurde nichts ge ndert von der st rke oder den bohnne man merkt e auch wenn man die maschine ausschaltet ist da wasser wa e durchsp hlt sehr hell und nicht mehr so dunkel wie sonst mahlwerk ist normal ruhig haben feinste mahlst rke jetzt eingestellt udn selbst dann kaum unterschied,"['usability', 'video', 'not usability']","[0.4488174021244049, 0.2993547320365906, 0.2518278956413269]"
218,hey wenn ich espresso machen wil steht bei mir nur kleines caf wa stimmt da nicht,"['usability', 'not usability', 'video']","[0.47898000478744507, 0.3329694867134094, 0.18805044889450073]"
219,also die br hgruppe al kegelmahlwerk zu bezeichnen ist schon seltsam de weiteren gibt e keinen beh lter f r kaffeepulver mann kann nur f r eine tasse kaffeepulver einf llen,"['usability', 'not usability', 'video']","[0.49347585439682007, 0.2832748591899872, 0.22324928641319275]"
220,wir haben sie heute auch zugeschickt bekommen aber wo mus man sie registrieren um 3 jahre garantie zu erhalten,"['video', 'usability', 'not usability']","[0.4457210600376129, 0.4426763653755188, 0.11160258203744888]"
221,fl ster mu eher d senmahlwerk hei en aber so ein fehler ist einfach peinlich nach 3 jahren nutzung br hgruppe und mahlwerk verwechselt,"['usability', 'video', 'not usability']","[0.5541884303092957, 0.25433552265167236, 0.19147604703903198]"
222,wow that crema look super great thanks for the review,"['usability', 'video', 'not usability']","[0.5356445908546448, 0.4148620665073395, 0.049493297934532166]"
223,hallo ich habe mal eine frage wir haben auch so eine maschine ca 2 5 jahre garantie nat rlich um nach 2 jahren sie zeigt am display nur immer noch an milchbeh lter einsetzten obwohl er eingesetzt ist kann auch nicht dr cken zum reinigen an dem beh lter zeigt immer nur an milchbeh lter einsetzen hatte sie in reparatur weil keine milch mehr kam seit dem ist da ist grade 2 tage her wa raten sie mir w re nett eine antwort zu bekommen,"['usability', 'video', 'not usability']","[0.5631515383720398, 0.2803862988948822, 0.1564621478319168]"
224,da fl ster kegelmahlwerk ist die br hgruppe,"['usability', 'video', 'not usability']","[0.4322907030582428, 0.3821820914745331, 0.18552720546722412]"
225,gr8 job marcus danke,"['video', 'usability', 'not usability']","[0.5426965355873108, 0.32375210523605347, 0.13355129957199097]"
226,super preview man sollte sich mit solchen maschinen schon auskennen wenn man solche video einstellt denn da wa man vorne hinter der frontt r mit einer hand entnehmen kann ist nicht da fl sterkegelmahlwerk sondern die br hgruppe da mahlwerk ist unsichtbar verbaut und sitzt logischerweise unter dem bohnenbeh lter also vorher lieber mal schlau machen wie die teile alle heissen und wo sie sitzen,"['video', 'usability', 'not usability']","[0.9032209515571594, 0.07822319120168686, 0.018555868417024612]"
227,meine kamm gestern und man kann auch die temperatur einstellen,"['usability', 'video', 'not usability']","[0.4451991319656372, 0.44261810183525085, 0.11218277364969254]"
228,haben un mehrere video von euch angeschaut und sind bei der perfecta evo esam 428 80 sb gelandet da in euren video alles gut erkl rt wird gestern bestellt und heute geliefert leider gibt da d nne handbuch nicht alle programierschritte gut r ber z b wie bekomme ich einen sch nen caffe latte mit ihr hin,"['video', 'usability', 'not usability']","[0.9253062009811401, 0.06204168498516083, 0.012652133591473103]"
229,unsere ist noch nicht mal zwei monate alt regelm ig entkalkt und gereinigt nun ist sie schon kaputt zieht kein wasser mehr und sp len kann sie auch nicht mehr wa f r ein schlechtes produkt so etwas habe ich noch nicht gehabt,"['not usability', 'usability', 'video']","[0.5187901854515076, 0.30983757972717285, 0.17137229442596436]"
230,perfecter automat sag ich nur mega kaffee gibt e von rewe die hausmarke arabica der hammer wa ich gern mal wissen w rde wie da mit den entkalken ist und funktioniert lg und weiter so ihr kaffee tanten,"['usability', 'video', 'not usability']","[0.6008679270744324, 0.24359920620918274, 0.15553279221057892]"
231,ich habe mir diesen kaffeevollautomaten geholt und wollte einen ersten kaffee rauslasdrn da stand der boden komplett unter wasser also unter der maschine wei jemand an wa da liegen kann,"['usability', 'video', 'not usability']","[0.4992002844810486, 0.39466744661331177, 0.10613226145505905]"
232,hallo kaffee freunde ich habe mir da model delonghi esam 420 40 b perfecta evo zugelegt mein erster vollautomat kann mir jemand sagen wie ich die f llmenge bestimmen kann ich schaffe e nur die bohnenst rke ein zu stellen aber nicht wie voll meine tasse werden soll ich habe recht kleine kaffeegl ser und die menge die mir der automat macht ist etwas viel,"['usability', 'video', 'not usability']","[0.6887576580047607, 0.2035226821899414, 0.10771966725587845]"
233,nachdem zwei siemens eq06 nach zwei jahren zum kundendienst mussten und nach 5 bzw 4 jahren kaputt waren bin ich jetzt auf der suche nach einem anderen hersteller die delonghi w re meine engere wahl gewesen aber in punkto kundenservice hab ich sehr schlechte kritik gelesen wa ist eure erfahrung hierzu meine siemens hat heute nach 4 jahren pl tzlich von alleine angefangen zu mahlen und lie sich nur durch stecker ziehen ausschalten elektronik kaputt ein tag vor garantieablauf war der thermof hler hin ging noch auf kulanz ich hatte fast 1000 euro f r den automaten bezahlt und bin sehr entt uscht dar ber schafft die delonghi viel kaffee t glich 8 tassen sollte sie schaffen wir haben 4 kaffeetrinker die philip fand ich auch noch interessant genaue bezeichnung wei ich gerade nicht die mit dem abnehmbaren milchaufsch umer der ist wichtig wir trinken viel cappuccino und caffee latte nachtrag ich habe mir die delonghi perfecta deluxe gekauft bei 400 euro ersparnis musste ich einfach zuschlagen,"['usability', 'video', 'not usability']","[0.5065138936042786, 0.2684825360774994, 0.22500360012054443]"
234,bekomme die kaffeemaschine heute und bin sehr gespannt danke f r da sch ne video,"['video', 'usability', 'not usability']","[0.8256353735923767, 0.13865597546100616, 0.03570862486958504]"
235,ja kann auch nur hei e milch machen mach damiz mein harfer fr h immer fertig ist mega,"['usability', 'video', 'not usability']","[0.4836803674697876, 0.3707156181335449, 0.14560407400131226]"
236,kann deine maschine auch nur hei e milch machen,"['usability', 'video', 'not usability']","[0.4783305823802948, 0.39264094829559326, 0.12902846932411194]"
237,hallo ich habe auch genau diesen automaten habe ihn neu und jetzt 10 latte gemacht aber er macht kein milchschaum kann sowas an der einstellungen von ger t liegen lg,"['usability', 'not usability', 'video']","[0.5018886923789978, 0.25476592779159546, 0.24334539473056793]"
238,ich finde e schade das die zwei nicht antworten wenn man keine ahnung hat und fragt w re e cool eine antwort zu bekommen wenn man sich so lange mit dem ger t auseinander setzt und testet bei mir zb dauert e ewig bi die maschine anf ngt irgendwas zu machen wenn ich die sofortwahltaste cappuccino dr cke zb und bei den beiden geht e sofort los oder kann man da auch noch einstellen,"['not usability', 'usability', 'video']","[0.6848289966583252, 0.22691339254379272, 0.08825759589672089]"
239,kann man auch nur hei e wasser bekommen f r ein tee,"['usability', 'video', 'not usability']","[0.45494595170021057, 0.3753128945827484, 0.1697411984205246]"
240,hey ich hab sie mir al 1 vollautomaten gekauft alles super aber wenn ich einen latte macchiato mache wird ein typisches glas nicht voll der milchschaum ist am rad bereits auf maximum gedreht mehr espresso um da glas zu f llen w re vllt zu stark gibt e eine l sung ist ja eher ein optisches problem aber trotzdem johanna,"['usability', 'not usability', 'video']","[0.5320999026298523, 0.23575903475284576, 0.23214109241962433]"
241,da drehrad ist nicht f r die menge sondern f r da verh ltnis warme milch zu schaum untere und obere schicht beim latte m du musst die menge im men einstellen,"['not usability', 'usability', 'video']","[0.5265554189682007, 0.3691243827342987, 0.1043202131986618]"
242,fe ja da kann diesis modell,"['usability', 'video', 'not usability']","[0.5108261108398438, 0.35404640436172485, 0.13512742519378662]"
243,kann deine maschine auch nur hei e milch machen,"['usability', 'video', 'not usability']","[0.4783305823802948, 0.39264094829559326, 0.12902846932411194]"
244,jura ist lauter wie hoch ist qualit t de cappucinators wir haben im jahr 2019 jura gekauft wir bekommen keinen schaum mehr obwohl habe ich maschine immer gereinigt so wie e sein mus der preis war hoch und e tut weh,"['usability', 'video', 'not usability']","[0.5256672501564026, 0.307660847902298, 0.16667191684246063]"
245,wir haben den vollautomaten und sind sehr zufrieden ein gl ck liegt die sch nheit im auge de betrachters,"['usability', 'video', 'not usability']","[0.4407443106174469, 0.4198456108570099, 0.1394100785255432]"
246,ja,"['video', 'usability', 'not usability']","[0.4464415907859802, 0.414667546749115, 0.13889090716838837]"
247,kann deine maschine auch nur hei e milch machen,"['usability', 'video', 'not usability']","[0.4783305823802948, 0.39264094829559326, 0.12902846932411194]"
248,hallo ich habe die de longhi kaffeevollautomat esam 428 40 b perfecta evo mit kaffeekannenfunktion k nnt ihr mir sagen wie ich die f llmenge einstellen kann ich habs bisher nicht raus gefunden da ist auch mein erster kaffeevollautomat ber eine antwort w re ich sehr dankbar jetzt hab ich mir euren kaffe bestellt jetzt fehlst nur noch die richtige einstellung,"['usability', 'video', 'not usability']","[0.6119783520698547, 0.2497536838054657, 0.13826796412467957]"
249,kann deine maschine auch nur hei e milch machen,"['usability', 'video', 'not usability']","[0.4783305823802948, 0.39264094829559326, 0.12902846932411194]"
250,ber da aussehen der maschine kann man schlecht beurteilen da geschm cker verschieden sind billig sieht die maschine keineswegs au f r da geld lohnt e sich definitiv die maschine zu kaufen,"['usability', 'video', 'not usability']","[0.5840924978256226, 0.2268155813217163, 0.18909196555614471]"
251,hallo habe erkannt wo und wann man extra dr cken kann also bei sehr kleinen programmen geringe f llmenge wird man nach dem tassenf llvorgang auf dem display zu extra also mehr tassenf llung durch wasserzugabe aufgefordert wenn man e m chte so mus man innerhalb 3 sekunden die b4 taste dr cken e l uft hei e wasser nach bi der heizkesseltank leer ist oder ihr brecht ber stopp b5 ab wenn eure f llmenge erreicht ist,"['usability', 'video', 'not usability']","[0.620611310005188, 0.26198387145996094, 0.11740487068891525]"
252,hallo sinan ich habe hnliches problem aber genau in die andere richtung da ich eine recht gro e tasse habe und eine volle tasse kaffee trinken m chte stelle ich auf die h chste bohnenzahl 5 nun m chte ich meine gro e tasse voll bekommen wie kann ich e einstellen das mehr wasser nachl uft also das meine tasse voll wird in der bedienanleitung steht unter pkt 10 und dann hinweise wenn sie nach abgeschlossener ausgabe mehr kaffee in der tasse m chten dr cken sie bitte die taste f r extra wo ist diese taste extr,"['usability', 'not usability', 'video']","[0.5870939493179321, 0.21447357535362244, 0.19843250513076782]"
253,hallo habe erkannt wo und wann man extra dr cken kann also bei sehr kleinen programmen geringe f llmenge wird man nach dem tassenf llvorgang auf dem display zu extra also mehr tassenf llung durch wasserzugabe aufgefordert wenn man e m chte so mus man innerhalb 3 sekunden die b4 taste dr cken e l uft hei e wasser nach bi der heizkesseltank leer ist oder ihr brecht ber stopp b5 ab wenn eure f llmenge erreicht ist,"['usability', 'video', 'not usability']","[0.620611310005188, 0.26198387145996094, 0.11740487068891525]"
254,die maschine gef llt mir schon echt gut da design kann ich verkraften und die sieht von innen wa aufger umter al zb die dinamica teste ich gerade f r mich auch da mit der frontt r finde ich viel praktischer wa mich allerdings irritiert im netz findet man kaum etwas zu der produktreihe und bei delonghi gibts die auch nur auf der italienischen webseite da stellt sich mir dann die frage ob da modell so neu ist oder doch eher ein auslaufmodell zu dem man bald keine ersatzteile mehr kriegt man sollte ja schon immer drauf achten ob man in 5 10 jahren noch support hat wie sch tzt ihr da ein,"['usability', 'video', 'not usability']","[0.46785399317741394, 0.3413827419281006, 0.19076332449913025]"
255,meine mutter hat sie gestern bekommen bei un kommt kein milch schaum nur dampf,"['video', 'usability', 'not usability']","[0.42585238814353943, 0.345587819814682, 0.22855983674526215]"
256,hallo ich habe mir jetzt dank euch diesis ger t zugelegt habe jetzt eine frage dazu wie und wo kann ich die wassermenge einstellen der kaffee ist bei mir zu w ssrig und quillt ber cappuccino und latte gefallen recht gut aber ich will morgen fters mal einen starken kaffee trinken bitte hilft mir danke im voraus,"['usability', 'video', 'not usability']","[0.5009695291519165, 0.3257692754268646, 0.17326121032238007]"
257,kann deine maschine auch nur hei e milch machen,"['usability', 'video', 'not usability']","[0.4783305823802948, 0.39264094829559326, 0.12902846932411194]"
258,hallo sinan ich habe hnliches problem aber genau in die andere richtung da ich eine recht gro e tasse habe und eine volle tasse kaffee trinken m chte stelle ich auf die h chste bohnenzahl 5 nun m chte ich meine gro e tasse voll bekommen wie kann ich e einstellen das mehr wasser nachl uft also das meine tasse voll wird in der bedienanleitung steht unter pkt 10 und dann hinweise wenn sie nach abgeschlossener ausgabe mehr kaffee in der tasse m chten dr cken sie bitte die taste f r extra wo ist diese taste extr,"['usability', 'not usability', 'video']","[0.5870939493179321, 0.21447357535362244, 0.19843250513076782]"
