,sequence,labels,scores
711,how old is this guy it like mr rogers when he wa in his 30,"['usability', 'video', 'not usability']","[0.6130378246307373, 0.235341414809227, 0.1516207605600357]"
712,please remake this for people who can not afford the expensive shit what should i actually buy all of these apparently make terrible tasting coffee should i stick to aeropress,"['usability', 'not usability', 'video']","[0.48447009921073914, 0.30814552307128906, 0.20738433301448822]"
713,so we did formerly own the delonghi my partner had started working at a large coffee chain a a barista whilst saving up to pay for her master degree and i wa a phd student so budget were tight but she cared enough to want to practice her coffee at home and make espresso and latte we did get some ok coffee out of it despite a horrible cheap grinder or preground but it proved to be quite frustrating and fiddly so eventually we stopped using it and it went to the charity shop i would not recommend it,"['not usability', 'usability', 'video']","[0.5223807692527771, 0.4240760803222656, 0.05354315787553787]"
714,pity swan do not make a dolce gusto machine co they all look a bit cack tbh id buy one if they looked like this swan retro,"['not usability', 'usability', 'video']","[0.7010390758514404, 0.16529197990894318, 0.13366897404193878]"
715,swan retro owner here mine ha another name it is the same cheap asian product which sold under various brand name i have drilled out the pressure thingy which leaf me with a regular portafilter it hole are pretty big though which make it tough to have good pressure this modification alone improved the espresso by a lot given that i have a decent grinder and good coffee bean also a good third party tamper is pretty much needed overall the espresso is not great but good enough and much better than one might expect at that price point,"['usability', 'video', 'not usability']","[0.7976178526878357, 0.12404584884643555, 0.07833632826805115]"
716,you get uncomfortable really quickly do not criticize thing just because they are cheap,"['not usability', 'usability', 'video']","[0.6807807683944702, 0.18474507331848145, 0.13447420299053192]"
717,which delonghi is this the link doe not specify,"['not usability', 'usability', 'video']","[0.43483418226242065, 0.3239351212978363, 0.24123074114322662]"
718,thing is what taste poor to james is perfectly nice for about 99percent of the population it is like being a wine connoisseur you end up ruining cheap wine for yourself,"['not usability', 'usability', 'video']","[0.5219550132751465, 0.3624343276023865, 0.11561067402362823]"
719,bruh my old machine wa like a combo of all the bad stuff of these one pinprick hole terrible knob no dial single temperature bitter acid like coffee weird spout design aggressive water rattle loud made entirely out of plastic and cost dollar180 i have switched to the breville barista express and it is 100percent better if you drink milk drink espresso every morning or at least every few morning i suggest making the investment with good care it will last for quite a while,"['not usability', 'usability', 'video']","[0.4942411482334137, 0.44123438000679016, 0.06452439725399017]"
720,5 30 but you did say it,"['usability', 'video', 'not usability']","[0.6063513159751892, 0.20706909894943237, 0.18657957017421722]"
721,if you are just listening to the video he sound like winnie pooh and it is kind of amazing,"['video', 'usability', 'not usability']","[0.9494859576225281, 0.04564183950424194, 0.0048722741194069386]"
722,oh man why on earth wa there a tim horton is advert in the middle of this review,"['video', 'not usability', 'usability']","[0.442340612411499, 0.35010939836502075, 0.20754995942115784]"
723,i bought sort of an expresso machine like those and i am quite satisfied when compared to instant coffee or coffee made with drip machine it taste the hell better also this allowed me to get into this coffee world learn something new every day and i will buy a better machine thanks for sharing your knowledge,"['usability', 'video', 'not usability']","[0.8394033908843994, 0.08966273069381714, 0.07093391567468643]"
724,i do not want rubber in my brewing environment said my wife and now we have 2 kid,"['not usability', 'usability', 'video']","[0.43556132912635803, 0.3815518915653229, 0.18288680911064148]"
725,i wan na see a james hoffman and marc rebillet collaboration imagine lood daddy making song about espresso with sample from james delightful review,"['usability', 'video', 'not usability']","[0.45362359285354614, 0.39899012446403503, 0.14738628268241882]"
726,can you review the delonghi stilosa,"['usability', 'video', 'not usability']","[0.6514157056808472, 0.27214232087135315, 0.0764419212937355]"
727,absolute espresso snowflake,"['usability', 'video', 'not usability']","[0.5764039754867554, 0.33811962604522705, 0.08547639101743698]"
728,100percent agree,"['video', 'usability', 'not usability']","[0.48450732231140137, 0.37327077984809875, 0.14222188293933868]"
729,what is the grinder in the video thanks for all the video i just bumped into this channel yesterday and i can not stop watching it learning a lot and feeling fool for considering my coffee accessory they were good just by being manual despite being cheap cheer,"['video', 'usability', 'not usability']","[0.8367151021957397, 0.12976780533790588, 0.03351711109280586]"
730,these machine are made for hotel with terrible customer,"['not usability', 'usability', 'video']","[0.8062823414802551, 0.12459920346736908, 0.06911838054656982]"
731,big thanks james before i saw this video from other research id done i chose the delonghi thanks to a trip to italy i became a dedicated albeit beginner espresso drinker who never really drank anykind of coffee before your review of the delonghi wa spot on all the little deets true whether it the bean or the grind i have a basic cuisinart or a little of everything i can definitely taste the difference between my little beginner machine and an espresso pulled from an dollar8 000 lamarzocco it good at best and acceptable at worse imho im ready to move up to a better machine keeping the budget lt dollar500 w i pull an espresso 5x better than my novice machine or 2 3x better a experienced outside and will follow you accordingly thanx again,"['video', 'usability', 'not usability']","[0.6897431015968323, 0.2789040803909302, 0.03135279193520546]"
732,what scale used in video,"['video', 'usability', 'not usability']","[0.8657547235488892, 0.12579943239688873, 0.00844582263380289]"
733,great grinder cheap machine exactly what i want to learn and they all suck honest review love it thanks,"['usability', 'video', 'not usability']","[0.6460698843002319, 0.17731690406799316, 0.17661328613758087]"
734,you can not call a video best budget espresso machine and then proceed to just slag them all off most people come here for a bit of insight on what they can afford and then just watch 10 minute of a man shitting on the ability of a machine should be aman slag off espresso machine most reasonable people can afford,"['not usability', 'video', 'usability']","[0.5449762940406799, 0.4304054379463196, 0.024618303403258324]"
735,true,"['usability', 'video', 'not usability']","[0.4438594579696655, 0.4220536947250366, 0.13408690690994263]"
736,it is better to take a flair espresso than that machine,"['not usability', 'usability', 'video']","[0.6825028657913208, 0.2902429401874542, 0.02725418657064438]"
737,funny everyone raf about the swan machine so i just bought one the secret to good expresso is in the preparation i will let you know how i get on with the swan,"['usability', 'video', 'not usability']","[0.6923858523368835, 0.17785172164440155, 0.1297624707221985]"
738,very handy i am in the market for a machine and have ruled out these,"['not usability', 'usability', 'video']","[0.6754635572433472, 0.2703670263290405, 0.05416939780116081]"
739,doe anyone have experience with solac or klarstein espresso machine,"['usability', 'video', 'not usability']","[0.7490774393081665, 0.13721227645874023, 0.11371027678251266]"
740,i have learnt so much through you james thank you so much love your video so much real unbias opinion are hard to find on youtube i am swinging between a rocket apartmento or a breville double boiler i am a novice but do not want to waste time on the lower end machine,"['video', 'usability', 'not usability']","[0.8123197555541992, 0.11575532704591751, 0.07192492485046387]"
741,lelit might be another brand in that price range that could be interesting if you like the e61 group head style of the rocket the marax is also an hx machine but it ha some cleverness to help work around the issue james did a video machine under gbp1500 covering both the rocket apartamento the lelit marax and then breville dual boiler by the way if you do not mind not having the e61 group head style the lelit elizabeth is a slightly better performing dual boiler type machine similar or maybe even a little bit better than the breville dual boiler but with a different styling which can be more pleasing to some thick metal casing for example good luck in your search i hope you find the right machine for you and enjoy it,"['video', 'usability', 'not usability']","[0.6318820118904114, 0.30049577355384827, 0.06762221455574036]"
742,the breville dual boiler is a lot of machine for the money there is some better machine out there but they are much much more expensive the apartamento is not a bad machine but it is a heat exchanger hx type machine which is a way to get almost a good result a a dual boiler type machine at a lower cost the issue are lower temperature stability needing to flush before pulling a shot on most hx machine and not all can steam while pulling a shot the way a dual boiler can a closer equivalent to the breville dual boiler might be the rocket r58 but that machine is about twice the price and will not outperform the breville broadly speaking,"['not usability', 'usability', 'video']","[0.5570399761199951, 0.3936220109462738, 0.049337998032569885]"
743,i have an inexpensive coffee grinder and the longer i grind the finer the coffee is so what is the deal for spending more money on a grinder,"['usability', 'video', 'not usability']","[0.8572399020195007, 0.10053449869155884, 0.04222562536597252]"
744,excellent vid thanks for making,"['video', 'usability', 'not usability']","[0.9371747970581055, 0.05975104123353958, 0.0030741686932742596]"
745,thank you for this late night impulse purchase hit hard on me really really thank you i will just hold on to my v60 and origami for now taking control is in fact a priority,"['video', 'usability', 'not usability']","[0.6393946409225464, 0.2624291181564331, 0.09817622601985931]"
746,i never thought watching someone talk about coffee machine would be this interesting xd,"['video', 'usability', 'not usability']","[0.8242214322090149, 0.15874101221561432, 0.017037546262145042]"
747,any thought about the gaggia viva anyone how would it compare to these,"['usability', 'video', 'not usability']","[0.5286708474159241, 0.37843430042266846, 0.09289485961198807]"
748,thank you for making a video for poor people much respect subscribed keep up the good work i never knew coffee could be so interested tha k you for sharing with u,"['video', 'usability', 'not usability']","[0.929664134979248, 0.06227654963731766, 0.00805931817740202]"
749,the gordon ramsay of coffee,"['usability', 'video', 'not usability']","[0.6375710368156433, 0.271634966135025, 0.09079394489526749]"
750,with gbp100 i would get a moka pot and a grinder,"['usability', 'video', 'not usability']","[0.8086763620376587, 0.09894029796123505, 0.09238338470458984]"
751,loop daddy x coffee papa collab when,"['video', 'usability', 'not usability']","[0.5676118731498718, 0.3728693723678589, 0.05951875448226929]"
752,james fine is excellent for my tongue,"['usability', 'video', 'not usability']","[0.5557152628898621, 0.40089163184165955, 0.04339313507080078]"
753,have u tried petrus coffee machine,"['usability', 'video', 'not usability']","[0.7823151350021362, 0.19016963243484497, 0.027515191584825516]"
754,what is the mein conclusion which one do you would choose,"['video', 'not usability', 'usability']","[0.3603096604347229, 0.33416396379470825, 0.30552637577056885]"
755,can you do a video manual v automatic machine,"['video', 'usability', 'not usability']","[0.7809569835662842, 0.20782458782196045, 0.011218436993658543]"
756,this video should be called do not buy an espresso machine for under 100 quid they all suck,"['video', 'not usability', 'usability']","[0.6555606722831726, 0.291709303855896, 0.0527300201356411]"
757,i have bought the wmf lumero a bad mistake because it also doe not spray hot water evenly on the coffee surface and make this giant hole that you talk about you can even hear the channel going through,"['usability', 'not usability', 'video']","[0.48257067799568176, 0.3692750632762909, 0.14815422892570496]"
758,my ascaso dream machinr give bad coffee why,"['not usability', 'usability', 'video']","[0.4455397427082062, 0.2890651524066925, 0.2653951048851013]"
759,i have a beko espresso machine which i paid gbp40 for it make a great cup of coffee the price ha gone up to gbp65 now though,"['usability', 'video', 'not usability']","[0.881531834602356, 0.08255799114704132, 0.03591012582182884]"
760,late night impulse purchase cough i wa lucky enough to wake up to discover some variant of the delonghi machine headed my way but i can not claim to have made that choice on purpose i agree about the machine mounted tamper i am already having issue with that but i am enjoying the experimentation i would hardly call my attempt so far good but even my initial fumbling attempt have already made the nespresso pod available at my workplace barely palatable by comparison so i am not complaining,"['not usability', 'usability', 'video']","[0.6603390574455261, 0.2734922766685486, 0.0661686584353447]"
761,i just love it when people are this honest it s a review that s what we want to see thank you sir have you by any chance reviewed the ariete 1389 vintage expresso machine,"['usability', 'video', 'not usability']","[0.731841504573822, 0.2152603268623352, 0.0528981052339077]"
762,what model wa the delonghi,"['usability', 'video', 'not usability']","[0.5812203288078308, 0.23007670044898987, 0.18870297074317932]"
763,i really wish i could taste the coffee that make you bend over in pain back to back with the coffee that make you nod with approval would i taste the difference,"['usability', 'not usability', 'video']","[0.4311654567718506, 0.39141708612442017, 0.17741745710372925]"
764,so how about full automatic coffee machine like the philip lattego series or siemens eq s800 for example are we sacrificing quality for the ease of use,"['usability', 'not usability', 'video']","[0.9255979657173157, 0.04136903956532478, 0.033032968640327454]"
765,oh my i have just realized who is merch you are wearing and it blew my mind,"['video', 'usability', 'not usability']","[0.5138030052185059, 0.3920041024684906, 0.09419294446706772]"
766,i have used the de longhi machine for about five year every day the review wa pretty close i used illy expresso blend and heat it on the milk setting it tends to give a hotter pull ok expresso but not great it is durable and ha held up,"['usability', 'video', 'not usability']","[0.8717358708381653, 0.06911417841911316, 0.05914993956685066]"
767,best espresso machine at 100 is the hamilton beach one i would put that up against any 500 dollar machine,"['usability', 'video', 'not usability']","[0.8587531447410583, 0.108182393014431, 0.03306446224451065]"
768,thanks jeff killed me,"['not usability', 'video', 'usability']","[0.494316428899765, 0.3118744194507599, 0.19380919635295868]"
769,what do you think about anza coffee machine,"['usability', 'video', 'not usability']","[0.6683205962181091, 0.28966283798217773, 0.04201655462384224]"
770,james hoffman it is okay me go and buy it,"['usability', 'video', 'not usability']","[0.5036071538925171, 0.4027159512042999, 0.09367682039737701]"
771,the whole machine actually just bend that wa beautiful james,"['usability', 'video', 'not usability']","[0.7002755999565125, 0.27331650257110596, 0.026407938450574875]"
772,broadly unpleasant hehehe love your vocab thanks for doing this science for u,"['not usability', 'video', 'usability']","[0.44505059719085693, 0.29520928859710693, 0.25974005460739136]"
773,would the coffee be better with a non presurized portafilter,"['not usability', 'usability', 'video']","[0.5432160496711731, 0.33685600757598877, 0.11992800235748291]"
774,please could you suggest me what coffee machine to go for my budget max gbp500 please help,"['usability', 'not usability', 'video']","[0.5475713610649109, 0.34077537059783936, 0.11165322363376617]"
775,it wa really very informative an useful video that should definitely help people who want to buy a coffee machine thank youuu,"['video', 'usability', 'not usability']","[0.8227246403694153, 0.17391051352024078, 0.003364894539117813]"
776,i use a hand held travel expresso this ha a leak in the pressure pump boiling your water first i am also a construction worker electrician i have to be at the job site at 5 30 in the morning i have an electric battery back up on to heat the water it is a quality product in the filtration system is it is good i just enjoy my espresso in the morning or a break and i do a good job at work and my friend smoke weed in the morning but i appreciate not buying a garbage machine thank you,"['usability', 'not usability', 'video']","[0.7426524758338928, 0.1430225819349289, 0.11432494223117828]"
777,god you are so pretentious,"['not usability', 'video', 'usability']","[0.8114345073699951, 0.10377927869558334, 0.08478622138500214]"
778,not at all you just lack the ability to differentiate between passion and pretentiousness thats a you problem,"['not usability', 'usability', 'video']","[0.818947434425354, 0.11231888830661774, 0.06873368471860886]"
779,lmao fine but a bit dull my reason i did not buy a cheap machine right now i am sticking with my gb moka and learning to perfect it after using it wrong for 10 year but if i wa to buy a machine i am leaning towards the gaggia classic pro thanks for comparison awesome work mr hoffman,"['not usability', 'usability', 'video']","[0.5384026169776917, 0.3854595124721527, 0.07613791525363922]"
780,someone just gave me their de longhi caffee rialto and it ha the same problem a most of these machine dig a channel the puck look like mud no crema do not even attempt to use the steam wand it just shoot out hot water like an evil super soaker,"['not usability', 'usability', 'video']","[0.7432913184165955, 0.1882808804512024, 0.06842776387929916]"
781,i accept that after a year it is unlikely that anyone will see this comment but here it go when you say if you are willing to put in the work you can get decent espresso out of this machine exactly what do you mean how doe one do that,"['usability', 'video', 'not usability']","[0.5828397274017334, 0.28603145480155945, 0.13112880289554596]"
782,here is a possible solution buy 4 of these cheapo espresso machine and you can use them a foot for a la marzocco gs3,"['usability', 'video', 'not usability']","[0.9124411940574646, 0.06969141215085983, 0.017867447808384895]"
783,how many of you would like to see a video about which espresso machine can at minimum produce a starbucks quality shot for at home espresso drink even with all these video i have no idea what to purchase i do not want this to be a side hobby but i will do what i got ta do to stop giving money to starbucks,"['video', 'usability', 'not usability']","[0.9300971627235413, 0.06155286729335785, 0.008349940180778503]"
784,what is the grinder,"['usability', 'video', 'not usability']","[0.6308492422103882, 0.25196534395217896, 0.11718541383743286]"
785,i would not enjoy having coffee with him,"['not usability', 'usability', 'video']","[0.48490312695503235, 0.4305138885974884, 0.08458299189805984]"
786,and i wouldnt enjoy having coffee with you,"['not usability', 'usability', 'video']","[0.6280639171600342, 0.2560070753097534, 0.11592895537614822]"
787,i actually bought the delonghi one to try out espresso glad to see it is the best out of the cheap one looking to invest in a better one in the future,"['usability', 'video', 'not usability']","[0.8435775637626648, 0.12266531586647034, 0.03375711292028427]"
788,please can you review lidl is silvercrest 1100 espresso machine,"['usability', 'video', 'not usability']","[0.7039822340011597, 0.2219320833683014, 0.07408569753170013]"
789,still waiting on a pixar movie about a charming but broadly unpleasant tamper scoop,"['video', 'not usability', 'usability']","[0.5409054160118103, 0.28699252009391785, 0.17210206389427185]"
790,can you do a blind test coffee will be service and got to guess if it is from the cheap espresso machine or not,"['usability', 'video', 'not usability']","[0.721581757068634, 0.20946834981441498, 0.0689498782157898]"
791,when james talk about pre ground coffee or grocery store pre ground coffee doe anyone know if he is referring to preground espresso that come in the tin or is he talking about actual non espresso ground coffee bean in the bag curious a i am looking into buying a moka pot and want to know if i also need a good grinder,"['usability', 'video', 'not usability']","[0.6845896244049072, 0.17046061158180237, 0.14494971930980682]"
792,what do you mean by in tin instant no actual ground coffee bean,"['not usability', 'usability', 'video']","[0.6129695773124695, 0.23773857951164246, 0.14929191768169403]"
793,condolence for those who have krups 6 19,"['usability', 'video', 'not usability']","[0.4172203540802002, 0.4112526774406433, 0.1715269833803177]"
794,i found the delonghi machine in this vid at a thrift store for audollar5 and for that it make great audollar5 coffee i grind my bean in a kitchen blender it is a beastly little machine and only used for coffee 8 second for a fine grind for the delonghi 5 second for a coarser grind for the plunger yes i am a heathen lol,"['video', 'usability', 'not usability']","[0.8169695138931274, 0.1782618910074234, 0.00476859463378787]"
795,tomeccho hah i loved covid got to work from home a software dev it wa best two year lol plus i got pay increase so i gave a shot to new hobby and i love the ritual of making espresso,"['video', 'usability', 'not usability']","[0.6591309309005737, 0.20808883011341095, 0.1327803134918213]"
796,peter vansan daym i would have to start an onlyfans to afford one of those i love my coffee and that luscious crema but oh hell no covid and that associated b hit some of u hard lol life is all about minimalisation right now did i just make up a word go me,"['not usability', 'usability', 'video']","[0.487281858921051, 0.32103538513183594, 0.19168275594711304]"
797,tomeccho damn d i am happy with sage dose control pro 200dollar grinder for my espresso need with gaggia classic pro,"['usability', 'video', 'not usability']","[0.7712153792381287, 0.18479011952877045, 0.04399445280432701]"
798,because where there is a will and no eff you money for expensive coffee grinder there is always a way,"['usability', 'not usability', 'video']","[0.5463306903839111, 0.2662305533885956, 0.18743877112865448]"
799,just why,"['not usability', 'video', 'usability']","[0.48876264691352844, 0.3465441167354584, 0.16469328105449677]"
800,what about the gazzia gran deluxe an awful lot of plastic but would it be better than these,"['usability', 'not usability', 'video']","[0.5439675450325012, 0.24082377552986145, 0.21520863473415375]"
801,he would probably turn his nose up at it a well a that also ha a pressurised portafilter however i have one or at least one of the variant and i think it make really nice coffee and it is from a well known and respected manufacturer in this field,"['usability', 'not usability', 'video']","[0.5124908089637756, 0.33502495288848877, 0.15248417854309082]"
802,fucking bezos,"['not usability', 'video', 'usability']","[0.8308854699134827, 0.09923068434000015, 0.06988382339477539]"
803,please could you review the breville sage barista max,"['usability', 'not usability', 'video']","[0.5247915983200073, 0.26223325729370117, 0.2129751443862915]"
804,just ok for him it 11 10 for is mear mortal,"['usability', 'not usability', 'video']","[0.6262699961662292, 0.19146499037742615, 0.18226498365402222]"
805,could you review the x bar,"['usability', 'video', 'not usability']","[0.5558128952980042, 0.37746939063072205, 0.06671766936779022]"
806,you can remove the tamper from the machine to use i have used it like what you did in the video for 2 year lol,"['video', 'usability', 'not usability']","[0.6539837121963501, 0.33967816829681396, 0.006338098552078009]"
807,is this one good,"['video', 'usability', 'not usability']","[0.3841872811317444, 0.3832339346408844, 0.2325787991285324]"
808,your definitely qualified to ass the coffee is quality is with your feature benefit i would not be able to detect hollow taste from full body and yea them tamper are not enjoyable idk why but i hate that part i bought a combo delongi and 90 day it broken with a problem that i can not find a remedy for in a ocean of other complaint it steam off the water before the coffee pot make 2 cup,"['not usability', 'usability', 'video']","[0.629441499710083, 0.29529285430908203, 0.07526562362909317]"
809,adam what his preference are should not even come into it if you start with good quality freshly ground coffee quite frankly it is b to suggest it is not good coffee because it came out of a pressurised portafilter maybe it is technically not a good a from a non pressurised but suggest that it is no good at all is total nonsense what exactly is the point of this video answer me that because i got very little from it and i like his other video other than that he ha a dislike for pressurised portafilters the one chance he had to give some real info with the first sample he did not tell u anything informative at all,"['not usability', 'video', 'usability']","[0.47328874468803406, 0.45556798577308655, 0.07114329934120178]"
810,graham west the thing is taste is subjective but his preference is for high quality coffee because that is the whole point of this channel pressurized portafilters do not produce good coffee they just do not if you think they do it is because you have low standard of what good coffee is,"['video', 'usability', 'not usability']","[0.455396831035614, 0.2937512993812561, 0.2508518397808075]"
811,adam in what way is coffee not real just because it is been produced by a pressurised portafilter you do not seem to understand what a review is with a review you are supposed to come at it from an unbiased and neutral perspective by coming at this already having decided that they were no good because they use pressurised postfilters despite the coffee that is actually being produced make the whole thing a complete waste of time and quite honestly he should not have bothered,"['not usability', 'usability', 'video']","[0.704985499382019, 0.19157062470912933, 0.10344380140304565]"
812,graham west he didnt miss the point at all you did this channel is about real coffee not what normal people think good coffee is he is simply judging them fairly,"['video', 'not usability', 'usability']","[0.6211405992507935, 0.20741066336631775, 0.1714486926794052]"
813,the trouble is i get the impression that he came into this with the preconceived attitude that he wa not going to like them complaining about minor issue with build quality what do you expect for this price moaning about coming with a pressurised portafilter missing the point that these are aimed at people who just want to make a coffee not faff around for half an hour trying to dial in grind size with an expensive grinder they are most certainly not aimed at mr i like perfection in my coffee and these are not delivering,"['not usability', 'usability', 'video']","[0.8237708210945129, 0.13139620423316956, 0.044833000749349594]"
814,this is the type of machine i bought and got me into making expresos at home good news i can make even better coffee with a better machine bad news i just had someone telling me for 10 minute that my machine suck ball,"['usability', 'video', 'not usability']","[0.7957708239555359, 0.1041327640414238, 0.10009641945362091]"
815,great review but if any of you have the krups one unfortunately i have i had the exact same issue i did this fix here youtube com watch v jbrndtjnzvw and omg i can drink coffee now wow,"['video', 'usability', 'not usability']","[0.910628616809845, 0.07463118433952332, 0.014740164391696453]"
816,never would have guessed you like mark rebillet,"['usability', 'video', 'not usability']","[0.4808492660522461, 0.33706986904144287, 0.18208090960979462]"
817,the delonghi is something i have on my desk at work and outside of the first month i had it it is been very consistent it doe not make a stellar shot of espresso but it is good and head and shoulder better than starbucks and the money it is saved me from having to buy espresso from a coffee shop ha more than made up for it price that said i did buy mine on sale for dollar69 99 roughly 2 year ago,"['usability', 'video', 'not usability']","[0.8507934212684631, 0.09105473011732101, 0.05815192684531212]"
818,i had one a well wa fine for about 1 year then the quality of the coffee dropped significan notly and after 6 12 month it kinda exploded with steam going everywhere so i threw it out,"['not usability', 'usability', 'video']","[0.7217851877212524, 0.22767424583435059, 0.05054052546620369]"
819,it is the marc rebillet shirt for me,"['usability', 'video', 'not usability']","[0.793988823890686, 0.1207881048321724, 0.08522307127714157]"
820,jordan shlanski irl,"['video', 'usability', 'not usability']","[0.4927975535392761, 0.3762374520301819, 0.13096493482589722]"
821,hey andrew james is my name,"['usability', 'video', 'not usability']","[0.4455866813659668, 0.3532412052154541, 0.2011721283197403]"
822,what impact would a metal shower screen have on the poor channeling machine,"['usability', 'video', 'not usability']","[0.48403504490852356, 0.3949272930622101, 0.12103763967752457]"
823,cheap espresso machine are cheap if you are tempted to go that route get a moka pot,"['usability', 'video', 'not usability']","[0.8265626430511475, 0.10203363001346588, 0.07140370458364487]"
824,if that shape make you uncomfortable you are doing the wrong thing with it,"['not usability', 'usability', 'video']","[0.9240918755531311, 0.05234752222895622, 0.02356060780584812]"
825,marc rebillet quarantine tour,"['video', 'usability', 'not usability']","[0.558529257774353, 0.3119276165962219, 0.12954317033290863]"
826,if one ha one of those crappy water jetting machine is there something like a mesh on top that can help,"['usability', 'not usability', 'video']","[0.6323543787002563, 0.2445499300956726, 0.12309575080871582]"
827,100 punds is 141 61 u dollar btw,"['usability', 'video', 'not usability']","[0.6035311222076416, 0.20967800915241241, 0.18679086863994598]"
828,my delonghi 146b ha finally started to die due to corrosion around the heating element i like the coffee it is been making me for almost 11 year,"['usability', 'not usability', 'video']","[0.7569729089736938, 0.124628446996212, 0.11839863657951355]"
829,i am scarred badly by the jura brand i ever owned the impressa series can not remember the exact model but it wa not cheap to begin with grinder is problematic often get jam issue a it is very sensitive to the type of bean being used bean can not be oily or the shiny type and can not be too hard all these will cause jamming so i tried using coffee powder alternative which also cause jamming i do suspect the design of the grinder and their choice of material used is seriously inferior the sensor touch menu look cool but it also presented many problem such a not being able to detect touch and menu hanging had the jura staff back several time until they can no longer service my machine for free for something which is not my fault after le than a year i wa so damn frustrated with this jura machine that i literally threw the stupid machine out of my house please people do not buy jura swiss brand but china quality,"['not usability', 'usability', 'video']","[0.6005638837814331, 0.3604373335838318, 0.03899877890944481]"
830,i love watching all of your video but i think i will give up finding a good espresso for home it would be nice to have one affordable because the nearest coffee shop to me is over an hour away but most affordable machine are just cheap and i refuse to drink nasty espresso your video are very good and i love all the information you give,"['video', 'not usability', 'usability']","[0.9541236162185669, 0.0267171747982502, 0.019159168004989624]"
831,warning my coffee journey started with a krups gbp90 a year later i upgraded to an isomac venus gbp500 never happy two year later i purchased rocket giotto gbp1k eleven year later i have not looked back,"['usability', 'not usability', 'video']","[0.6748497486114502, 0.18142925202846527, 0.14372099936008453]"
832,que marca e tu molino de cafe,"['usability', 'not usability', 'video']","[0.49577581882476807, 0.34866079688072205, 0.1555633544921875]"
833,1 pressurized portafilter can be changed did that on mine already 2 pressure controll could be modded in maybe 3 temp controll could be done i guess 4 what else would one wish for,"['usability', 'not usability', 'video']","[0.6989333629608154, 0.16081131994724274, 0.14025522768497467]"
834,i found the delonghi machine at goodwill and covered in grime for dollar4 after cleaning it up it work pretty well considering hand down my biggest frustration are the mounted tamper and the weirdly positioned basket which doe not make for good knocking of puck would i spend gbp99 on it absolutely not is it worth the dollar4 i spent absolutely will i be buying a better machine in time 100percent,"['usability', 'not usability', 'video']","[0.8646393418312073, 0.09387744963169098, 0.04148323833942413]"
835,lol sitting here drinking regular coffee from my dollar10 mr coffee pot,"['usability', 'video', 'not usability']","[0.6908937692642212, 0.1931045651435852, 0.1160016879439354]"
836,this must be the single most hipster video on the internet i love it,"['video', 'usability', 'not usability']","[0.884661078453064, 0.11088085174560547, 0.004458028357475996]"
837,i want this candy as to fight a bear and squid in the ocean then do a blind test with crap and expensive machine if he get is it wrong he get cained in malaysia,"['usability', 'not usability', 'video']","[0.5359258055686951, 0.23787613213062286, 0.22619804739952087]"
838,hey i have the delonghi machine and struggle to even get any crema i am using pre ground espresso from a local roaster argghh i need a step by step for how to tamp and steam,"['not usability', 'usability', 'video']","[0.6715958714485168, 0.2747951149940491, 0.05360904708504677]"
839,are you ever gon na make that video for the bare minimum you need for good espresso,"['video', 'usability', 'not usability']","[0.69698166847229, 0.2607308030128479, 0.04228748381137848]"
840,6 40 i love how elegantly disgusted he wa,"['video', 'usability', 'not usability']","[0.5703594088554382, 0.3707853853702545, 0.05885519087314606]"
841,putting it simply this guy is annoying,"['not usability', 'usability', 'video']","[0.721841037273407, 0.1708325296640396, 0.1073264554142952]"
842,not including these machine which machine would make the best result for the minimal price point that video would be the most helpful,"['video', 'not usability', 'usability']","[0.5296288728713989, 0.3794020116329193, 0.09096906334161758]"
843,i watch this on a rainy night give me the most comfortable feeling you could imagine,"['video', 'usability', 'not usability']","[0.8263840675354004, 0.15814237296581268, 0.015473577193915844]"
844,i had that delonghi before slightly older model although only difference i could see wa that my basket wa with rubber seal and driptray cover wa from metal it cost 79euros i sold it recently because it wa just annoying to make anything indeed it wa noisy and my cup moved around on that metal driptray when it wa vibrating also when i wanted to make cappuccino the gap wa too small to put any decent cappuccino there so i had to pour from smaller cup just purely from preparation experience it wa terrible never again,"['not usability', 'usability', 'video']","[0.5352388620376587, 0.41074293851852417, 0.05401824042201042]"
845,maybe you may try ferrati ferro ecm 3605 unpresurise basket 58mm portafilter for price about 150 pound,"['video', 'usability', 'not usability']","[0.6167827844619751, 0.35658594965934753, 0.026631275191903114]"
846,what is the name of the grinder machine you are using,"['usability', 'video', 'not usability']","[0.6525647044181824, 0.23247087001800537, 0.11496446281671524]"
847,broadly unpleasant love it,"['not usability', 'usability', 'video']","[0.5047626495361328, 0.260772168636322, 0.23446524143218994]"
848,thank you very much for making this video,"['video', 'usability', 'not usability']","[0.9490397572517395, 0.0470196008682251, 0.0039406148716807365]"
849,a little late in the day and i have seen this video before but i have watched it again at an oppurtune moment yes i wa looking to buy a cheap machine now i am not i suspect from what i have heard that my present machine is also not good enough but it suffices for now but i shall save some more money and get a better one,"['video', 'not usability', 'usability']","[0.9448232650756836, 0.02789923921227455, 0.02727753110229969]"
850,what coffee is your most enjoyable,"['usability', 'video', 'not usability']","[0.5485382080078125, 0.2525685131549835, 0.19889326393604279]"
851,i am a pheasant mine cost gbp50 and it is rubbish from aldi and i have seen your aldi one lol awesome video bud the main coffee man,"['video', 'not usability', 'usability']","[0.5577530860900879, 0.3806292414665222, 0.06161769479513168]"
