,sequence,labels,scores
168,just to let you know i bought the machine yesterday mine doe not splatter milk and look messy like that furthermore i prefer the lattissima because it is an all in one machine and cleaning is not a big fuzz you can pour some hot water into a jug and disassemble the milk frother and rinse it like that usually take me 30 second my milk frother is outlet pipe is also positioned on the corner the presentation is so nice with the cup of coffee that i feel sad to stir it everytime so i guess the 2022 model is a much better range,"['usability', 'video', 'not usability']","[0.7567897439002991, 0.18909376859664917, 0.05411648005247116]"
169,i have this machine for 6 month now and it absolutely fantastic with no issue good to make a single glass of latte small and compact machine,"['usability', 'video', 'not usability']","[0.9645398855209351, 0.028902487829327583, 0.006557623390108347]"
170,you need to use the extender part for shorter mug to prevent the splash,"['usability', 'video', 'not usability']","[0.8597166538238525, 0.10994204133749008, 0.03034123219549656]"
171,this machine is way better than the frothing canister about time delongi got something right oh ya this machine is pod are compatible to the segafreddo zanetti pod online which are only 60c per pod for a pack of 90 espresso casa coffee capsule that is a bargain for this machine,"['usability', 'video', 'not usability']","[0.888927161693573, 0.0887690857052803, 0.02230379357933998]"
172,where can i find ur old machine and frother,"['usability', 'video', 'not usability']","[0.754845380783081, 0.131913423538208, 0.11324118077754974]"
173,it is still for sale just search for nespresso citiz and milk,"['usability', 'video', 'not usability']","[0.7341123223304749, 0.20372462272644043, 0.062163036316633224]"
174,i get your point about the presentation part but most of the time you will make coffe in a cup and not a glass so the milk splashing will be kinda invisible also i have watched other test video milk quantity issue wa not present and there wa not a much splash maybe yours is faulty,"['video', 'usability', 'not usability']","[0.7238787412643433, 0.19350795447826385, 0.08261328190565109]"
175,love our nespresso lattissima one no such thing for u that is of milk foam splashing around like in your review,"['usability', 'not usability', 'video']","[0.4291486144065857, 0.3963967561721802, 0.1744546741247177]"
176,nice machine i have a nespresso machine,"['usability', 'video', 'not usability']","[0.8987661600112915, 0.08180016279220581, 0.019433729350566864]"
177,nice machine,"['usability', 'video', 'not usability']","[0.7957557439804077, 0.18748003244400024, 0.016764255240559578]"
178,ok folk we bought lattissima one used off of amazon and it did the spitting thing everytime but once 12 time total i am a troubleshooting kinda guy so i bought a whole new frothing assm for dollar51 it did the exact same thing but i did not quit at the time we received the new frother we had two smooth perfect cup no spitting no hissing without milk froth perfect smooth froth operation so what wa it i went back to what i did differently and replicated it over and over again with both frothing unit this is what i have learned i prestaged the frother with milk and put the whole unit in the fridge normally i fill it with milk to just above the low mark setting or at the high mark work perfectly everytime also with no left over milk in the unit oh the clear flexable tube get pushed all the way to the top but i leave a very slight gap where the two round part come together my thinking is that the orings or whatever in the frothing assm at refridgerator temperature have contracted to a better fit hopefully you all get the same result i have in total now aprox 30 pod used without a frothing issue robk,"['usability', 'video', 'not usability']","[0.7360761165618896, 0.15285681188106537, 0.11106707900762558]"
179,it seem that you didnt have fully connected the milk tube or the container itself to the device this is why the milk did not come out smoothly and there wa also a surplus left in the container because of air in the system,"['not usability', 'usability', 'video']","[0.5523660182952881, 0.341104120016098, 0.10652980953454971]"
180,thanks so much for this video super informative and you helped me in making the decision of which nespresso machine to get i purchased the citiz,"['video', 'usability', 'not usability']","[0.9185540080070496, 0.07633127272129059, 0.005114752799272537]"
181,my dad ha had the citz for year i had mine six year great choice,"['usability', 'video', 'not usability']","[0.5148311257362366, 0.40726953744888306, 0.07789935171604156]"
182,it is not premium it is just price anchored to make the consumer think it is,"['not usability', 'usability', 'video']","[0.8149674534797668, 0.11180342733860016, 0.07322914898395538]"
183,thanks for this video it wa very informative,"['video', 'usability', 'not usability']","[0.9471378922462463, 0.0491151437163353, 0.0037469742819666862]"
184,coffee run out far too slowly and no it is not scaled up we have soft water infuriating it take so long the coffee is instantly drinkable when the cup ha finally filled up i think i have had relationship which were shorter,"['not usability', 'usability', 'video']","[0.7639420032501221, 0.2107459157705307, 0.02531202882528305]"
185,hello i would like to know the reason for replacing the milk cup thx for the review though i would have bought the lattissima just because i love the color lol but i did not know that those detail you mentioned were so annoying apparently for a lot of people but now that i saw your review i will not buy it,"['not usability', 'usability', 'video']","[0.41905537247657776, 0.383555144071579, 0.19738951325416565]"
186,gross,"['not usability', 'video', 'usability']","[0.8745731711387634, 0.0811159536242485, 0.04431089013814926]"
187,can you drop link of your oun coffe machine pls we didnt find it from internet,"['usability', 'video', 'not usability']","[0.5383660793304443, 0.24884161353111267, 0.2127922624349594]"
188,this is the money is no object best home machine i have tested this the nespresso machine i use daily,"['usability', 'video', 'not usability']","[0.7541480660438538, 0.2124931663274765, 0.03335878252983093]"
189,great review,"['usability', 'video', 'not usability']","[0.5075644254684448, 0.39060789346694946, 0.10182765871286392]"
190,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
191,bought this a my first pod machine first time used it the milk did not pour but watched your review and realised thst i had attached the black connector at the back of the milk jug durectly to the machine and then i attached the milk jug to it rather attaching it to the milk jug first then attaching the entire thing to the machine rookie mistake no issue with a messy pour but my latte glass wa not a tall a yours and the milk poured at a lower angle a well yes it doe drip but once you know that you can move the cup away in time to keep the froth clean looking found the manual a bit tricky but did find that it said you can do more than one cup before cleaning a long a not too long between make your review wa very helpful but it only coffee for me so i am fairly satisfied with this model for a first machine thanks,"['usability', 'video', 'not usability']","[0.8080374598503113, 0.09741003066301346, 0.09455253928899765]"
192,because of this review i will not be buying that machine thank you so much,"['not usability', 'usability', 'video']","[0.7589754462242126, 0.15361015498638153, 0.08741438388824463]"
193,hi there what is the name of the older machine you used to have,"['usability', 'video', 'not usability']","[0.43970608711242676, 0.34445831179618835, 0.2158355861902237]"
194,the nespresso citiz amp milk,"['usability', 'video', 'not usability']","[0.7521539926528931, 0.17637178301811218, 0.07147424668073654]"
195,presentation wise it look like i have to work to get to my coffee xd,"['video', 'usability', 'not usability']","[0.39919689297676086, 0.35876572132110596, 0.2420373558998108]"
196,click the lungo button first and then click the milk frother after and then use the drip catcher to catch the excess from the capsule you will get a bigger volume and milk wa all used up,"['usability', 'video', 'not usability']","[0.7901021242141724, 0.1538463681936264, 0.05605156347155571]"
197,cheer you have prevented me from wasting my money great review,"['usability', 'video', 'not usability']","[0.5598893761634827, 0.2725455164909363, 0.16756518185138702]"
198,i think you did not properly clean the machine this would have avoided the mess and would have used the proper amount of milk it also look like you did the review and were already biased towards your old machine,"['not usability', 'usability', 'video']","[0.7740656137466431, 0.15719008445739746, 0.06874426454305649]"
199,i cleaned it a per the instruction in the manual if my memory is correct it wa dishwasher or soak 30 min the fact others have reported the same issue show this is not isolated there is no reason for me to have a biased towards any machine to be honest,"['usability', 'not usability', 'video']","[0.6381092071533203, 0.2788861393928528, 0.08300460875034332]"
200,so should i just buy the old one instead of the lattisima one,"['usability', 'not usability', 'video']","[0.7924519181251526, 0.1111777052283287, 0.09637037664651871]"
201,if you drink mainly espresso and drink if that nature buy the citiz had mine for 6 year if you drink americano style drink buy the vertuo a it contains twice the coffee in a single capsule and is better for tall cup of coffee with little to no milk,"['usability', 'video', 'not usability']","[0.8354716897010803, 0.0828414261341095, 0.08168692141771317]"
202,very helpful video thank you so much brother,"['video', 'usability', 'not usability']","[0.8710125088691711, 0.12564975023269653, 0.0033377651125192642]"
203,i had this wishlisted on amazon not anymore great review now looking at the magimix,"['not usability', 'video', 'usability']","[0.492530882358551, 0.2570742666721344, 0.25039488077163696]"
204,thank you for this i wa actually considering purchasing this machine but now i definitely wont every negative you pointed out would piss me off to no end,"['not usability', 'video', 'usability']","[0.7525414824485779, 0.16024047136306763, 0.08721805363893509]"
205,it is 2021 and i am here to say thank you for this review,"['usability', 'video', 'not usability']","[0.5067169070243835, 0.40418586134910583, 0.08909721672534943]"
206,i do not think it is compatible with whole milk,"['not usability', 'usability', 'video']","[0.8665056228637695, 0.0880722627043724, 0.04542209580540657]"
207,so basically the new machine is shit,"['not usability', 'usability', 'video']","[0.9130473136901855, 0.06726481020450592, 0.019687844440340996]"
208,cleaning the frother unit doe not mean you have to take apart all the part of the rapid cappuccino system and wash them after each usage it mean you have to turn the milk froth regulator knob to the clean position so that the rinsing process start and hot water combined with steam flow and purge the nozzle there are quite a few video in youtube which explains this process,"['video', 'usability', 'not usability']","[0.7732086181640625, 0.1826847493648529, 0.04410664364695549]"
209,i recently got this coffee machine and tbh it wa defective the milk frother would only dispense the milk but not the coffee unfortunately i would have to return it back idk if should even get a replacement though doesnt seem like it worth having either,"['not usability', 'usability', 'video']","[0.9032430648803711, 0.08525466173887253, 0.011502319015562534]"
210,you used the wrong milk you used fresh milk,"['not usability', 'usability', 'video']","[0.5233042240142822, 0.35597604513168335, 0.12071970850229263]"
211,can i use oat milk instead of regular milk,"['usability', 'not usability', 'video']","[0.784844160079956, 0.11496975272893906, 0.1001860722899437]"
212,you can you can use any type of milk with it most milk do not froth much,"['usability', 'video', 'not usability']","[0.9196518659591675, 0.0654471144080162, 0.014901005662977695]"
213,the platform with a little hole in the top is there to mount your cup on when dispensing the coffee when you do this it will not splash all over the place i laughed when i saw you had a cup on the bottom and thought of course it is going to splash your review wa a bit unfair in that regard,"['usability', 'not usability', 'video']","[0.722217857837677, 0.13972562551498413, 0.13805654644966125]"
214,do rinse the rapid cappuccino system with dish soap from time to time,"['usability', 'video', 'not usability']","[0.7890070080757141, 0.13697656989097595, 0.07401645183563232]"
215,if your rapid cappuccino system only produce a cappuccino amount of milk when you filled it up to a latte amount of milk you need to replace your milk frothing unit send the machine back to combat the dripping for the lattisima one machine flip the lid that it used to reveal the capsule holder a few time the rest of the coffee should drop nicely into your cup then get the last drop of coffee by using the rim of the inside of the cup,"['usability', 'not usability', 'video']","[0.7002137303352356, 0.2168189287185669, 0.0829673632979393]"
216,thank you for your honest review i truly appreciate your video,"['video', 'usability', 'not usability']","[0.9401889443397522, 0.05022318661212921, 0.009587868116796017]"
217,very good review thanks,"['usability', 'video', 'not usability']","[0.49107763171195984, 0.36804136633872986, 0.14088104665279388]"
218,not sure what the guy and girl in switzerland are thinking about buy all these new machine are poorly made and design ha been lost in translation just returned the latest big capsule machine which ppppp out coffee like from mcdonald is very disappointed with nespresso hope this machine you reviewed will do the job nespresso pricing is completely crazy now so i reckon nespresso ha lost it magic over last few year,"['not usability', 'usability', 'video']","[0.6514108777046204, 0.25281044840812683, 0.09577865153551102]"
219,any idea of the song in the back reminds me of stellaris,"['video', 'usability', 'not usability']","[0.49254658818244934, 0.3920658826828003, 0.11538749188184738]"
220,i got the same issue in taiwan it finally work good after i send it back four time i told the customer service to remind the engineer the milk issue and if the issue remained i will return it thanks god at least that customer service is good but this product really give me hard time,"['not usability', 'usability', 'video']","[0.5658496618270874, 0.32452672719955444, 0.10962361097335815]"
221,fantastic video camera best i have seen for long time this machine is a bit disapointing thanks for sharing,"['video', 'not usability', 'usability']","[0.8241003155708313, 0.1290634423494339, 0.04683629795908928]"
222,i love my latissima no issue on my end,"['usability', 'video', 'not usability']","[0.6119436025619507, 0.26057353615760803, 0.12748289108276367]"
223,i think it is made for their brand of cup,"['usability', 'video', 'not usability']","[0.7622228264808655, 0.14903390407562256, 0.08874328434467316]"
224,i have had this machine for about a week now and absolutely love it the milk frother should not stop at that point a i have used it a few time now for a cappuccino for my wife and it is used the correct amount every single time so there is probably something wrong there with the sensor or something it drip quite a bit with any drink i do but i just leave the cup underneath it for an extra 10 second to let it finish when you wa making the drink with a glass of that shape i thjnk it would of been worth moving the higher drip tray off completely but also to note the froth did seem very erratic nothing in what i have seen with mine it is a shame that you did not enjoy it a i love mine i am using mine for myself a i am the black coffee lungo and espresso drinker and the milk coffee my wife is but she mainly is a tea drinker so she would not use the machine a i would so it kinda is a perfect machine for u a i type this i see you using another sized cup yes that is annoying a i got the recipe view glass and that is the perfect size for it you should not have to do it that i know but i thought i would mention it appreciate the review anyways,"['usability', 'not usability', 'video']","[0.6658994555473328, 0.20784837007522583, 0.1262521892786026]"
225,i love espresso i enjoy espresso at the magnifica s in delonghi thank you for the very interesting video with love from japan i will come back again,"['video', 'usability', 'not usability']","[0.8837655186653137, 0.1023787334561348, 0.013855723664164543]"
226,but if your reviewing a product do make sure to use a proper cup not a water glass,"['not usability', 'usability', 'video']","[0.47389334440231323, 0.3454545736312866, 0.18065205216407776]"
227,this is so helpful i wa just going to get one and ended up not,"['usability', 'video', 'not usability']","[0.8937742114067078, 0.07471880316734314, 0.03150695934891701]"
228,same i am looking for a espresso machine and wa considering this one but i think i will just buy the old one he ha,"['usability', 'not usability', 'video']","[0.4219572842121124, 0.41185325384140015, 0.166189506649971]"
229,thx almost bought one online,"['usability', 'video', 'not usability']","[0.6845939755439758, 0.2014779895544052, 0.11392805725336075]"
230,where we can get a part of the machine if it is broken,"['usability', 'video', 'not usability']","[0.8336232304573059, 0.12152304500341415, 0.04485376551747322]"
231,the truth review thank you so much,"['video', 'usability', 'not usability']","[0.4982188045978546, 0.34459152817726135, 0.15718969702720642]"
232,if you call nespresso they will help they do have amazing customer service,"['usability', 'video', 'not usability']","[0.8076605796813965, 0.13395479321479797, 0.05838463082909584]"
233,amazing review thank you,"['usability', 'video', 'not usability']","[0.5066709518432617, 0.4056595265865326, 0.0876694843173027]"
234,i just bought mine 3 day ago but the bigger one than this one and i am much happier,"['usability', 'not usability', 'video']","[0.6566218137741089, 0.21125398576259613, 0.1321241706609726]"
235,i use the nespresso at work and i have no issue using all the milk and cleaning the milk jug take second,"['usability', 'video', 'not usability']","[0.8999207019805908, 0.06892403960227966, 0.031155310571193695]"
236,jessie jiang regular milk i am in australia great machine,"['usability', 'video', 'not usability']","[0.6989709734916687, 0.2604644000530243, 0.040564585477113724]"
237,hello may i ask what time of milk are you using in the container and how is your machine doing now since i am willing to buy this machine would like to have your suggestion thank you a lot,"['usability', 'video', 'not usability']","[0.5839076638221741, 0.27011993527412415, 0.1459723711013794]"
238,she is so busty,"['usability', 'video', 'not usability']","[0.40694713592529297, 0.32208332419395447, 0.27096953988075256]"
239,if anyone ha it and doe not know how to descale this machine behind the water tank is the descaling nozzle which plug into the milk frother hose when you remove it very easy but it doe take a while to descale maybe it is how many coffee we throw into this machine daily but actually in the middle of a descale and it is taken over 30 minute already probably my fault actually but you can see the difference when your getting close to time of descaling needed,"['usability', 'not usability', 'video']","[0.6928052306175232, 0.2278999388217926, 0.0792948380112648]"
240,very helpful thank you soo much,"['usability', 'video', 'not usability']","[0.7031173706054688, 0.25699812173843384, 0.039884574711322784]"
241,i think this would be a better review if it wa not comparing apple to orange,"['not usability', 'video', 'usability']","[0.8269091248512268, 0.09691392630338669, 0.07617699354887009]"
242,thats a real review the commercial video show the milk froth go slowly and smoothly but in fact is not the real thing i will not mention the mess caused by the milk in the glass,"['video', 'not usability', 'usability']","[0.49069398641586304, 0.46609094738960266, 0.04321511462330818]"
243,there is got to be something wrong with that milk foamed maybe the part are not properly seated,"['not usability', 'usability', 'video']","[0.6189725399017334, 0.2291916459798813, 0.1518358290195465]"
244,we were told by the nespresso store in central london when we tried to change the machine over yet again that the issue we had the worker there had seen many time not ever machine may have these issue but it certainly is much more than a one off there are some amazing nespresso machine and we use two of them daily just not this particular machine this is the one i wa most looking forward to but unfortunately the one i wa also most disappointed with after numerous unit all exhibiting issue,"['not usability', 'usability', 'video']","[0.7319303154945374, 0.22340457141399384, 0.04466511681675911]"
245,thanks great review i agree with your comment interesting how these product seem to have actually gone backwards,"['not usability', 'video', 'usability']","[0.796405553817749, 0.14284490048885345, 0.06074957549571991]"
246,wash this glass for god sake lol,"['not usability', 'usability', 'video']","[0.6184015870094299, 0.29516375064849854, 0.08643467724323273]"
247,how can i will clean in said,"['usability', 'video', 'not usability']","[0.5063987374305725, 0.2591854929924011, 0.2344157099723816]"
248,i recently purchased mine and must say i am very happy enjoying amazing coffee i use chilled milk so it doe not splutter out of the frother i find the frother super easy to clean i do that 1x daily take le than 1min under running water my friend who have the aeroccino say they have to clean it frequently a well my only niggle is that my latt glass almost fill over because of the froth,"['usability', 'video', 'not usability']","[0.854252815246582, 0.1022353544831276, 0.04351184889674187]"
249,thanks for the review we too went from the citiz machine to these a while ago now and have had none of those issue the steam from the milk frothed is to be expected a it is steamed milk easy to rinse all of the part and all the milk frothed part go in the dishwasher which i love yes the water tank is smaller but i am not drinking that much coffee in 1 day for it to be an issue so i recommend it,"['usability', 'video', 'not usability']","[0.8047163486480713, 0.12260714173316956, 0.07267648726701736]"
250,the white is so pretty which is why i wanted it but definitely not gunna pay 400 for it to even have one problem,"['usability', 'not usability', 'video']","[0.5019251704216003, 0.3019888997077942, 0.19608595967292786]"
251,for some reason my machine doe not behave like what you have i wonder if they tune adjust the milk frother after hearing so many complains and i am completely satisfied with the machine,"['not usability', 'usability', 'video']","[0.6381493210792542, 0.3301948606967926, 0.03165581077337265]"
252,i got mine delivered last week and i love it no problem whatsoever although they suggest using cow milk i am using oat milk and it make a lovely cappuccino,"['usability', 'video', 'not usability']","[0.8389788269996643, 0.10330253839492798, 0.0577186644077301]"
253,you presented the way you wanted i do not face any such issue,"['video', 'not usability', 'usability']","[0.6021932363510132, 0.20809847116470337, 0.18970829248428345]"
254,what a ball ache good review thanks,"['video', 'usability', 'not usability']","[0.5810682773590088, 0.34852397441864014, 0.07040776312351227]"
255,i totally agree with you thanks for the video,"['video', 'usability', 'not usability']","[0.9429102540016174, 0.05323363468050957, 0.0038561206310987473]"
256,i do not like coffee pod not environmentally friendly,"['not usability', 'usability', 'video']","[0.6824964284896851, 0.20628733932971954, 0.11121624708175659]"
257,send them back to nespresso free and they will recycle them i have been sending mine back for two year they also collect them if you order the coffee online and get delivered,"['usability', 'not usability', 'video']","[0.5153427124023438, 0.354331374168396, 0.13032595813274384]"
258,can you use your own coffee ground,"['usability', 'video', 'not usability']","[0.8434112071990967, 0.08557385951280594, 0.0710148885846138]"
259,alexandra rodriguez there are reusable capsule you can get from amazon that you can fill with your own ground coffee,"['usability', 'video', 'not usability']","[0.9355986714363098, 0.04783492162823677, 0.016566423699259758]"
260,even through the nespresso machine suck you do realize that when you place a normal mug of coffee at the machine you are suppose to place the square dripping box under the mug right i mean duh so that way the milk throther doe not squirt the milk everywhere you have that black mug really farther down without the dripping box but again nespresso machine suck,"['usability', 'not usability', 'video']","[0.6919225454330444, 0.2536467909812927, 0.05443066731095314]"
261,thank you very much you helped me decide not buying this one very bad design of the milk frother,"['not usability', 'usability', 'video']","[0.8688316345214844, 0.09323136508464813, 0.037936996668577194]"
262,can i also only get out milk,"['usability', 'video', 'not usability']","[0.7235438227653503, 0.16117259860038757, 0.1152835488319397]"
263,very good thorough review you nailed on each of my concern from buying this based on what i read from reddit seems that they is a qa issue despite how beautiful the machine is,"['not usability', 'video', 'usability']","[0.742347002029419, 0.1372087597846985, 0.12044420093297958]"
264,lavazza the best expensive but the best,"['usability', 'video', 'not usability']","[0.5095495581626892, 0.35664984583854675, 0.13380055129528046]"
265,thank for saving me money good review,"['usability', 'video', 'not usability']","[0.5765570998191833, 0.31408432126045227, 0.10935858637094498]"
266,thank you for your review i like white color but based on your review i decided not to buy,"['usability', 'not usability', 'video']","[0.41256457567214966, 0.38228362798690796, 0.20515176653862]"
267,started watching because i wa thinking of purchasing the lattissima now i think i need a magimix instead,"['video', 'usability', 'not usability']","[0.7020891308784485, 0.19221395254135132, 0.10569693148136139]"
268,this is a very helpful review,"['usability', 'video', 'not usability']","[0.7746202945709229, 0.17496739327907562, 0.050412368029356]"
269,great video thanks,"['video', 'usability', 'not usability']","[0.9440784454345703, 0.053590208292007446, 0.002331365831196308]"
270,i have had two machine so far on both the first one and the replacement machine i wa sent the milk button doe not work at all the first machine it stopped working after about 6 latte and the replacement machine only worked one time and the button stopped working do not buy this machine,"['not usability', 'usability', 'video']","[0.8241468071937561, 0.15958815813064575, 0.01626499928534031]"
271,so glad i saw this review i wa thinking of purchasing this appreciate the video sir,"['video', 'usability', 'not usability']","[0.866137683391571, 0.1277383714914322, 0.006123892497271299]"
272,is the magimix a nespresso machine,"['usability', 'video', 'not usability']","[0.7703863978385925, 0.15287978947162628, 0.07673372328281403]"
273,what is the model of your magimix,"['video', 'usability', 'not usability']","[0.45462724566459656, 0.4392775595188141, 0.10609519481658936]"
274,thank you i like good design but that is a little bit expensive for me your clip make me decided i can buy the coffee machine that low cost price around 150 290 usd and buy separate the one steaming milk machine sorry for my english is not good t t,"['video', 'usability', 'not usability']","[0.7928169965744019, 0.14175739884376526, 0.06542560458183289]"
275,had exactly the same issue i could not believe what a cheap afterthought the cup stand drip tray is i think the cleaning light mean the milk container just need flushing with water rather than a full disassemble clean this is done by pressing a button on ours we had the same previous machine and wish we would kept it,"['usability', 'not usability', 'video']","[0.48057401180267334, 0.4474240243434906, 0.07200194895267487]"
276,stop hating,"['not usability', 'video', 'usability']","[0.623368501663208, 0.2050308734178543, 0.1716006100177765]"
277,i absolutely love mine best purchase i have ever made not one issue i am not sure what is wrong with your milk frothed but that is not what happens to me,"['not usability', 'usability', 'video']","[0.4776814579963684, 0.3711574375629425, 0.1511610746383667]"
278,agreed love mine,"['video', 'usability', 'not usability']","[0.4660792052745819, 0.4058767855167389, 0.1280439794063568]"
279,i think the cup you used just did not work for this machine i have the same one and i agree on a lot of this but i have never had presentation or nozzle issue i just a shorter cup and it work will for me,"['not usability', 'usability', 'video']","[0.7561582326889038, 0.22227078676223755, 0.021570943295955658]"
280,thank you for the review i wa about to finger to buy this machine after two year which do you recommend to buy,"['usability', 'video', 'not usability']","[0.5868000984191895, 0.33639729022979736, 0.07680264860391617]"
281,the truth review thank you so much for your reply i really appreciate,"['video', 'usability', 'not usability']","[0.43358561396598816, 0.35646703839302063, 0.2099473625421524]"
282,hi glad you liked it if you want a nespresso machine i would go with the vertuo or citiz if money is no object and you are happy to use whole bean nothing beat the sage the barista touch,"['usability', 'video', 'not usability']","[0.7498945593833923, 0.20674161612987518, 0.04336386173963547]"
283,i wa about two finger to buy this machine i will never do it,"['not usability', 'usability', 'video']","[0.8118562698364258, 0.11075330525636673, 0.07739048451185226]"
284,i am deciding to buy this it is currently on special at david jones here in australia for dollar319 my mum been eyeing on a coffee machine for a long time wa going to get it a a surprise gift but now after watching this idk kevin,"['video', 'usability', 'not usability']","[0.6435902118682861, 0.3033330738544464, 0.05307672917842865]"
285,this wa so helpful i wanted to just get the milk frother warmer bc i use a french press but i wa debating on this machine i would have been soooo sad presentation is so important to me my coffee is my peaceful meditation time also quality is crucial amp the frothing for half the milk is literally ridiculous my aunt ha the other machine so i know the milk froth perfect,"['not usability', 'usability', 'video']","[0.511608898639679, 0.44760870933532715, 0.0407823882997036]"
286,thank you iwont buy it,"['not usability', 'usability', 'video']","[0.7574893832206726, 0.14514479041099548, 0.0973658412694931]"
287,it is 1 30 am in the washington dc area usa what i learned tonight fuck the lattissima,"['usability', 'not usability', 'video']","[0.45374932885169983, 0.2849794626235962, 0.261271208524704]"
288,this is not quite right i have this machine and the milk frother work very well doe not splash around the glass and doe not leave any milk left in the container look like there is an issue with this one i am very happy with mine,"['not usability', 'usability', 'video']","[0.474994033575058, 0.4591712951660156, 0.0658346638083458]"
289,had a lot of other comment saying they had same issue maybe you got lucky with yours,"['video', 'not usability', 'usability']","[0.3851894438266754, 0.3111710548400879, 0.3036394417285919]"
290,you can program the button and the amount of milk and coffee you want to set and he gon na remember that much milk and coffee,"['not usability', 'usability', 'video']","[0.5803238153457642, 0.30345630645751953, 0.1162199005484581]"
291,i just saved 200euros thank you for your review,"['usability', 'video', 'not usability']","[0.6253536939620972, 0.31586962938308716, 0.05877666175365448]"
292,great review glad saw it before i ordered which i will not now,"['usability', 'video', 'not usability']","[0.5238445401191711, 0.40930452942848206, 0.0668509304523468]"
293,the truth review,"['video', 'usability', 'not usability']","[0.4294038414955139, 0.3206222951412201, 0.24997392296791077]"
294,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
295,i just bought this and i hate it the coffee is watery,"['not usability', 'usability', 'video']","[0.803585946559906, 0.15762023627758026, 0.03879380598664284]"
296,i have this machine and i absolutely love it but i have to admit your machine really seems weird i have only had the milk come out erratically when i have not cleaned the milk container in between once and it always us up all the milk the coffee is delicious and creamy i even make non coffee latte with it like beetroot and turmeric and they are awesome also according to the manual if should be the rapid cappuccino system should be dish washed specially handwashed not just rinsed in between i do not think that is a huge issue i want the machine to last a long a possible and take good care of it,"['usability', 'not usability', 'video']","[0.8246235251426697, 0.09081026166677475, 0.0845661461353302]"
297,jessie jiang do you mean what type of milk i use dairy milk but sometimes also almond and oat milk almond milk doe not work so great but barista oat milk get foamed up almost a well a dairy milk but they do not advise using non dairy milk though i have had it for 1 5yrs now and it is doing really well work a well a day one i would recommend it,"['usability', 'not usability', 'video']","[0.5863107442855835, 0.2716638743877411, 0.14202535152435303]"
298,hello may i ask what time of milk are you using in the container and how is your machine doing now since i am willing to buy this machine would like to have your suggestion thank you a lot,"['usability', 'video', 'not usability']","[0.5839076638221741, 0.27011993527412415, 0.1459723711013794]"
299,i think it is debatable what is considered a premium product i do not think anything below gbp250 is not really a premium price bracket so price wise most nespresso do not have a premium price great video i have got your old one and a vertuo i think their more focused on profit from pod rather than machine,"['video', 'not usability', 'usability']","[0.915633499622345, 0.049766793847084045, 0.03459974750876427]"
300,i think it is debatable what is considered a premium product i do not think anything below gbp250 is really a premium price bracket so price wise most nespresso do not have a premium price great video i have got your old one and a vertuo i think their more focused on profit from pod rather than machine,"['video', 'not usability', 'usability']","[0.9180762767791748, 0.048545919358730316, 0.033377755433321]"
301,so glad i watched this,"['video', 'usability', 'not usability']","[0.873719334602356, 0.11040468513965607, 0.015875980257987976]"
302,same here,"['usability', 'video', 'not usability']","[0.4023717939853668, 0.39354783296585083, 0.20408032834529877]"
303,glad you liked it reviewing the newer pro model of this one next week,"['video', 'usability', 'not usability']","[0.5755615234375, 0.39048659801483154, 0.033951885998249054]"
304,thank you i used this to help decide which one to buy,"['usability', 'video', 'not usability']","[0.831006646156311, 0.14789102971553802, 0.021102309226989746]"
305,rubbish waste of money,"['not usability', 'usability', 'video']","[0.9334186911582947, 0.03461384400725365, 0.03196743503212929]"
306,should change the title to bbc machine destroys virgin wc machine,"['not usability', 'video', 'usability']","[0.687298595905304, 0.16534176468849182, 0.14735963940620422]"
307,i have bought it a few day ago the first to time cappuccino wa good and the milk creamed i have no idea what got wrong but since then it wa impossible to make a got cappuccino mostly because milk wa not creamy enough do you guy have any idea what can i do,"['not usability', 'usability', 'video']","[0.5375373363494873, 0.3696536123752594, 0.09280905872583389]"
308,are you using the same type of milk if the milk tube clean,"['usability', 'video', 'not usability']","[0.6918719410896301, 0.19587883353233337, 0.11224927008152008]"
309,thanks so much,"['usability', 'video', 'not usability']","[0.5105469226837158, 0.4118477702140808, 0.07760529965162277]"
310,great review sadly they seemed to have gone the unfortunate route of sacrificing substance for style for this one it sure look nicer and more ismart but it function anything but that you need to keep that old fashioned versatility sometimes,"['not usability', 'usability', 'video']","[0.6085906028747559, 0.3063013553619385, 0.08510805666446686]"
311,hallo ich nutze meine lattissima touch seit jahren bin super zufrieden super kaffee habe ich ausf hrlich dokumentiert,"['usability', 'video', 'not usability']","[0.4762434661388397, 0.46629640460014343, 0.05746012181043625]"
312,is the milk foam,"['usability', 'video', 'not usability']","[0.37801581621170044, 0.35696548223495483, 0.2650187313556671]"
313,saved me from spending 200 buck on this thanks,"['usability', 'video', 'not usability']","[0.5345450639724731, 0.27495047450065613, 0.1905045062303543]"
314,great video i wa already tempted to not buy this machine due to the amount of piece i would have to dissemble in order to clean the milk part which is always necessary after using it after seeing this video i am really sure not to buy it great video and comparison i am better off with my u machine plus the aeroccino 3 a in your case,"['video', 'usability', 'not usability']","[0.809194803237915, 0.10707669705152512, 0.08372847735881805]"
315,child pick nespresso coffee bean in guatamala,"['usability', 'video', 'not usability']","[0.6105210185050964, 0.30303680896759033, 0.08644221723079681]"
