,sequence,labels,scores
190,think ya need to change your battery in your smoke alarm,"['usability', 'video', 'not usability']","[0.7551546096801758, 0.14741450548171997, 0.09743088483810425]"
191,brilliant review i wanted to see exactly how it work an whether it worth buying will go get one now,"['video', 'usability', 'not usability']","[0.5629047751426697, 0.38705891370773315, 0.05003625527024269]"
192,lauren are you still using the machine i just bought it i would like to see a cleaning descaling video,"['video', 'usability', 'not usability']","[0.5261854529380798, 0.4132115840911865, 0.06060293689370155]"
193,m y b nh p nh y h t t t c c c n h ng d i c ch y l n l t l sao ah,"['usability', 'video', 'not usability']","[0.4868433177471161, 0.3734157979488373, 0.13974089920520782]"
194,dear blogger mummy lauren how do u open the front door i have got the same machine and i do not find any button or sth like this to open it do u pull on the drawer i did it and everything what wa standing on the left side on the table fell down omg or do you pull on the part where the coffee flow through discharge,"['usability', 'not usability', 'video']","[0.5572641491889954, 0.37551912665367126, 0.06721679866313934]"
195,thank you for the video i watched 5 yesterday and not a single of them explained me so easy fir me to understand a this one i did my perfect cappuccino within a minute thanks a lot,"['video', 'usability', 'not usability']","[0.9234108328819275, 0.04805479943752289, 0.02853437140583992]"
196,that poweder ha be ground finer coffe come out too quikly,"['usability', 'not usability', 'video']","[0.42644232511520386, 0.34323564171791077, 0.23032201826572418]"
197,all the thing you do are wrong u should learn how to make coffee before u try to teach other ppl my little nephew would steam the milk better than u too much bubble,"['not usability', 'usability', 'video']","[0.7269819378852844, 0.20735213160514832, 0.06566594541072845]"
198,why are u so unfriendly,"['not usability', 'usability', 'video']","[0.571927547454834, 0.21469789743423462, 0.21337458491325378]"
199,hello dear my question is can we take only hot water thank you in advance,"['usability', 'video', 'not usability']","[0.6402202844619751, 0.2626859247684479, 0.09709379822015762]"
200,great simple and brief review thanks,"['usability', 'video', 'not usability']","[0.7040922045707703, 0.23494641482830048, 0.060961365699768066]"
201,hi lauren what a tremendous review thanks very much indeed for sharing extremely informative soooo helpful i have checked several other review none a patch on yours just bought a mint one same model in silver arriving next week stay safe in these uncertain time,"['usability', 'not usability', 'video']","[0.6895686388015747, 0.17137259244918823, 0.13905873894691467]"
202,just got this for christmas brilliant review i feel a lot more confident making my coffee using the machine now very detailed tutorial cheer,"['usability', 'video', 'not usability']","[0.8167193531990051, 0.17160336673259735, 0.011677270755171776]"
203,great review i have this machine like for a year and you teached me how to make coffe with pre ground thanks so how much did you pay for it i gave 300eur thanks,"['usability', 'video', 'not usability']","[0.8508005142211914, 0.11147066950798035, 0.03772873431444168]"
204,i very nice pet,"['video', 'usability', 'not usability']","[0.49409371614456177, 0.37369394302368164, 0.13221235573291779]"
205,i have been humming and hawing about buying a new coffee machine for a short while i have had a tassimo for a few year which wa ok but i did not like being stuck to buying pod all the time so i gave it to my grandson a he is moved into his own place so the search wa on i really wanted a sage one but the price were a bit silly so i opted for this one it arrives tomorrow and i can not wait to get started with it rilliant review thanks so much x,"['usability', 'video', 'not usability']","[0.6704469323158264, 0.2037249356508255, 0.12582814693450928]"
206,my sage died on me after 6 year paid gbp700 for it and can not justify spending that much to replace it it wa a manual barrista type but i have got this one coming today will let you know whether we both should bite the bullet and splash out on a sage,"['usability', 'video', 'not usability']","[0.6008275151252747, 0.2508314847946167, 0.14834100008010864]"
207,very helpful thanks,"['usability', 'video', 'not usability']","[0.6178433895111084, 0.33639535307884216, 0.04576127603650093]"
208,brilliant review one of the most professional i have seen online very honest a well p i think you need a new battery in your smoke alarm,"['usability', 'video', 'not usability']","[0.6651611328125, 0.23324084281921387, 0.10159798711538315]"
209,what an absolutely fantastic review i am dashing out to buy this tomorrow x,"['usability', 'video', 'not usability']","[0.7542942762374878, 0.20533472299575806, 0.040370941162109375]"
210,hi i will know where i can find or buy a manual introduction because i lost i leave in belgium tks,"['usability', 'not usability', 'video']","[0.7476340532302856, 0.14400573074817657, 0.10836023092269897]"
211,have you looked on their website you can usually download the manuels there,"['usability', 'video', 'not usability']","[0.7415111064910889, 0.21121050417423248, 0.04727835953235626]"
212,thank you soooooo much great video,"['video', 'usability', 'not usability']","[0.9488356113433838, 0.04592399299144745, 0.005240429658442736]"
213,great video our water hardness wa effective zero,"['video', 'usability', 'not usability']","[0.9276753664016724, 0.06045548990368843, 0.011869163252413273]"
214,please change the battery in your fire alarm before you and your coffee machine die in a tragic fire i almost went crazy with that sound,"['usability', 'video', 'not usability']","[0.4315509498119354, 0.31729522347450256, 0.251153826713562]"
215,do you have to heat the milk yourself before using the frother,"['usability', 'video', 'not usability']","[0.7344191074371338, 0.13946104049682617, 0.12611985206604004]"
216,excellent video our delonghi magnifica esam4000 is coming tomorrow from amazon so we are now well prepapred many thanks i also checked my kitchen smoke alarm,"['video', 'usability', 'not usability']","[0.9223503470420837, 0.07442521303892136, 0.0032244327012449503]"
217,is esam 3000 model dicontinued if so why in dubai they are selling at cheaper price but honestly im not happy at all and im wondering if that model is faulty ann idea folk,"['not usability', 'usability', 'video']","[0.7155172824859619, 0.23667240142822266, 0.04781024158000946]"
218,did you have any problem with the machine not working a it should up to now did any thing break or crack,"['not usability', 'usability', 'video']","[0.6019172668457031, 0.3008488416671753, 0.09723389148712158]"
219,thanks very informative and well presented,"['video', 'usability', 'not usability']","[0.7706394195556641, 0.20925980806350708, 0.020100800320506096]"
220,just checking in to make sure you are all still with u and have not burned in an horrific fire,"['video', 'usability', 'not usability']","[0.5678926706314087, 0.2682400643825531, 0.16386719048023224]"
221,bit much why would that happen s lol,"['not usability', 'video', 'usability']","[0.730593204498291, 0.14959166944026947, 0.1198151633143425]"
222,i wa just checking in again to see whether you would renewed the battery in your smoke alarm yet so annoying and completely negates any credibility you may have attained in the making of this video,"['video', 'not usability', 'usability']","[0.6694693565368652, 0.24326390027999878, 0.08726669102907181]"
223,best cappuccino or latte method is to heat the milk first then press the steam button again to disengage steam mode and purge the wand until only hot water come out and the espresso light stop flashing this take about 10 second much quicker than just waiting and the milk is still hot by the time the shot are done,"['usability', 'video', 'not usability']","[0.9092519879341125, 0.06482066959142685, 0.02592730149626732]"
224,how do i get 1 shot of espresso from this machine,"['usability', 'not usability', 'video']","[0.5931426882743835, 0.3212992548942566, 0.08555799722671509]"
225,ryan yard 30ml in one espresso shot,"['usability', 'video', 'not usability']","[0.8334916234016418, 0.12279287725687027, 0.04371555149555206]"
226,what doe that have to do with your question and my comment you asked how to make one shot espresso which she show in the video,"['video', 'usability', 'not usability']","[0.9288144707679749, 0.06102410703897476, 0.010161475278437138]"
227,ryan yard you have clearly never been to a coffee shop,"['not usability', 'usability', 'video']","[0.4627760052680969, 0.3732157051563263, 0.1640082746744156]"
228,did you not even watch her video where she explains everything in crystal clear detail jeez,"['video', 'usability', 'not usability']","[0.8833411335945129, 0.09535544365644455, 0.02130344696342945]"
229,how do you take out the water tank,"['usability', 'video', 'not usability']","[0.7803730368614197, 0.1761716902256012, 0.04345523938536644]"
230,i had to check my fire alarm but it wa not the one that wa so insanely annoying it is amazing that you can post such a video do you like to annoy or are you on another planet,"['video', 'not usability', 'usability']","[0.9266360998153687, 0.03732463717460632, 0.03603921830654144]"
231,buonasera e possibile traduzione in italiano,"['usability', 'video', 'not usability']","[0.7697980999946594, 0.1511688530445099, 0.07903307676315308]"
232,i brought one a year ago and it make great coffee instant coffee is not same anymore,"['usability', 'not usability', 'video']","[0.644766092300415, 0.2718805968761444, 0.08335331827402115]"
233,i do not think i can say enough about this machine gt gt gt ur2 pl 1166 i have never had a smoother wonderful cup of coffee,"['usability', 'video', 'not usability']","[0.8965773582458496, 0.08336984366178513, 0.020052796229720116]"
234,i work in starbucks and we always make milk first not the coffee when you make capuccino we have a rule that coffee should not sit for such a long time by itself because it turn not so good after all you have to mix with milk asap also when you make milk froth start from the botton and slightly lift it up so you will get a better result do not lift up and down whole the time just small tip for everyone,"['usability', 'video', 'not usability']","[0.6814743280410767, 0.1722269058227539, 0.14629872143268585]"
235,she did it the right way like italian do in italy starbucks is wrong,"['usability', 'not usability', 'video']","[0.5402442216873169, 0.3888483941555023, 0.07090742141008377]"
236,jezabel s i think you are from costa lol,"['video', 'usability', 'not usability']","[0.5474700331687927, 0.23696862161159515, 0.2155614197254181]"
237,you work in starbucks you are in no position to give advice on coffee lol,"['not usability', 'usability', 'video']","[0.6841500997543335, 0.1952899843454361, 0.120559923350811]"
238,if you make the milk first then press 1 or 2 cup button so it flash and the steam light go out you can use the frother to clean the plastic froth tube removable this sort the coffee compartment so you can instantly use coffee,"['usability', 'video', 'not usability']","[0.9276746511459351, 0.05838940292596817, 0.013935969211161137]"
239,sandra kawaii can you make a tutorial video d,"['video', 'usability', 'not usability']","[0.7572596669197083, 0.1600019633769989, 0.08273839950561523]"
240,very detailed video thank you,"['video', 'usability', 'not usability']","[0.9501559734344482, 0.045087844133377075, 0.00475616380572319]"
241,very helpfull kiss from romania,"['video', 'usability', 'not usability']","[0.5986080169677734, 0.32541805505752563, 0.07597389817237854]"
242,big corey from the uk waiting for ya,"['video', 'usability', 'not usability']","[0.5749790072441101, 0.3318139612674713, 0.09320700913667679]"
243,ai aceast masina de cafea esti mul umit spune mi mai multe detalii daca il ai mersi,"['usability', 'not usability', 'video']","[0.6664047837257385, 0.170418843626976, 0.16317641735076904]"
244,i have noticed that when i use steam first then i switch it off to brew coffee boiler warming up forever i am deciding then to turn it off and on again to warm really quick it is strange because it supposed to have two boiler other way work fine coffe then milk then turn off,"['not usability', 'usability', 'video']","[0.49887463450431824, 0.46618062257766724, 0.03494473174214363]"
245,marcin it is actually cooling down after steaming all you have to do to speed up the process is immediately after steaming press the steam button or one of the coffee button so that both coffee button flash then open the steam hot water tap and let some steam and hot water out for about five second until the button stop flashing voila ready to make coffee again,"['usability', 'video', 'not usability']","[0.8819853067398071, 0.08531034737825394, 0.032704342156648636]"
246,thank you so much i have had my machine over three year now and you have just shown me where the ground coffee go i thought it wa a bean only machine,"['usability', 'video', 'not usability']","[0.7762387990951538, 0.14927440881729126, 0.07448674738407135]"
247,i bought it today and this is the best manual i have found thanks a lot,"['usability', 'video', 'not usability']","[0.8959289789199829, 0.07081189006567001, 0.03325914964079857]"
248,in coffeeshops the crema is a little different it thiker and ha another colour,"['usability', 'not usability', 'video']","[0.6248037219047546, 0.20293456315994263, 0.17226170003414154]"
249,nice review thank you,"['usability', 'video', 'not usability']","[0.5503804087638855, 0.3191739618778229, 0.13044564425945282]"
250,i have the same machine make an acceptable cup of coffee when using the strongest bean and set to produce the strongest coffee though the coffee is nothing to write home about being not particularly hot and not particularly strong however the really poor aspect of the machine is it design with respect to cleaning it really seems to have been designed to make it cleaning a difficult a possible some of the used ground fall outside the removable container into which they are supposed to fall so the inside of the machine which is full of nook and cranny becomes very dirty the ground container itself is designed not to be easily cleaned and the drip tray is a total disaster of design seemingly made to be a difficult a possible to clean and then to dry not recommended,"['usability', 'not usability', 'video']","[0.5993702411651611, 0.34174853563308716, 0.058881185948848724]"
251,hi nice demo thanks im thinking of using this in my shop please can you tell me exactly how long a break doe it need between cup to cool and how much approx doe it cost per 1 medium cup of americano your answer would really help my decision cheer,"['usability', 'video', 'not usability']","[0.5421995520591736, 0.4462857246398926, 0.011514696292579174]"
252,can i make hot chocolat,"['usability', 'video', 'not usability']","[0.4852229356765747, 0.3919989764690399, 0.12277812510728836]"
253,im lost can i make a coffee just with only ground coffee already a i try and sometimes doe not work,"['not usability', 'usability', 'video']","[0.6413640379905701, 0.3139403760433197, 0.044695597141981125]"
254,for me the machine it is really about bean a you have found sometimes with ground coffee it doe not work max 1 spoon of ground coffee per time what if you want 6 cup for 6 people,"['usability', 'not usability', 'video']","[0.5237985253334045, 0.43079856038093567, 0.04540283605456352]"
255,change the battery in your smoke detector,"['usability', 'video', 'not usability']","[0.8357372283935547, 0.11809008568525314, 0.04617263749241829]"
256,sporter470 it is changed now sorry if it annoyed you,"['not usability', 'video', 'usability']","[0.42970511317253113, 0.39801108837127686, 0.17228379845619202]"
257,brilliant video very informative,"['video', 'usability', 'not usability']","[0.9436191320419312, 0.05400319769978523, 0.0023776735179126263]"
258,useful to watch prior to purchase one thing that doe put me off is that i seek the traditional scream of milk scolded with a proper espresso machine is steam wand i also note that in this video clip the wand is neither wiped after use nor purged prior to being placed in the jug of milk if one is spending so much money on a top of the line coffee machine it is worth taking the trouble to find out how to correctly steam milk for coffee that require it i understand from a barista that some will use a thermometer to ensure the right uniform milk temperature while others judge it is correct when the jug is too hold to hold such video a this would be even better if updated after a few month of experience is gained,"['usability', 'video', 'not usability']","[0.554057776927948, 0.4198288917541504, 0.026113400235772133]"
259,you should purge the steamer a little bit to get rid of water,"['usability', 'video', 'not usability']","[0.8194041848182678, 0.12352051585912704, 0.057075295597314835]"
260,ur review is pretty awesome and clear thx i just wan na know how to make my espresso taste stronger with le water,"['usability', 'not usability', 'video']","[0.6554480791091919, 0.17336423695087433, 0.17118769884109497]"
261,fai c turn your bean quantity knob fully clockwise and grind more finely,"['usability', 'video', 'not usability']","[0.7881121635437012, 0.16993717849254608, 0.04195064306259155]"
262,nice geordie accent a well,"['usability', 'video', 'not usability']","[0.4828167259693146, 0.42021819949150085, 0.09696505963802338]"
263,i just bought one of these it is great if you read the instruction you will find it straight forward to use,"['usability', 'video', 'not usability']","[0.9428915977478027, 0.05008375272154808, 0.00702460715547204]"
264,canny video like pet i wa pleasantly surprised to hear your fellow accent n that spot ern vid ive been looking into this one n it look lush cheeaazz x,"['video', 'usability', 'not usability']","[0.9280238747596741, 0.05767294019460678, 0.014303138479590416]"
265,hi my cup warmer on top never actually get hot to warm the cup should it is there a button sequence to press to get this to work thanks great review,"['usability', 'video', 'not usability']","[0.7704140543937683, 0.14796820282936096, 0.08161772042512894]"
266,gerard brady a far a i know this machine us a single boiler so will take a while to hear up the cup warmer some high end machine are dual boiler you can steam and pull a shot at the same time and these machine heat up the warming plate a lot faster a single unit is a passive warming plate hope this help,"['usability', 'not usability', 'video']","[0.7567695379257202, 0.15361909568309784, 0.08961132913827896]"
267,gerard brady i am sorry i have never really used the cup warmer much on mine a a warm cup is not such an issue with cappuccino which is what i drink most ours get warm but only when switched on for a while sorry i can not be of more help,"['usability', 'not usability', 'video']","[0.5808606147766113, 0.36206626892089844, 0.057073138654232025]"
268,doe it have a taste of plastic those coffee machine under gbp500 tend to have lot of plastic part inside unfortunately,"['not usability', 'usability', 'video']","[0.4885997176170349, 0.34576088190078735, 0.16563940048217773]"
269,lolekbezbolkashow i have never noticed a taste of plastic from mine so far,"['video', 'usability', 'not usability']","[0.4511246681213379, 0.3257023096084595, 0.22317294776439667]"
270,where to buy a tablet for discaling or cleaning this machine thanks,"['usability', 'video', 'not usability']","[0.7543203234672546, 0.13763990998268127, 0.10803970694541931]"
271,benjie caigoy you can bit descaling kit form the delonghi machine on amazon,"['usability', 'video', 'not usability']","[0.8339357972145081, 0.1285540908575058, 0.03751012310385704]"
272,absolutely brilliant video but we kept getting up from the chair to see which one of our smoke alarm battery needed changing and then realised it wa yours ha ha we are just going to purchase this wonderful machine thanks to your great demonstration i have kept your link to remind u how to use when it come,"['video', 'usability', 'not usability']","[0.8669940233230591, 0.12768366932868958, 0.005322249140590429]"
273,unabryn i am so sorry it seems i drove a lot of people a bit mad with my smoke alarm i am glad the video wa helpful to you though,"['video', 'usability', 'not usability']","[0.9200756549835205, 0.06369661539793015, 0.016227751970291138]"
274,thanks,"['usability', 'video', 'not usability']","[0.5327008366584778, 0.39020413160324097, 0.07709501683712006]"
275,i think you need to change the battery in your smoke detector co detector i wa checking mine and thought i wa going mad,"['usability', 'not usability', 'video']","[0.5916284322738647, 0.29031282663345337, 0.11805877834558487]"
276,this is one of the funniest comment i have read on youtube,"['video', 'usability', 'not usability']","[0.7492400407791138, 0.17337024211883545, 0.07738972455263138]"
277,argh i got caught too even changed the battery very good video btw i am getting mine now,"['video', 'usability', 'not usability']","[0.9049226641654968, 0.07370088249444962, 0.021376440301537514]"
278,just got done wandering around my house looking for the bad detector then read the comment glad i am not crazy nice review thank you,"['not usability', 'usability', 'video']","[0.48833730816841125, 0.2813796401023865, 0.23028306663036346]"
279,ryan cummings haha wa thinking the same thing wonder if i have got any of them square battery lying round,"['usability', 'video', 'not usability']","[0.6340126991271973, 0.24421191215515137, 0.12177536636590958]"
280,me too,"['usability', 'video', 'not usability']","[0.5760160684585571, 0.30769604444503784, 0.11628782749176025]"
281,how much wa it then,"['usability', 'video', 'not usability']","[0.4616638123989105, 0.3090760111808777, 0.22926020622253418]"
282,hi lauren thanks for the video is the machine still working ok and are you still happy with it is performance regard,"['video', 'usability', 'not usability']","[0.9469808340072632, 0.04530547931790352, 0.007713720668107271]"
283,blogger mummy lauren thanks for your reply lauren i am going to finish my stock of pod off then get one of these thanks once again,"['usability', 'video', 'not usability']","[0.6912944316864014, 0.20548921823501587, 0.10321631282567978]"
284,blogger mummy lauren thanks for your reply lauren very helpful video people such a yourself are a godsend to people that need genuine user review,"['video', 'usability', 'not usability']","[0.9225428700447083, 0.06588464230298996, 0.01157248206436634]"
285,richard aldridge hello richard yes machine is still working perfectly and i am very happy with it it is a good machine,"['usability', 'video', 'not usability']","[0.8485706448554993, 0.12339372932910919, 0.028035631403326988]"
286,will it do just hot water,"['usability', 'video', 'not usability']","[0.8470006585121155, 0.09962374716997147, 0.05337558686733246]"
287,yes liam if you turn the steam wand dial without pressing the steam button first hot water should dispense from the wand,"['usability', 'video', 'not usability']","[0.840018093585968, 0.12503942847251892, 0.034942448139190674]"
288,i have just bought one of these and you can adjust how hot you want you coffee to come out which is great it seems that you can adjust just about everything on this machine child also love a hot chocolate which is easy to made with the steam attachment the only thing i would like them to change is the amount of coffee bean you can load thanks for posting such a detail video i had one in the past an i did find the coffee could be hotter but this one is great,"['video', 'usability', 'not usability']","[0.8136604428291321, 0.17893832921981812, 0.007401150651276112]"
289,savage savage you have to press and hold the 1cup button for 5 sec adjust with 2cup button then finish with 1cup again the light signify the heat setting,"['usability', 'video', 'not usability']","[0.6245003342628479, 0.318829208612442, 0.05667046457529068]"
290,is it working properly till now any problem,"['usability', 'video', 'not usability']","[0.7232093811035156, 0.16328421235084534, 0.11350643634796143]"
291,maleka58 where can you adjust the temperature of the coffee,"['usability', 'video', 'not usability']","[0.8219045400619507, 0.14269700646400452, 0.035398419946432114]"
292,i have the corso one the milk frothing is not hot enough but froth very quickly how is yours is it how suppose to be or there is something wrong with mine,"['usability', 'not usability', 'video']","[0.5156989693641663, 0.3718263506889343, 0.1124747171998024]"
293,lisa lily hi lisa on this one the milk froth up quickly but it doe take a bit longer to heat up once you have got a good froth submerge the wand in to the milk and leave it there for a while to heat the milk up a bit once your milk jug is almost too hot to touch it is generally ready might be worth buying a thermometer that you can leave in the jug which will tell you when it is hot enough hope that help,"['usability', 'video', 'not usability']","[0.8294528126716614, 0.12500548362731934, 0.045541707426309586]"
294,i have just been out to the kitchen 3 time to clear the fault log in our yale alarm,"['usability', 'video', 'not usability']","[0.6557878255844116, 0.2831691801548004, 0.061043042689561844]"
295,your alarm is beeping how can i trust your review if you can not even replace 9v battery in your alarm,"['not usability', 'usability', 'video']","[0.6302537322044373, 0.27933648228645325, 0.09040969610214233]"
296,matityah perhaps my alarm only started beeping the morning of the review i can assure you the battery ha since been replaced thanks for your comment,"['usability', 'video', 'not usability']","[0.7243081331253052, 0.18015585839748383, 0.095536008477211]"
297,loved the review,"['usability', 'video', 'not usability']","[0.47810670733451843, 0.4401356875896454, 0.0817575678229332]"
298,thanks chris i appreciate your kind word,"['usability', 'video', 'not usability']","[0.5365774631500244, 0.29328909516334534, 0.17013348639011383]"
299,just to let first time user know that you have to make 3 cup before you get a decent flow until then it tends to drip i thought it wa due to me having the bean grinder setting too fine but i think it wa just sorting itself out give it a few cup and it should be fine,"['usability', 'video', 'not usability']","[0.8272243142127991, 0.12637574970722198, 0.04639989137649536]"
300,the manual will tell you this exact thing if you bother to read it,"['usability', 'not usability', 'video']","[0.8810693621635437, 0.06449513882398605, 0.05443555861711502]"
301,thanks for a great review lauren just had mine delivered today and judging by your setting i think i made my first cup way too strong a i had the cup size all the way to the right and it nearly took my head off how do you make an americano,"['usability', 'not usability', 'video']","[0.6822846531867981, 0.23969991505146027, 0.07801538705825806]"
302,perfect i will give it a try thanks again x,"['usability', 'video', 'not usability']","[0.6334360241889954, 0.2961842119693756, 0.07037977129220963]"
303,darren altman hi darren i am glad you like the review honestly it took a little playing around with the machine to get the strength to my preference for a true americano dispense some hot water in to your cup from the wand if you use the wand without pressing the steam button it dispenses hot water and then put it under the coffee spout and add a shot of strong coffee for a long coffee we tend to put strength to around half and cup size to max and press 1 or 2 cup depending on the mug size hope that help,"['usability', 'video', 'not usability']","[0.7999560236930847, 0.1559119075536728, 0.044132132083177567]"
304,today would you buy this model again or would you rather buy philip 4300,"['usability', 'not usability', 'video']","[0.5680001378059387, 0.3033520579338074, 0.12864772975444794]"
305,i honestly have not liked any of the philip i have had they are ok but the espresso quality just doe not match the delonghi in my experience i have used older philip and the newer 2200 and 3300 and have not been impressed if you want something that doe auto frothing go with the higher end delonghi or the terra kaffee bang for buck,"['not usability', 'usability', 'video']","[0.7842723727226257, 0.16732430458068848, 0.048403333872556686]"
306,i have a dark roast coffee that i absolutely love but it is oily doe this delonghi have a bypass for pre ground coffee i am just now starting to research coffee maker we have had a philip saeco italia for about 15 year that finally bit the dust and it seems like a lot of people say do not use oily bean is that true for every coffee maker out there or do i need to go to a semi automatic like i said i am new to this maybe the oily bean is what finally made the italia die,"['usability', 'not usability', 'video']","[0.6141242384910583, 0.2545792758464813, 0.13129647076129913]"
307,semi automatic would be better since you could get a grinder that can handle oily bean but the delonghi doe have a by pas,"['not usability', 'usability', 'video']","[0.45732417702674866, 0.4552994668483734, 0.08737634122371674]"
308,also the temperature is at 4 red light on,"['usability', 'video', 'not usability']","[0.5205550789833069, 0.4094759523868561, 0.06996892392635345]"
309,joe varacalli at the manual i read when the machine is on behind there is a button on position i then on front if you press and hold the one cup button on the buttom you see red light thisis the temperature of hot water in scale from 1 red light to 4 red light in which you have set your machine check the manual if you wish,"['usability', 'video', 'not usability']","[0.8191829323768616, 0.11321300268173218, 0.06760411709547043]"
310,sorry it is been awhile since i watched this video can you elaborate a bit more or tell me when in the video this is referring to,"['video', 'usability', 'not usability']","[0.8868227601051331, 0.07957502454519272, 0.033602166920900345]"
311,whats the grinder setting ihave it at 2 or between 2 and 1 from 3 and above i think it very coarse and the coffee come watery,"['usability', 'not usability', 'video']","[0.4609149694442749, 0.43934354186058044, 0.09974152594804764]"
312,yeah we go between 2 and 1 5 some time corser like 2 5 if we are just making coffee,"['usability', 'video', 'not usability']","[0.792231559753418, 0.11331471800804138, 0.09445371478796005]"
313,would you still recommend the stumptown holler mtn for this unit,"['usability', 'video', 'not usability']","[0.6911106705665588, 0.24973724782466888, 0.05915212258696556]"
314,joe varacalli ty,"['video', 'usability', 'not usability']","[0.6074493527412415, 0.28620806336402893, 0.1063426211476326]"
315,alex yeah there is a coffee amount dial turn it to the max and then hit the brew button a second time when that time you are shooting for happens,"['usability', 'video', 'not usability']","[0.6452210545539856, 0.2997863292694092, 0.05499261990189552]"
316,joe varacalli i will try that thank you how do you keep it going longer i hit the two cup button and wait until it is done can i adjust that time,"['usability', 'video', 'not usability']","[0.6351062655448914, 0.289961040019989, 0.07493270188570023]"
317,alex how old our your bean check the roast date make sure it is atleast 7 day out and may need ten day from roast date next i keep the coffee ground amount to the max and try and go a fine a possible this will maximize extraction and lower the chance of underextracting sour next run the shot alittle longer from the point of first drip shoot for maybe 25 to 35 second let me know if that help,"['video', 'usability', 'not usability']","[0.4960920214653015, 0.41184288263320923, 0.09206506609916687]"
318,joe varacalli what is your setting on this machine with stumptown so that the taste is not sour i have tried adjusting the setting and still can not get the sour taste out i set the grind to 1 and both knob in the middle to mask the sourness if i turn the knob to a 3 the sour taste intensifies wanted to see what you are doing,"['usability', 'not usability', 'video']","[0.5334572792053223, 0.3732829988002777, 0.09325983375310898]"
319,the infuser can not be removed while the machine is on that is why it would not come out,"['not usability', 'usability', 'video']","[0.6489338278770447, 0.24445369839668274, 0.10661251097917557]"
320,you are correct figured that one out after lol,"['usability', 'video', 'not usability']","[0.42899090051651, 0.34836316108703613, 0.22264599800109863]"
321,i have the same machine now 9 year and today she died and now i have dilema lol because i really do not know what machine should i buy,"['not usability', 'usability', 'video']","[0.4862566590309143, 0.38166776299476624, 0.13207556307315826]"
322,ohhh my god let me help you out you can always buy the same machine i still think it is very good are you still wanting a super automatic,"['usability', 'video', 'not usability']","[0.738114595413208, 0.16942667961120605, 0.09245867282152176]"
323,i found one of these on craigslist for dollar200 with an included extra infuser i also found a gaggia brera for dollar290 but it is only a year old i really like strong coffee and espresso unfortunately i can not afford a true manual espresso set if you just wanted a machine to make strong americano style drink and a machine that not hard or expensive to maintain would you choose the older magnifica 3300 for dollar200 or the year old gaggia brera for dollar290,"['usability', 'not usability', 'video']","[0.7928528189659119, 0.12307130545377731, 0.08407585322856903]"
324,joe varacalli thanks unfortunately it sold,"['video', 'usability', 'not usability']","[0.42803898453712463, 0.2888086438179016, 0.28315234184265137]"
325,i would go with the delonghi i still think this machine is the best super automatic in term of strong espresso,"['usability', 'video', 'not usability']","[0.7424731254577637, 0.196226105093956, 0.061300765722990036]"
326,just got one of thee machine joe what are the dial setting for water coffee you tend to use i have mine dialed in for a single shot but i have heard all the double button doe is double the water since my coffee setting is about 3 4 of the way up it feel like i would get too much water instead of a real double shot,"['usability', 'not usability', 'video']","[0.7896619439125061, 0.10815306752920151, 0.10218500345945358]"
327,rob stevens sorry idk why the link did not post the first time this is my list of best coffee i have reviewed,"['usability', 'not usability', 'video']","[0.5717300176620483, 0.24257637560367584, 0.1856936514377594]"
328,rob stevens this is my current list of best coffee bean they are all pretty good the only one i would not go crazy for is starbucks blonde roast it is hit or miss super crema is actually very good in term of coffee quality,"['usability', 'video', 'not usability']","[0.4714270532131195, 0.43219321966171265, 0.09637976437807083]"
329,i appreciate the reply i landed on 2 5 for the grind setting with my current setting sound like i should play around a bit more started with lavazza super crema got a great deal but any other coffee you recommend for this machine,"['usability', 'not usability', 'video']","[0.7259659171104431, 0.15354198217391968, 0.12049206346273422]"
330,yeah i keep the ground coffee amount cranked all the way up the water volume i typically keep half way up and just manually stop brewing at around 2oz the best way to get a dial in on a super automatic is to just use time and volume since you can not really weigh anything so shoot for 2oz out in about 20 to 27 second at first drip honestly it is hard to over extract in this machine generally speaking since it us a pressurized filter basket generally my grind size is at 2 or 3,"['usability', 'video', 'not usability']","[0.7915810942649841, 0.15598122775554657, 0.052437640726566315]"
331,you can pull the brew unit out but the machine must be turned off first,"['usability', 'not usability', 'video']","[0.5407965183258057, 0.2708177864551544, 0.18838565051555634]"
332,yeah i realized that a i wa recording lol it is a great feature to be able to clean the brew unit,"['video', 'usability', 'not usability']","[0.738995373249054, 0.251857191324234, 0.009147455915808678]"
333,thanks for the good review i owned a similar model for 10 12 year had it repaired once or twice but used it numerous time over that period for the price absolutely no complaint make a good quality coffee,"['usability', 'video', 'not usability']","[0.9434029459953308, 0.03702513873577118, 0.019571945071220398]"
334,yeah they make a couple similar product and gaggia make something called the brera which is almost identical i moved on to a semi automatic which is much more of a pain but the end product is just a bit better,"['usability', 'not usability', 'video']","[0.4469382166862488, 0.3845994770526886, 0.16846230626106262]"
335,every 15 cup i need to stand one hour and do this waiting until this process end nightmare better to go to starbucks and buy coffey,"['usability', 'not usability', 'video']","[0.5522207617759705, 0.32804620265960693, 0.11973300576210022]"
336,i have done the descaling procedure and the red light is still flashing i desperately need coffee help,"['not usability', 'video', 'usability']","[0.46826446056365967, 0.2857007086277008, 0.24603477120399475]"
