,sequence,labels,scores
203,hi jaime thanks for the comment glad you enjoyed the video aj,"['video', 'usability', 'not usability']","[0.9279382824897766, 0.0653960257768631, 0.006665719673037529]"
204,love the video just wondering how this compare to the dinamica plus model with touchscreen and app is it newer than the lattecrema and the question which would you choose,"['video', 'usability', 'not usability']","[0.8225532174110413, 0.17378924787044525, 0.0036575007252395153]"
205,i thought the dinaminca plus ha the option of ice coffee,"['usability', 'video', 'not usability']","[0.7238558530807495, 0.21065102517604828, 0.06549310684204102]"
206,whole latte love thanks so much great feedback,"['usability', 'video', 'not usability']","[0.5470489263534546, 0.3682853877544403, 0.0846657007932663]"
207,hey paul i have personally never used the dinamica plus but it look like it add the touchscreen and app control a you mentioned a well a the option to brew a full pot of coffee it also seems they removed the iced coffee feature so something to consider if you want that option other than those different drink everything else should be the same internally and drink quality will be identical look like there is about a dollar500 difference so it all depends how much you value those luxury feature personally if i wa going to get into that price bracket i would probably look at the jura ena 8 aj,"['usability', 'video', 'not usability']","[0.6890205144882202, 0.1668703258037567, 0.14410912990570068]"
208,what are the dimension on this machine,"['usability', 'video', 'not usability']","[0.6018319129943848, 0.2781384289264679, 0.12002969533205032]"
209,hi jaime for most every product you can find the dimension listed in the spec section on the product page,"['video', 'usability', 'not usability']","[0.385563462972641, 0.3854116201400757, 0.22902487218379974]"
210,great video thank you i wa given this machine for christmas and hate reading instruction manual video guidance is so much better,"['video', 'usability', 'not usability']","[0.8071663975715637, 0.14796678721904755, 0.04486681520938873]"
211,george george do you need a cuddle,"['video', 'usability', 'not usability']","[0.6506686806678772, 0.20823922753334045, 0.14109201729297638]"
212,really dislike it when people do not read the manual and complain when thing go wrong or worse would rather call someone doe read to get there answer sorry it is a pet peave hold over from my service technician day,"['not usability', 'usability', 'video']","[0.8783236145973206, 0.08867958933115005, 0.0329967737197876]"
213,hi david thanks glad you found it useful enjoy the machine aj,"['usability', 'video', 'not usability']","[0.8510359525680542, 0.14078521728515625, 0.008178867399692535]"
214,can this be used in a small cafe where i sell about 30 cup a day,"['usability', 'video', 'not usability']","[0.8619338274002075, 0.09963780641555786, 0.038428377360105515]"
215,whole latte love which commercial fully automatic machine do you recommend then which doe not cost an arm and a leg thanks,"['usability', 'video', 'not usability']","[0.707328736782074, 0.17128148674964905, 0.12138981372117996]"
216,hi tb it is a machine intended for home use so not recommended in commercial cafe marc,"['not usability', 'usability', 'video']","[0.46124812960624695, 0.43349653482437134, 0.1052553728222847]"
217,i watched the demo today christmas for the delonghi dinamica latta creama my question is about the coffee drink how doe it compare to a regular coffee or is it actually an americano and the demonstrator called it coffee,"['video', 'usability', 'not usability']","[0.9171732068061829, 0.06357330828905106, 0.01925348863005638]"
218,hi elissa the coffee on this machine run hot water through the ground throughout the entire extraction rather than an americano which go through the ground for the espresso then clean hot water on top if you set your grind a little courser the coffee should be in the ballpark of what you would expect from a standard coffee you would get at a coffee shop if you leave it very fine a you would for espresso you will get closer to what the italian call a lungo aj,"['usability', 'video', 'not usability']","[0.7477641701698303, 0.18012872338294983, 0.07210718095302582]"
219,hi really enjoy your video in reading your response to some of the question asked it is clear that you tend to prefer the gaggia cadorna prestige over the dinamica given the complexity of these machine reliability is always a concern what ha been your experience in dealing with both manufacturer also how do both model compare price wise thank you,"['video', 'usability', 'not usability']","[0.9711745977401733, 0.018204214051365852, 0.010621247813105583]"
220,hi peter thanks for the question with proper maintenance a recommended by the manufacturer these machine can last many many year we regularly get report of machine with 15 000 brew cycle on them of course there are always exception which is where warranty can help give peace of mind should something go wrong delonghi ha a 2 year limited warranty through them a an authorized warranty repair center for gaggia we know these machine inside and out and are able to offer a 2 year part and labor warranty in house price often change based on promotion but currently the dinamica with lattecrema is dollar1 200 and the cadorna prestige is dollar1 700 here are link to both aj,"['usability', 'video', 'not usability']","[0.6744726300239563, 0.2133643925189972, 0.11216304451227188]"
221,this doe not seem automatic to me at all you are dialing in foam dialing in grinder guessing at when to cut off milk and espresso it seems very inconsistent to me also seem like nothing is automatic about it at all,"['not usability', 'usability', 'video']","[0.800915539264679, 0.1515853852033615, 0.04749911651015282]"
222,hi t well once that stuff is set you can push a button and it is extremely consistent far simpler cleaner and more convenient than prosumer level semi automatic machine,"['usability', 'video', 'not usability']","[0.9022623300552368, 0.07269054651260376, 0.02504712902009487]"
223,will this machine make an americano,"['usability', 'video', 'not usability']","[0.6825374364852905, 0.174385666847229, 0.14307694137096405]"
224,hi ja you could make americano but it would be a 2 step process adding the water separately the gaggia cadorna machine do a true americano in 1 step with complete control over amount of espresso and water check them out in this video,"['video', 'usability', 'not usability']","[0.9102277755737305, 0.08318409323692322, 0.006588139571249485]"
225,i am not getting enough froth with my milk drink i am using the highest setting for frothing and i am using 2percent milk should i be using 1percent or skim milk,"['not usability', 'usability', 'video']","[0.5003190040588379, 0.41815078258514404, 0.08153025805950165]"
226,whole latte love thanks for your quick reply i do not think it is dirty component the machine is a new dinamica which doe an automatic self rinse and we use the clean function on the frother after using it so it must be the milk,"['usability', 'not usability', 'video']","[0.579901397228241, 0.23910288512706757, 0.18099574744701385]"
227,hi ja personally i use whole fat milk for it is smooth creamy texture but any of those milk should produce froth most common reason for poor frothing performance is dirty component disassemble frothing component and clean thoroughly,"['usability', 'video', 'not usability']","[0.669226884841919, 0.20659203827381134, 0.12418108433485031]"
228,great video i am considering replacing my second gaggia purchased from wll the anima deluxe doe this machine have a removable brew group what is involved in cleaning thanks,"['video', 'usability', 'not usability']","[0.8827084302902222, 0.09217042475938797, 0.025121182203292847]"
229,whole latte love thanks couple other question doe the iced coffee feature only make iced coffee or is it also capable of making an iced espresso shot or maybe lungo we drink a lot of iced latte here in florida so this would be a huge plus also are there any super automatic that use a ceramic burr grinder,"['usability', 'video', 'not usability']","[0.6654714941978455, 0.16964200139045715, 0.16488651931285858]"
230,hi j thanks for the comment and your patronage yes the dinamica doe have a removable group cleaning is similar to the anima here is a link to the dinamica owner is manual with complete care instruction,"['usability', 'video', 'not usability']","[0.7825326323509216, 0.14272581040859222, 0.07474159449338913]"
231,anyone have suggestion for setting up the dinamica lattecrema for the first time i e running hot water through the system to clear out impurity,"['usability', 'video', 'not usability']","[0.6318411827087402, 0.1971706598997116, 0.17098823189735413]"
232,hi jeffrey a with any superauto you will want to pull several shot through the machine when you set it up for the first time before drinking any do not worry about if these look weak or discolored that is normal the machine will perform an automatic rinse every time it is turned on or off which help keep the system clean for some other best practice for new machine check out this video we posted last week aj,"['video', 'usability', 'not usability']","[0.9301813244819641, 0.06086523458361626, 0.008953405544161797]"
233,bought this and been using for about a month it work great and really love the machine seems to need to be descaled pretty frequently however i foresee it getting expensive to use their descaler if it is this often it need descaling what is your opinion and recommendation for descaling the dinamica thanks,"['usability', 'video', 'not usability']","[0.8742992877960205, 0.09914488345384598, 0.026555810123682022]"
234,andrew sterling i am looking to get this machine and my biggest complaint with the super automatic is the milk is not hot enough any feedback is greatly appreciated,"['usability', 'not usability', 'video']","[0.6246082186698914, 0.20979554951190948, 0.16559623181819916]"
235,whole latte love thanks for the quick response you guy are great,"['usability', 'video', 'not usability']","[0.5060858726501465, 0.4245237112045288, 0.06939039379358292]"
236,hi andrew thanks for sharing your love for the machine i recommend descaling the machine when the machine alert to do so alert are based on water hardness set when you initially set up the machine descaling maintenance is very important scale build up is single biggest reason for problem down the road like changing oil filter etc in a car proper maintenance assures long life and proper operation we always advise using the descaling product recommended by the manufacturer it is formulated in proper strength for the product,"['usability', 'video', 'not usability']","[0.6057429909706116, 0.2498212307691574, 0.1444358229637146]"
237,wow that is what we want too where did you get the coffee cup that you used in this demonstration,"['video', 'usability', 'not usability']","[0.5990539193153381, 0.3629869520664215, 0.03795919939875603]"
238,hi gary amp linda the cup used the video are a combination of bodum and delonghi glassware here are link to collection of each aj,"['video', 'usability', 'not usability']","[0.8168150782585144, 0.17187629640102386, 0.011308640241622925]"
239,is it possible to use heavy cream instead of milk this lattecrema system,"['usability', 'not usability', 'video']","[0.8330078125, 0.09578032791614532, 0.07121182978153229]"
240,thank you so much i am so excited about my christmas gift now,"['video', 'usability', 'not usability']","[0.4382396638393402, 0.42797696590423584, 0.13378335535526276]"
241,hi melissa i have never personally done it but i have read review of people doing it on other superautomatic machine it should not do any damage to the machine but i am not sure about the quality of froth it will produce aj,"['usability', 'not usability', 'video']","[0.6998704075813293, 0.18332764506340027, 0.11680199950933456]"
242,hi do you use espresso bean or coffee bean for this machine or is it the same bean we would be brewing both regular coffee and espresso thanks,"['usability', 'video', 'not usability']","[0.7860305905342102, 0.13752520084381104, 0.07644413411617279]"
243,whole latte love hi aj you are a great presenter and very knowledgeable but i tried the maroma orphea and hated it it is a robusta arabica i tried to find out the percentage but the coffee company could not tell me because they do not actually do the roasting or the blending my guess is based on amount of crema produced in an espresso the robusta percentage is quite high which explains why it is so inexpensive btw neither wll or the coffee company could provide roast date it is worse than buying starbucks at least starbucks give you a window of time for roast date based on the use by date on the bag,"['usability', 'not usability', 'video']","[0.4702797830104828, 0.39455845952033997, 0.13516175746917725]"
244,hi robyn thanks for a great question although bean are often labeled espresso there is no actual espresso bean you can use any type of bean or bean blend to make espresso and many bean used for espresso make excellent regular coffee a well one of my favorite i use in these machine for both espresso and regular coffee is maromas orphea read the review at the link above and see if it fit your taste,"['usability', 'video', 'not usability']","[0.5149538516998291, 0.28576159477233887, 0.1992846131324768]"
245,thanks for the video i just got one quick question if i use the bypass for ground coffee when i select a drink will the machine automatically know or do i need to tell the machine that i am using ground coffee,"['video', 'usability', 'not usability']","[0.7218284606933594, 0.25349751114845276, 0.02467404305934906]"
246,whole latte love last question if i adjust the heat on the setting will that also increase the heat of my milk when i use the lattecrema system,"['usability', 'video', 'not usability']","[0.8040271997451782, 0.12540051341056824, 0.07057230919599533]"
247,hi anthony when using pre ground you would hit the aroma strength button until it display an icon with a little scoop indicating pre ground once you select your drink it will then use the grind you put into the bypass doser aj,"['usability', 'video', 'not usability']","[0.8447185754776001, 0.10771086812019348, 0.04757058247923851]"
248,should i go with new dinamica this in video or philip 5000 series with lattego,"['video', 'usability', 'not usability']","[0.8011230826377869, 0.18196702003479004, 0.01690983958542347]"
249,hi marko i have not personally used the philip 5000 but it appears to be nearly identical in look and functionality to the gaggia anima prestige but the gaggia machine is le expensive the dinamica will give you more drink option but the anima prestige will offer many of the same feature at le cost aj,"['usability', 'not usability', 'video']","[0.7538508772850037, 0.16544371843338013, 0.0807054340839386]"
250,i just received this machine and the milk coming from the system is barely warm it is around 120 degree and make a lukewarm cappuccino delonghi told me this is how the machine is designed to operate is this the same experience you have had,"['usability', 'not usability', 'video']","[0.6491848826408386, 0.24835984408855438, 0.10245522856712341]"
251,tania i had the coffee temp on the highest setting we tried everything even video chatted with their customer service and were not able to resolve it their excuse is that italian espresso drink are not the same temperature a what american like to drink their drink and the machine wa operating a designed we returned the machine because it did not produce anything more than a warm latte i would not recommend this machine if you want your latte to actually be hot not just warm,"['not usability', 'video', 'usability']","[0.6013696789741516, 0.22338071465492249, 0.1752496212720871]"
252,eric bartgis just wondering if you also have the coffee temp to the highest setting he did mention in another comment you can change the coffee temp setting please let me know since i am interested in buying this machine but like my coffee hot,"['usability', 'not usability', 'video']","[0.6349641680717468, 0.2693651020526886, 0.09567075222730637]"
253,whole latte love thanks for the reply the milk wa coming into the cup in the low 120 range the latte i made this morning with the machine had an in cup temperature of around 120 a it wa brewing delonghi had me run rinse cycle before frothing milk and it still only produced 120 degree milk and and they said this wa normal i do not like my coffee to be scalding hot but this temperature wa what a 15 minute old latte taste like from my nespresso machine i would be very surprised to hear that people would accept the temperature that is coming out of this machine,"['usability', 'not usability', 'video']","[0.5672844648361206, 0.3165261745452881, 0.11618932336568832]"
254,hi eric thanks for the question all machine manufacturer design machine to heat milk to the sweet zone which run 130 145f that is the same temp a well trained barista will froth to go much hotter and milk start to lose the apparent sweetness added by heating that said some machine produce a noticeably warmer froth in that range than others in cup milk temp are affected by a number of variable like starting milk temp cup type and froth type on machine with adjustable froth density the le airy setting usually produce a cooler milk,"['usability', 'not usability', 'video']","[0.7138089537620544, 0.14500197768211365, 0.14118899405002594]"
255,i have read that one quark about this machine is that it run a cleaning cycle and flush water every time you turn it on i could see how that might be annoying if we should be turning it off every night is this machine designed to be left on all the time also doe the gaggia cadorna prestige do the cleaning cycle each time it is turned on too i am trying to choose between those two thanks,"['usability', 'not usability', 'video']","[0.48021459579467773, 0.4238036870956421, 0.09598172456026077]"
256,whole latte love love you guy thank you,"['usability', 'video', 'not usability']","[0.4638698101043701, 0.43681350350379944, 0.09931674599647522]"
257,hi chris thanks for the question most every super automatic machine will do a rinse when turned on and turned off it is part of keeping the machine clean rinse the coffee delivery circuit and put fresh water into the thermoblock boiler prior to use machine can be left on but most do shut off eco mode after a user defined amount of time the cadorna for instance will shut off automatically up to 3 hour after turn on i should mention there is no real advantage to leaving a machine on continuously even if you could most all are ready to brew in well under a minute from turn on the cadorna doe do the rinse in my opinion it is a more capable machine than the delonghi the cadorna prestige is our daily driver in the studio we have had a bunch of different machine a daily driver and the cadorna is our favorite,"['usability', 'video', 'not usability']","[0.7256858944892883, 0.17580315470695496, 0.09851104021072388]"
258,great video enough to make be buy one thank you for sharing,"['video', 'usability', 'not usability']","[0.9007050395011902, 0.09510783851146698, 0.004187113605439663]"
259,hi michael thanks for the comment and i am glad you found the right machine for you enjoy the coffee aj,"['usability', 'video', 'not usability']","[0.7099451422691345, 0.22959861159324646, 0.060456257313489914]"
260,what size cup did you use when you made the cappuccino thank you,"['usability', 'video', 'not usability']","[0.7775603532791138, 0.15369850397109985, 0.06874115765094757]"
261,hi robert that wa a 16 ounce cup aj,"['usability', 'video', 'not usability']","[0.707453727722168, 0.22960583865642548, 0.06294038146734238]"
262,hi between this model and the philip 3200 lattego any big difference or preference since the 3200 might me a little bit cheaper thanks,"['usability', 'video', 'not usability']","[0.6395851373672485, 0.21665267646312714, 0.1437622308731079]"
263,hi joseph i have never personally used the philip 3200 lattego but at a quick glance it look like it ha le grind setting le drink presets no iced coffee a little cheaper but also le function filled aj,"['usability', 'video', 'not usability']","[0.8175532817840576, 0.13262571394443512, 0.049820952117443085]"
264,thank you for the informative video and thank you for everything you guy do quick question doe this machine make an americano,"['video', 'usability', 'not usability']","[0.836807131767273, 0.13691356778144836, 0.026279302313923836]"
265,grace shin choi i prefer long black which is espresso poured over hot water it preserve the crema and taste of the coffee bean,"['usability', 'video', 'not usability']","[0.7192501425743103, 0.18133941292762756, 0.09941039979457855]"
266,hi robert a grace mentioned this machine can make an americano in two step brew your espresso shot then dispense hot water over it some machine like the gaggia cadorna line can do this process with one button aj,"['usability', 'video', 'not usability']","[0.8543830513954163, 0.10148754715919495, 0.04412940889596939]"
267,americano is just espresso shot and water you can add water after getting espresso shot,"['usability', 'video', 'not usability']","[0.9148926734924316, 0.060873083770275116, 0.024234231561422348]"
268,help i am losing sleep because i can not decide between the de longhi dinamica lattecrema atutomatic coffe and espresso machine or the gaggia cardona prestige super automatice esspresson and coffee machine thre is a 700 dollar difference and ice coffee on the de longhi what is the better machine better taste,"['usability', 'not usability', 'video']","[0.6553129553794861, 0.20378582179546356, 0.14090131223201752]"
269,hi courtney a you mentioned the benefit of the delonghi are the price difference and iced coffee though the current price difference is dollar500 on our web site it also ha 18 pre programmed drink to the cadorna prestige is 14 yet i found the cadorna is drink list to have more real world relevance to what most people would choose the cadorna prestige win pretty much everywhere else better screen user profile one touch americanos swapping milk order preparation etc drink likely will not taste extremely different on the two but for convenience and user experience i would consider the cadorna prestige the better machine aj,"['usability', 'video', 'not usability']","[0.8542578220367432, 0.10617560893297195, 0.03956655412912369]"
270,hi do we have how control the milk temperature,"['usability', 'video', 'not usability']","[0.7141306400299072, 0.22361038625240326, 0.06225896626710892]"
271,hi caroline i do not believe you can adjust milk temperature on this model a a workaround if you want hotter milk you can adjust the coffee temperature to a hotter setting and or pre warm your cup aj,"['usability', 'not usability', 'video']","[0.568747878074646, 0.35001665353775024, 0.0812353640794754]"
272,hey thanks for your video they are helping me really much on learning about coffee machine casual and direct question would you recommend this one or the gaggia magenta milk,"['video', 'usability', 'not usability']","[0.9152807593345642, 0.07817356288433075, 0.006545695010572672]"
273,hi andrea you are welcome for the video and thanks for your question unfortunately i can not give an opinion on the magenta milk a it is not a machine available in the u market at this time i can say i prefer the gaggia cadorna prestige,"['video', 'not usability', 'usability']","[0.6844131350517273, 0.24934642016887665, 0.06624047458171844]"
274,what is the difference between the bezzera bz13 de pid and the new bezzera crema de pid,"['usability', 'not usability', 'video']","[0.5717892050743103, 0.2199883759021759, 0.2082224190235138]"
275,hi gman thanks for the question they are essentially the same machine the crema ha different button and wood trim marc,"['usability', 'video', 'not usability']","[0.7039106488227844, 0.19562454521656036, 0.10046480596065521]"
276,if i had to pick one this unit or the gaggia cadorna prestige,"['usability', 'video', 'not usability']","[0.5668766498565674, 0.30227863788604736, 0.13084472715854645]"
277,whole latte love can cardona prestige brew ice coffee,"['usability', 'video', 'not usability']","[0.7171550989151001, 0.23215481638908386, 0.050690051168203354]"
278,hi do thanks for the question well you need to evaluate the feature of each unit and how they fit your coffee espresso drinking style desire if me i would go with the cadorna prestige i love the true americano proper double shot flat white and xl latte and cappuccino for milk drink to go marc,"['usability', 'video', 'not usability']","[0.4696100354194641, 0.30663007497787476, 0.22375985980033875]"
279,cool review guy i really enjoyed it the dinamica look pretty neat i am seriously thinking about getting one i know this may seem a bit unusual from an italian but i really enjoy filter coffe what can you tell me about the option of making something similar to filter coffe with the dinamica is it possible did you guy try it,"['usability', 'video', 'not usability']","[0.6117092370986938, 0.19978156685829163, 0.18850916624069214]"
280,whole latte love this look great thank you aj,"['video', 'usability', 'not usability']","[0.5128375887870789, 0.46939611434936523, 0.017766311764717102]"
281,hey sebastiano the dinamica ha two option one they call coffee which is essentially a much longer pull through the ground a shown in the video the other is called long which will likely be closer to what you are looking for for this they use a pulse brewing method at a lower pressure to simulate drip filter coffee it will also pause in the middle to grind a second time this preparation take longer but doe a pretty good job at creating something closer to filter coffee aj,"['video', 'usability', 'not usability']","[0.9063541889190674, 0.08438105136156082, 0.009264754131436348]"
282,i am learning so much from your channel i am looking to get my first espresso machine and i have been going nut between thing like the juras and i am even looking at the more manual machine like the synchronica but this one actually look like it would be a terrific first machine for me,"['usability', 'video', 'not usability']","[0.5303272008895874, 0.40484076738357544, 0.06483197957277298]"
283,whole latte love thank you so much i will check it out,"['usability', 'video', 'not usability']","[0.539127767086029, 0.4049866199493408, 0.05588557571172714]"
284,hey vegasplayer you are right in that it is a good starter machine it will not have the flair of jura or the customizability of some of the gaggia machine but the price point will certainly be lower if you are interested in an entry level manual machine we refer to them a semi automatic machine check out the gaggia classic pro this type of machine generally take a little more work on the user is part to dial in your variable instead of simply pressing a button like on the delonghi and requires a separate grinder but the result you can get are undeniable here is a recording of a live stream we did featuring the classic pro part of what we consider the best value entry level home espresso machine and grinder combo aj,"['video', 'usability', 'not usability']","[0.9177808165550232, 0.07615511864423752, 0.0060640983283519745]"
285,what can you say about the cleaning of the inner system a you probably know most of the automated expresso machine have this problem with mold coffee in the inner system how easy can this machine be cleaned,"['not usability', 'usability', 'video']","[0.5551012754440308, 0.36150869727134705, 0.08338998258113861]"
286,hi sergiu regular cleaning help prevent this issue and delonghi is straight forward with their cleaning procedure the dinamica performs an automatic rinse cycle any time it is powered on or off which help clear out the internal circuit there is a removable brew group referred to by delonghi a the infuser that you should remove and clean once a month by soaking in water for 5 minute then rinsing with warm water no soap the descaling process is straight forward and prompt you when to do it the place i most often see mold in super auto is inside the dreg drawer when spent coffee puck have been left to sit for a while this can be solved by emptying the drawer more regularly or if you do encounter old moldy puck a quick rinse spray with the faucet clean it out easily aj,"['usability', 'video', 'not usability']","[0.6215552091598511, 0.20044761896133423, 0.1779971569776535]"
287,what are your view on this amp the gaggia cadorna prestige besides being able to adjust the milk froth any opinion on which make the better cup amp is easier to use amp maintain thanks,"['usability', 'video', 'not usability']","[0.8064184784889221, 0.1475851684808731, 0.04599636793136597]"
288,whole latte love what is the temp like when in cup,"['usability', 'video', 'not usability']","[0.6669502258300781, 0.2617280185222626, 0.0713217556476593]"
289,hey 4wolverines love the cadorna prestige imo the cadorna line are the best superauto machine of the year the dinamica with lattecrema is great and certainly an improvement over the previous version but the cadorna prestige is in another weight class that said you will pay more for it around dollar500 right now the dinamica win with it adjustable milk froth and iced coffee feature but the cadorna prestige win in user interface drink selection customizability and user profile i did not dig a ton into the cleaning on the dinamica other than the quick carafe clean show in the video which is a nice feature we have been using the cadorna prestige a our daily driver in the studio for many month and use maintenance is simple very clear maintenance menu for quick milk clean deep milk clean descaling and brew group cleaning i have not done direct side by side drink comparison but straight espresso should similar for be each cadorna is ability to flip milk espresso preparation order give you more option and better quality in cup for some milk based beverage and the one touch americano is a great option cadorna will also grind tamp brew twice for double espresso ristretto lungo coffee which the dinamica will not so it win there if you are making two drink at once aj,"['video', 'usability', 'not usability']","[0.5289527177810669, 0.4240741729736328, 0.046973127871751785]"
290,this look great they are sold out though,"['video', 'usability', 'not usability']","[0.6455587148666382, 0.3293956220149994, 0.025045691058039665]"
291,be grateful machine ha been nothing but a headache since i gave it to my wife for christmas it wa nice when it actually worked like it should,"['not usability', 'usability', 'video']","[0.45770061016082764, 0.41033098101615906, 0.13196836411952972]"
292,hi synthea this machine is back in stock now in very limited quantity we are expecting a larger shipment at the end of november aj,"['usability', 'video', 'not usability']","[0.7921969890594482, 0.14808115363121033, 0.05972186475992203]"
293,i sell a lot of coffee machine i often see return of delonghi product due to faulty manufacturing i have not used them myself but customer used to come in asking about why their machine quit usually an unnecessary censor went out or something,"['not usability', 'usability', 'video']","[0.7413170337677002, 0.1768030971288681, 0.08187985420227051]"
294,hi tvm thanks for the comment,"['video', 'usability', 'not usability']","[0.4981301426887512, 0.39701542258262634, 0.10485442727804184]"
295,video just showed up 1h ago machine already sold out how much,"['video', 'usability', 'not usability']","[0.9139514565467834, 0.0659809485077858, 0.020067555829882622]"
296,back in stock now in limited quantity currently listed at dollar1 199 95 aj,"['usability', 'video', 'not usability']","[0.562044084072113, 0.3207571804523468, 0.11719869077205658]"
297,that machine look amazing,"['video', 'usability', 'not usability']","[0.6251388192176819, 0.3447037935256958, 0.03015742637217045]"
298,hey joel it is definitely a great value for what it doe and a huge improvement over the older dinamica aj,"['usability', 'video', 'not usability']","[0.7202323079109192, 0.22134031355381012, 0.05842738226056099]"
299,out of stock,"['not usability', 'usability', 'video']","[0.6748652458190918, 0.21728473901748657, 0.10784995555877686]"
300,hey silent killer the machine is back in stock right now in very limited quantity we are expecting a larger shipment at the end of november aj,"['usability', 'video', 'not usability']","[0.6507853269577026, 0.27736616134643555, 0.07184850424528122]"
301,thanks for this review i know it is not new but i am getting a new one of these now on a super sale i wanted to know the feature,"['usability', 'not usability', 'video']","[0.47731706500053406, 0.31124335527420044, 0.2114395648241043]"
302,still delonghi is a dishonest company with stupid engineer doing bad designes and lye 15 bar lol not even close,"['not usability', 'usability', 'video']","[0.745290219783783, 0.1420610398054123, 0.11264868825674057]"
303,thanks for the review i like oily dark roasted seed from peet is coffee and im not actually losing out on flavor going to check out the jura machine next,"['usability', 'video', 'not usability']","[0.6338810920715332, 0.26773473620414734, 0.09838416427373886]"
304,where do you put the bean,"['usability', 'video', 'not usability']","[0.7433857321739197, 0.1441577970981598, 0.11245643347501755]"
305,would not recommend this brand,"['not usability', 'usability', 'video']","[0.8623816967010498, 0.09497253596782684, 0.042645759880542755]"
306,wait you can not clean the grinder on the dinamica,"['not usability', 'usability', 'video']","[0.7071133852005005, 0.2088000625371933, 0.0840865820646286]"
307,strength mean what,"['not usability', 'usability', 'video']","[0.4126025438308716, 0.3396512269973755, 0.24774622917175293]"
308,i got one i got one i got one and so glad i did it is a great machine the expresso is excellent had not got to to the end of the instruction so did not realise until i saw this vid that you can do iced expresso will so try that one,"['video', 'usability', 'not usability']","[0.8804667592048645, 0.11347298324108124, 0.006060190033167601]"
309,lmao expresso,"['usability', 'video', 'not usability']","[0.654430627822876, 0.2619472146034241, 0.08362215012311935]"
310,how do i adjust the amount brewed for a long coffee,"['usability', 'video', 'not usability']","[0.8072999119758606, 0.12302108854055405, 0.06967904418706894]"
311,gail rock,"['usability', 'video', 'not usability']","[0.41978561878204346, 0.38511183857917786, 0.1951025128364563]"
312,how do i make a pot of coffee say for 8 10 people,"['usability', 'video', 'not usability']","[0.8262088894844055, 0.10474175959825516, 0.06904937326908112]"
313,can this machine make one touch americanos,"['usability', 'video', 'not usability']","[0.7769023180007935, 0.1337476670742035, 0.08935004472732544]"
314,what is the button on top right is that a long it doe not seem a a strong a a double espresso,"['not usability', 'usability', 'video']","[0.4008313715457916, 0.39876192808151245, 0.20040665566921234]"
315,never put wouldishwasher safe part from high end appliance in the dishwasher it is a nice sale tool but you would not put your roll royce through an automatic car wash,"['not usability', 'usability', 'video']","[0.5775103569030762, 0.3538183867931366, 0.06867121905088425]"
316,except this is not a roll royce,"['not usability', 'usability', 'video']","[0.7637943625450134, 0.14101532101631165, 0.09519035369157791]"
317,can this machine make a really big coffee like big americano i am asking bcs i want it for my dad he like really big coffee without milk,"['usability', 'video', 'not usability']","[0.8381194472312927, 0.09686797112226486, 0.065012626349926]"
318,why doe there always have to be that one person that interrupt so many time,"['not usability', 'video', 'usability']","[0.619215190410614, 0.19876620173454285, 0.18201866745948792]"
319,what size is the scoop i lost mine thanks in advance,"['usability', 'not usability', 'video']","[0.5010477900505066, 0.25444453954696655, 0.24450770020484924]"
320,what make better coffee the breville barista express or delonghi dinamica i read a review that say the breville make better coffee than a dollar4000 machine opinion,"['usability', 'video', 'not usability']","[0.6414034366607666, 0.18402647972106934, 0.17457005381584167]"
321,mcdonalds coffee us 35 percent cream in their iced coffee,"['usability', 'video', 'not usability']","[0.783129870891571, 0.1604733169078827, 0.05639682337641716]"
322,thanks gail you are the best coffee machine reviewer making my research nice and easy,"['usability', 'video', 'not usability']","[0.7314301133155823, 0.2150273323059082, 0.05354257673025131]"
323,total coffee snob do not judge the milk he said capa then late then capa what is it,"['not usability', 'usability', 'video']","[0.5327730178833008, 0.3429340720176697, 0.12429282069206238]"
324,is there a variable brew extraction and pulse extraction he also say you can use the bypass for flavored espresso like oily bean it will not clog the inside of the machine,"['usability', 'video', 'not usability']","[0.7344424724578857, 0.21896012127399445, 0.046597398817539215]"
325,can you put flavored oily bean in the pre ground slot since i keep hearing the issue is with the oily bean is with the burr and grinding but the pre ground bypass bypass that,"['usability', 'not usability', 'video']","[0.6813372373580933, 0.2183062583208084, 0.10035642981529236]"
326,unless you grind the coffee yourself,"['usability', 'not usability', 'video']","[0.6605818271636963, 0.23466035723686218, 0.10475784540176392]"
327,pourquoi pa en francais,"['usability', 'video', 'not usability']","[0.5650801062583923, 0.29944950342178345, 0.1354704350233078]"
328,model number and i bought dunamica plus 370 85 which one is better and why,"['usability', 'video', 'not usability']","[0.6129026412963867, 0.25452375411987305, 0.13257357478141785]"
329,i have just brought this machine but mine doe not have the over ice button it is just a cup symbol i am confused could someone shine any light on this for me please,"['not usability', 'usability', 'video']","[0.6412795782089233, 0.26633405685424805, 0.09238641709089279]"
330,there are many model for dinamica this seems to be 35020,"['usability', 'video', 'not usability']","[0.666111171245575, 0.20419824123382568, 0.12969054281711578]"
331,hoping for some insight looking at a new dinamica v a refurbished ecam23210b magnifica s is the dinamica worth the upgrade,"['video', 'usability', 'not usability']","[0.6157225370407104, 0.33831045031547546, 0.045967064797878265]"
332,no offence but she talk to much constantly interrupting the representative annoying,"['not usability', 'usability', 'video']","[0.7233002781867981, 0.17693854868412018, 0.09976118057966232]"
333,when i move to germany first thing i ll buy is this delonghi kaffeevollautomat,"['usability', 'video', 'not usability']","[0.7545275688171387, 0.20070824027061462, 0.0447642058134079]"
