,sequence,labels,scores
136,whole latte love thanks for your explanation i will get a manual grinder old style i live in turkey and we are not enthusiastic about espresso too much gaggia is not sold unfortunately in turkey unless i am abroad i can not have it anyhow there is almost 60 dollar difference between eco 311 and dedica doe this difference really worth to buy dedica can i get acceptable flavour with enough cream thickness with eco 311 or should i certainly get dedica a i know both machine have 15 bar pressure what is the main difference other than the size additionally can we say the quality of coffee is more important than the machine under 200dollar or can we say that all espresso machine which have 15 bar pressure make the same quality of espresso,"['usability', 'video', 'not usability']","[0.5769034028053284, 0.22953519225120544, 0.1935613453388214]"
137,oytun oral dedica can do two cup just not 2 big cup it seems however your real concern is more crema all machine you mention should produce similar amount of crema if using the same coffee i put crema in quote a these machine all use a pressurized filter basket depending on who you ask the crema produced with pressurized basket is a little different than crema produced in a non pressurized basket where it is the grind tamp of the coffee which creates the brewing pressure for some that difference is not a big deal for other those at the espresso geek level it is a total deal breaker if honest crema is what you are after i suggest a machine with a standard size weight portafilter and regular non pressurized filter basket these require grinding before use so a grinder many lower cost gaggia machine come with standard size pfs and both pressurized and non pressurized filter basket with those you can start without a grinder and move up to non pressurized brewing if when you pruchase a grinder here are two gaggia machine you might consider gaggia classic gaggia evolution,"['usability', 'video', 'not usability']","[0.664317786693573, 0.21434009075164795, 0.12134216725826263]"
138,this is latte not cappuccino,"['not usability', 'usability', 'video']","[0.555280327796936, 0.39981958270072937, 0.044900182634592056]"
139,foam make it cappuccino i suppose i ve never seen a foamy latte,"['usability', 'not usability', 'video']","[0.5604472756385803, 0.23884442448616028, 0.20070837438106537]"
140,how may second last the erogation of the coffe with my icona it last 15 second and not 22 25,"['usability', 'not usability', 'video']","[0.42969247698783875, 0.3547806739807129, 0.21552683413028717]"
141,i have been using pre ground coffe vergnano thanks for your suggestion i tried to tamp firmer but the coffe now ha an acid flavor,"['usability', 'not usability', 'video']","[0.6150007843971252, 0.29764804244041443, 0.08735108375549316]"
142,what type of coffee are you using pod pre ground fresh ground with pod there is not a lot you can do to change the extraction time with pre ground you may be able to tamp firmer to slow down the flow if grinding your own you can grind finer to slow thing down with all that said this machine us a pressurized portafilter and not the puck of coffee to create the pressure so in the end it is the portafilter that control the flow rate,"['usability', 'not usability', 'video']","[0.749915361404419, 0.1392679065465927, 0.11081676185131073]"
143,i am between this machine and kmix e 021 wich one is better and is it possible to do latte art with this machine,"['usability', 'video', 'not usability']","[0.6399478316307068, 0.23848548531532288, 0.12156670540571213]"
144,the 2 machine are very similar in capability but the kmix is a more recent design we find the kmix easier to use with the flip up lid on top while it is possible to do latte art with this machine it is not going to be easy auto frothing wand like those on the machine you are considering do not give a user the degree of control required to finesse milk texture,"['usability', 'video', 'not usability']","[0.8810439705848694, 0.06213568523526192, 0.05682038515806198]"
145,yuk pod coffee you need fresh coffee bean for good coffee,"['usability', 'not usability', 'video']","[0.43434813618659973, 0.3313766419887543, 0.2342752367258072]"
146,that espresso look vile in fact the whole drink look vile,"['not usability', 'usability', 'video']","[0.6231898069381714, 0.23894910514354706, 0.13786107301712036]"
147,it is a pod what did you expect lol,"['usability', 'video', 'not usability']","[0.5981500148773193, 0.293113112449646, 0.10873688012361526]"
148,coffee is typically dark brown,"['usability', 'video', 'not usability']","[0.79714435338974, 0.15018528699874878, 0.052670303732156754]"
149,doe the steamer micro froth for latte art,"['usability', 'video', 'not usability']","[0.7772279977798462, 0.18087545037269592, 0.041896555572748184]"
150,latte art is not easy,"['not usability', 'usability', 'video']","[0.6744326949119568, 0.2204819768667221, 0.10508531332015991]"
151,i love it,"['video', 'usability', 'not usability']","[0.5985800623893738, 0.3781975209712982, 0.023222411051392555]"
152,how much doe it cost im living in indonesia and it difficult to find this kind of machine here,"['usability', 'not usability', 'video']","[0.7481352090835571, 0.12735803425312042, 0.12450674921274185]"
153,harganya sekitar 300 sgd bung kalau di indonesia yang sekelas ini setau saya krups ada di best denki harga kurang lebih sama tapi porta filter sudah pakai kunci it cost about 300 sgd bro a far a i know krups is one par with the delonghi and you can find it here in best denki indonesia price is similar with delonghi but it came with lock porta filter,"['usability', 'video', 'not usability']","[0.7396501302719116, 0.15808884799480438, 0.1022610068321228]"
154,is it possible to program it to work at the time of pouring water in a certain way,"['usability', 'video', 'not usability']","[0.84224933385849, 0.10188435018062592, 0.055866360664367676]"
155,is it possible to regulate the amount of coffee that come out of the machine or do you have to stand by the machine and watch it every time,"['usability', 'video', 'not usability']","[0.7440565824508667, 0.14715532958507538, 0.1087881326675415]"
156,why is it noisy and the water is not coming out from the espresso,"['not usability', 'usability', 'video']","[0.5487770438194275, 0.231370210647583, 0.21985270082950592]"
157,my machine switch off 5 second after i switch it on the machine is brand new i used it only 5 time please help,"['usability', 'not usability', 'video']","[0.6760031580924988, 0.22912639379501343, 0.09487053006887436]"
158,instead of the water can i insert milk,"['usability', 'video', 'not usability']","[0.7949570417404175, 0.13352812826633453, 0.07151486724615097]"
159,no put your milk in a separate jug and heat up using the frother it will steam the milk and make it frothy like you get from a coffee shop,"['usability', 'not usability', 'video']","[0.7804136872291565, 0.11591927707195282, 0.10366705060005188]"
160,hi and can you stream a non dairy milk on this machine like almond or coconut milk and doe it become nice and foamy thanks,"['usability', 'video', 'not usability']","[0.560211181640625, 0.40593892335891724, 0.03384990617632866]"
161,yes u can and yes it doe become nice thic and creamy if u steam it,"['usability', 'video', 'not usability']","[0.8553934097290039, 0.11413780599832535, 0.030468767508864403]"
162,why would my water just did not came out,"['usability', 'not usability', 'video']","[0.47251302003860474, 0.38768649101257324, 0.1398005187511444]"
163,i had this machine 1 year used it 2 time with sooo much hard work ended up giving to charity,"['usability', 'video', 'not usability']","[0.847934365272522, 0.11682640761137009, 0.035239189863204956]"
164,i just buy coffee machine delonghi eco311 when i first use water didnt coming out to porta filter and i afraid due to noisy what can i do,"['usability', 'not usability', 'video']","[0.6612064242362976, 0.22782301902770996, 0.11097052693367004]"
165,antonia g thank you very much for your reply in my 4th try after removing and reapplying everything it finally work,"['usability', 'video', 'not usability']","[0.7050744295120239, 0.2166033387184143, 0.07832227647304535]"
166,ana katrina roadilla it worked in the end i do not remember what i did i will ask my husband and reply,"['usability', 'video', 'not usability']","[0.6572267413139343, 0.19594067335128784, 0.14683249592781067]"
167,antonia g this is my problem right now and this is the first time i will use it pls what did you do should i return it,"['not usability', 'usability', 'video']","[0.656789243221283, 0.2692619562149048, 0.07394879311323166]"
168,this is my problem right now and this is the first time i will use it pls what did you do should i return it,"['not usability', 'usability', 'video']","[0.6350175738334656, 0.3088453412055969, 0.056137170642614365]"
169,what did you do i have the same problem now,"['not usability', 'usability', 'video']","[0.5649277567863464, 0.22902174293994904, 0.20605050027370453]"
170,i have to warm it up by running running heated water through it several time before every use,"['usability', 'video', 'not usability']","[0.8370946645736694, 0.08612577617168427, 0.07677960395812988]"
171,no just before the 1st use,"['usability', 'not usability', 'video']","[0.7464705109596252, 0.12909692525863647, 0.12443258613348007]"
172,is it normal for the machine to be exceptionally hot,"['usability', 'video', 'not usability']","[0.6138606071472168, 0.20641066133975983, 0.1797286868095398]"
173,i have been using one of these for 6 year at my workplace gt gt gt ur2 pl 1166 they always produce good quality espresso and are very easy to work with the steamer work better than any other machine i have used for the same price range ours ha held up for year with 20 us each day even when the machine ha broken down by user error it been very easy to fix highly recommend,"['usability', 'video', 'not usability']","[0.8624234199523926, 0.09236769378185272, 0.04520893469452858]"
174,i bought this machine 3 month ago and love it it only get used 2 or 3 time a week however the last time i went to use it water pours out of the milk frothing spout even when this mode is not selected i can not find anything like this described in any troubleshooting article can de longhi uk suggest what might be the problem please,"['not usability', 'usability', 'video']","[0.5210881233215332, 0.41410988569259644, 0.06480202823877335]"
175,oscar dolloway thank you i had the same problem,"['video', 'usability', 'not usability']","[0.39738601446151733, 0.3167760670185089, 0.285837858915329]"
176,i think you have got the steamer on full try turning the dial on the top till the water stop coming out,"['usability', 'video', 'not usability']","[0.7648662328720093, 0.20244930684566498, 0.03268444910645485]"
177,i love my icona unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'video', 'not usability']","[0.7380553483963013, 0.19166292250156403, 0.0702817291021347]"
178,is there a need to go through this process every time before making a cup of coffee,"['usability', 'not usability', 'video']","[0.5950319170951843, 0.2416725605726242, 0.16329555213451385]"
179,not coffe please unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'not usability', 'video']","[0.6474952101707458, 0.18816959857940674, 0.1643351912498474]"
180,thanks for your video i have one at home but the pot filter is slightly different upon checking realized that mine is eco311 do u know the difference,"['video', 'usability', 'not usability']","[0.8144097328186035, 0.14977622032165527, 0.035814061760902405]"
181,unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'video', 'not usability']","[0.7270935773849487, 0.18449898064136505, 0.08840742707252502]"
182,newly bought an eco v311 but only the ese pod included n do not find the ground coffee filter in the box is it normal,"['not usability', 'usability', 'video']","[0.5574353933334351, 0.3003389835357666, 0.14222560822963715]"
183,unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'video', 'not usability']","[0.7270935773849487, 0.18449898064136505, 0.08840742707252502]"
184,love this machine,"['usability', 'video', 'not usability']","[0.8181633949279785, 0.1681426465511322, 0.01369395386427641]"
185,adjust the grind on your coffee grinder it may take a few time until you come up with the right grind to get the crema you are looking for,"['usability', 'video', 'not usability']","[0.8212180137634277, 0.0949966311454773, 0.08378539234399796]"
186,yes man eter unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'video', 'not usability']","[0.7265329957008362, 0.18430502712726593, 0.08916201442480087]"
187,my icona is not making enough crema in the coffee tried different tamping technique and different coffee any suggestion,"['not usability', 'usability', 'video']","[0.48725631833076477, 0.41522762179374695, 0.09751608967781067]"
188,unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'video', 'not usability']","[0.7270935773849487, 0.18449898064136505, 0.08840742707252502]"
189,lesslighter that wa totally true but to get the kind of natural crema that i wanted i actually bought a rancillio silvia and now i am making my espresso a italian a it get with premium coffee too d,"['usability', 'video', 'not usability']","[0.7462494373321533, 0.13032114505767822, 0.12342943251132965]"
190,you should grind your coffee thinner or buy another coffee,"['usability', 'not usability', 'video']","[0.6247862577438354, 0.31638187170028687, 0.058831844478845596]"
191,yeah or just buy a good espresso machine instead d,"['usability', 'video', 'not usability']","[0.7830005884170532, 0.1306505799293518, 0.08634880185127258]"
192,i like almost everything about this brewer my previous one wa a keurig 2 0 mybest kitchen and had a lot of issue this one is more basic but all the important feature are there if i had to name something i found a a negative it would be the size of the water tank i wa used to a larger one and have to fill this one daily a we drink 4 large cup every morning but it is a small thing in the grand scheme of thing,"['not usability', 'usability', 'video']","[0.49285632371902466, 0.4353370666503906, 0.07180663198232651]"
193,thx for the review just received it today wa suprised that it is a bit hard to rotate the lever the thingy thing you put the coffee on lol but in the instruction manual it say so,"['usability', 'not usability', 'video']","[0.6126905083656311, 0.2934313714504242, 0.09387817978858948]"
194,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
195,it is a good looking coffee machine but the basket are very badly designed the hole are so tiny that after a while they clogged up and impossible to clean them the coffee machine just shake when it try to push the coffee through it and it is worrying that it is going to break at this point it is completely useless and can not use it contacted delonghi but they could not be le interested i even tried to burn the basket over flame but did not help for this reason i do not recommend to buy this machine,"['not usability', 'usability', 'video']","[0.911454439163208, 0.07864683866500854, 0.009898739866912365]"
196,update the solution to that is to make the hole bigger in the bottom of the basket it is possible to do that with a very small drill i tried it and it work now,"['usability', 'video', 'not usability']","[0.8325071334838867, 0.08845468610525131, 0.07903817296028137]"
197,appreciate your time effort and the basic you followed explaining about the coffee machine i have the same one and i needed a tutorial like this one thank you,"['usability', 'video', 'not usability']","[0.6030805110931396, 0.36046457290649414, 0.03645488619804382]"
198,thank you very much,"['usability', 'video', 'not usability']","[0.4806242287158966, 0.43032151460647583, 0.08905421942472458]"
199,maybe i am stupid but still do not understand once green button stoped after when light again instead drop coffe drop more water is it normal,"['not usability', 'usability', 'video']","[0.49624332785606384, 0.303916871547699, 0.19983980059623718]"
200,peter l ideea it is that drop for 5 second black coffe 5 second brown because contain more watter and after the green light stop and when turn on is dropping more and more water instead coffe in the filter i saw remains a lot of coffe but to be honest even so i feel is strong coffe if i let just 10 second instead 15 to drop the coffe so i am guessing it ok i never used this kind of machine and because of that,"['usability', 'not usability', 'video']","[0.5875586271286011, 0.21595735847949982, 0.19648407399654388]"
201,yes there is still some water in the mechanism and in the grounded coffe compartment when the pomp stop giving you those drop,"['usability', 'not usability', 'video']","[0.6737638711929321, 0.17209392786026, 0.15414218604564667]"
202,thank you so much for the detailed explanation it is so helpful,"['usability', 'video', 'not usability']","[0.5320789217948914, 0.38140058517456055, 0.0865204781293869]"
203,mamma mia superb,"['video', 'usability', 'not usability']","[0.5104780793190002, 0.41786229610443115, 0.07165955752134323]"
204,what doe this bg stand for could not figure it out doe anybody know,"['not usability', 'usability', 'video']","[0.48863476514816284, 0.27704182267189026, 0.2343233972787857]"
205,it is the colour,"['usability', 'not usability', 'video']","[0.46611902117729187, 0.3123420774936676, 0.22153888642787933]"
206,thanks for the thorough review great work,"['usability', 'video', 'not usability']","[0.5024365782737732, 0.3647293150424957, 0.13283409178256989]"
207,must be one of the best review i have ever watched thanks,"['video', 'usability', 'not usability']","[0.6677568554878235, 0.2710007429122925, 0.06124238297343254]"
208,great review thanks,"['usability', 'video', 'not usability']","[0.48994341492652893, 0.40191638469696045, 0.10814023017883301]"
209,i am using this machine for 6 year only cleaned 3 time in those year and it still make coffee like the first day a long a you use lime free water and with a little luck it will last much longer definitely recommend i am using with 51mm tamper use a real milk pitcher for milk frothing and do not froth the milk like in the video if you are not going to bathe in it no offense p just hold the pitcher at an incline so that the steam swirl the milk dig frother deep do not hold it too close to the surface slowly move it up and down voil you have frothy and creamy milk now the only thing missing are a koi fish tattoo mohawk hair and a pair of apple airpods thanks for the video,"['video', 'usability', 'not usability']","[0.6155717968940735, 0.35147345066070557, 0.03295473754405975]"
210,didem coskun same thing happens to me but i would not call it a problem because the foam is divided into two cup of course the type of coffee and it cream ratio are also important try with number 3 pod the deepest one,"['usability', 'not usability', 'video']","[0.670853316783905, 0.20746074616909027, 0.12168591469526291]"
211,hi have you ever been a problem when you re brewing two cup at same time whenever i brew two cup at same time i always prefer americano americanos becomes foamless and le tasty do i sth wrong,"['usability', 'not usability', 'video']","[0.6444408297538757, 0.24338725209236145, 0.11217192560434341]"
212,i duno man i use it for like 1 year and clean it every 2 month but steamer stop working and i use only bought water,"['usability', 'not usability', 'video']","[0.6402332782745361, 0.2798018157482147, 0.07996492832899094]"
213,did anyone have the problem of splashing water from the side of the steam wand i bought this machine a few year ago and lately i wanted to steam milk for latte but water keep splashing out and the component easily fall out i wonder if it is only my machine is problem,"['not usability', 'usability', 'video']","[0.49950411915779114, 0.44522789120674133, 0.05526800826191902]"
214,you have to open the steam valve first before steaming milk into another empty container just for 1 second then water will come out then steam the milk clean off milk and then open steam valve again to clean out any remaining milk in the valve,"['usability', 'video', 'not usability']","[0.8922048211097717, 0.07561613619327545, 0.03217901289463043]"
215,lot of people have been seeing this problem i would not worry if it is not that inconvenient for you most plastic steam wand experience this from a machine,"['usability', 'not usability', 'video']","[0.542495846748352, 0.31145596504211426, 0.1460481882095337]"
216,not that horrible steam omg,"['not usability', 'usability', 'video']","[0.45310673117637634, 0.3112819194793701, 0.23561130464076996]"
217,thank you for making this,"['video', 'usability', 'not usability']","[0.6129757761955261, 0.36172232031822205, 0.025301842018961906]"
218,delonghi is machine is very good i use magnifica s and it taste too good and i drink too much coffee the video wa very helpful with love from japan,"['video', 'usability', 'not usability']","[0.8519865870475769, 0.1364378184080124, 0.011575578711926937]"
219,thank you for the video how long do you suggest to heat up the milk like 20 second,"['video', 'usability', 'not usability']","[0.8810262680053711, 0.11461812257766724, 0.004355634097009897]"
220,you should keep the steamer hose deep in the milk and do not move the pitcher up and down like that it make large bubble and sprinkle milk all over instead,"['usability', 'not usability', 'video']","[0.5925664901733398, 0.3136221468448639, 0.09381140768527985]"
221,thanks four your video i ordered my machine today and paid 119 euro in lidl online germany just in case somebody is looking to buy it here is the cheaper i have found it,"['video', 'usability', 'not usability']","[0.8288926482200623, 0.15717044472694397, 0.013936950825154781]"
222,mi esce l acqua dal beccuccio del cappuccino come mai,"['video', 'usability', 'not usability']","[0.4934605062007904, 0.4372064173221588, 0.06933299452066422]"
223,the most horrible cappuccino,"['not usability', 'usability', 'video']","[0.7574015855789185, 0.14812074601650238, 0.09447763115167618]"
224,for this model do not have the cappuccino maker nozzle,"['not usability', 'usability', 'video']","[0.600193440914154, 0.3144918978214264, 0.08531468361616135]"
225,yes it is there on the right side,"['usability', 'video', 'not usability']","[0.5448380708694458, 0.36966779828071594, 0.08549411594867706]"
226,owned this for year advice would be save yourself the effort of using the attached coffee tamper and buy a handheld one,"['usability', 'video', 'not usability']","[0.7868117690086365, 0.15110088884830475, 0.062087371945381165]"
227,halfnhalf ahh ok thanks a lot,"['usability', 'video', 'not usability']","[0.5043516755104065, 0.406419575214386, 0.08922876417636871]"
228,brenda carmella personally i bought this a an entry point and if you had the budget would go for something stainless steel bit more rigid or even maybe the delonghi dedica which is roughly the same price range,"['not usability', 'usability', 'video']","[0.44699105620384216, 0.39328572154045105, 0.15972328186035156]"
229,hey im thinking of getting one of these is it worth the money or would you recommend me other brand,"['usability', 'video', 'not usability']","[0.580725908279419, 0.22330868244171143, 0.19596534967422485]"
230,xmandie7x i would say the 51mm wa off a measurement that i would not say is very accurate a there is a slight gap i think a 52mm would be better suited if you can find one at the time i could not,"['not usability', 'usability', 'video']","[0.8768627643585205, 0.0928550735116005, 0.030282175168395042]"
231,xmandie7x i went for a 51mm one de longhi sell their own wooden handle one but i went for a full stainless steel one,"['usability', 'video', 'not usability']","[0.7384939193725586, 0.19310340285301208, 0.06840269267559052]"
232,can i ask you if it is hot enough or cold because i am not seeing any steam from expresso i hat it when it is a bit cold thanks,"['not usability', 'usability', 'video']","[0.5048605799674988, 0.326346755027771, 0.16879263520240784]"
233,it get really hot depending on how much you let it boild the water i might have rushed myself a little or the camera did not catch the steam but the water for the coffe steam for the capucinno get dangerouselly hot,"['video', 'usability', 'not usability']","[0.5340486764907837, 0.3137757182121277, 0.15217560529708862]"
234,thank you for the review it really helped me,"['usability', 'video', 'not usability']","[0.5199506878852844, 0.34903857111930847, 0.1310107409954071]"
235,morgan augustine glad i could help,"['usability', 'video', 'not usability']","[0.6093772649765015, 0.33533138036727905, 0.05529128760099411]"
236,timothy leland it worked and i finally got access to my account again im so happy thank you so much you really help me out,"['usability', 'video', 'not usability']","[0.7261109948158264, 0.22725801169872284, 0.04663095995783806]"
237,timothy leland thanks so much for your reply i got to the site through google and im trying it out atm look like it is gon na take quite some time so i will reply here later with my result,"['usability', 'not usability', 'video']","[0.6904193162918091, 0.17818374931812286, 0.13139694929122925]"
238,morgan augustine instablaster,"['video', 'usability', 'not usability']","[0.6959121823310852, 0.25086915493011475, 0.05321865901350975]"
239,i know im randomly asking but doe anyone know of a tool to log back into an instagram account i wa dumb forgot my password i love any help you can offer me,"['usability', 'not usability', 'video']","[0.5751146674156189, 0.2777346968650818, 0.14715057611465454]"
240,i have just bought the same machine and i am going to try it out later today thank you very much for the tutorial it ha come in handy k szi,"['usability', 'video', 'not usability']","[0.7349703311920166, 0.23402662575244904, 0.031003110110759735]"
241,crema,"['video', 'usability', 'not usability']","[0.39587900042533875, 0.3721013367176056, 0.23201970756053925]"
242,can i play ace combat 7 on intel i5 6500 intel hd 530 8 gb ram,"['usability', 'video', 'not usability']","[0.6764182448387146, 0.28862589597702026, 0.03495587036013603]"
243,so happy i found your channel great coffee video,"['video', 'usability', 'not usability']","[0.8479392528533936, 0.14249524474143982, 0.00956546887755394]"
244,thx,"['usability', 'video', 'not usability']","[0.46308550238609314, 0.45288223028182983, 0.08403223752975464]"
245,take the metal plate off to fit bigger cup,"['usability', 'video', 'not usability']","[0.8731992244720459, 0.09427524358034134, 0.03252556920051575]"
246,everything i hoped it would be i love the simplicity of this keurig mybest kitchen i have had the old school original keurig for forever i decided to upgrade to button lol same great quality without having to measure your water this keurig doe all the thinking for you i also love not having to put water into the machine every time i want to use it simple and perfect,"['usability', 'video', 'not usability']","[0.9496605396270752, 0.033484917134046555, 0.01685453951358795]"
247,thank you for this video for some reason i have been finding the milk frother so difficult but you have made it look so easy,"['video', 'usability', 'not usability']","[0.7965707182884216, 0.1973341852426529, 0.006095109041780233]"
248,jamie pav no hope for me then i have had the thing 5 minute,"['not usability', 'video', 'usability']","[0.4982275366783142, 0.2904907166957855, 0.2112817019224167]"
249,year of practice,"['usability', 'video', 'not usability']","[0.4897969961166382, 0.38893482089042664, 0.1212681457400322]"
250,for anyone wondering it doe take ese coffee pod i have not used the pod filter yet though so i do not know where you could find them,"['usability', 'video', 'not usability']","[0.8340648412704468, 0.11981302499771118, 0.04612211138010025]"
251,hi if the water will go until you press the button how do you know how long to allow the water to run for an espresso,"['usability', 'not usability', 'video']","[0.6369806528091431, 0.28746286034584045, 0.07555647194385529]"
252,until the right amount is there is the easiest method but baristas will tell you the coffee should brew for a set period of time i think it is around 20 second plus infusion time,"['usability', 'video', 'not usability']","[0.7305695414543152, 0.13657201826572418, 0.1328584998846054]"
253,can you steam the milk and make the coffee at the same time,"['usability', 'video', 'not usability']","[0.9106835126876831, 0.057997338473796844, 0.03131914138793945]"
254,i am not actually sure sorry but i think with such a small machine it is unlikely to have sufficient power for both,"['usability', 'not usability', 'video']","[0.48714202642440796, 0.40014779567718506, 0.11271017789840698]"
255,thank you for review jamie this water come out first is supposed to is meant to warm up the cup which will be used for coffee,"['usability', 'video', 'not usability']","[0.8371771574020386, 0.11802961677312851, 0.04479321464896202]"
256,how many cup doe this machine make with out getting broked any guarantee from the manufacturer,"['usability', 'video', 'not usability']","[0.7298885583877563, 0.146832674741745, 0.12327872961759567]"
257,it ha a year warranty mate not sure how many cup but i would imagine a significan not amount,"['usability', 'video', 'not usability']","[0.6044847369194031, 0.2001592069864273, 0.19535605609416962]"
258,i like this but drink about ten cup of coffee a day and so it is better to just stick with filter and jug i would literally be putting an hour a day into this but thanks for the review the amount of time helped me decide not to buy it,"['usability', 'video', 'not usability']","[0.6688336133956909, 0.1699932962656021, 0.16117313504219055]"
259,no worry mate 10 cup is impressive,"['usability', 'video', 'not usability']","[0.6584351062774658, 0.2776016592979431, 0.06396324932575226]"
260,hey mate when the water is pouring through doe it make a goant hole or it go pretty evenly through the filter,"['usability', 'video', 'not usability']","[0.6852580308914185, 0.23052607476711273, 0.08421587944030762]"
261,hey mate it should go through nice and evenly and leave a flat puck of coffee at the end i found it very good for the price i have since upgraded to a sage which allows more customisation etc,"['usability', 'video', 'not usability']","[0.7659732103347778, 0.18550969660282135, 0.04851708188652992]"
262,whats your opinion after using this machine still got it,"['usability', 'video', 'not usability']","[0.8097419738769531, 0.13742968440055847, 0.052828360348939896]"
263,doe it take dolce gusto pod,"['not usability', 'usability', 'video']","[0.4451950490474701, 0.27835315465927124, 0.2764517664909363]"
264,no only ground coffee,"['usability', 'not usability', 'video']","[0.48408541083335876, 0.29945021867752075, 0.2164643555879593]"
265,hello im planing to bye the same model can you pls tell me ho long do you have it doe make nice espresso some isshues did you have,"['usability', 'video', 'not usability']","[0.6056856513023376, 0.24489015340805054, 0.14942418038845062]"
266,38 second brew time why,"['video', 'usability', 'not usability']","[0.448338121175766, 0.3913112282752991, 0.16035062074661255]"
267,can we make tea in it like if we put tea bag in instead of coffee,"['usability', 'video', 'not usability']","[0.8813816905021667, 0.07368706166744232, 0.04493130370974541]"
268,hi today wa my first time to ever use this machine i used the single espresso filter and my coffee came watery and weak any suggestion to get a stronger coffee,"['not usability', 'usability', 'video']","[0.6926537752151489, 0.24754589796066284, 0.05980035290122032]"
269,m j thinking about getting one of these a my old delonghi doe not seem to get the water really hot and pressure seems a bit lame i assume this one might be a bit better can you confirm it ha good pressure and is nice and hot feel rude just asking some random question to a random dude i know you are not the sale guy for them so i do appreciate your quick opinion,"['usability', 'not usability', 'video']","[0.5944961309432983, 0.28899267315864563, 0.11651124805212021]"
270,jamie pav thank you very much for your reply it is very helpful,"['usability', 'video', 'not usability']","[0.5744963884353638, 0.3375415503978729, 0.08796204626560211]"
271,mariam jahami make sure you really tamp it down hard so the water is more difficult to pas through also you can try grinding the bean even finer a this slows the infusion and give a stronger coffee failing that use the double filter so you can use more coffee,"['usability', 'video', 'not usability']","[0.5937605500221252, 0.24476684629917145, 0.16147258877754211]"
272,what size did you cut the coffee,"['usability', 'video', 'not usability']","[0.7624940872192383, 0.16712190210819244, 0.07038399577140808]"
273,great review thanks i have just got this machine and have found water leak through from the back i have done everything i can to make sure it is fitted properly but it keep happening and it is day 1 any suggestion on what i am doing wrong,"['usability', 'not usability', 'video']","[0.4900437891483307, 0.378515362739563, 0.13144083321094513]"
274,shiva faramarzifar hi i am so sorry i can not think what would cause that it may need to be returned,"['not usability', 'video', 'usability']","[0.6467149257659912, 0.19508562982082367, 0.1581994891166687]"
275,bottomless portafilter,"['video', 'usability', 'not usability']","[0.8577712774276733, 0.13128936290740967, 0.010939359664916992]"
276,very good review thanks for the effort,"['usability', 'video', 'not usability']","[0.5158053636550903, 0.39021530747413635, 0.09397922456264496]"
277,hello is this delonghi eco 311 is better than the delonghi dedica,"['usability', 'video', 'not usability']","[0.6664535403251648, 0.1686888337135315, 0.16485758125782013]"
