,sequence,labels,scores
144,awesome review thank you can you tell me do you have to wait for the unit to finish brewing the entire cup of coffee or can you remove the pot grab a cup and return the pot to finish brewing,"['usability', 'video', 'not usability']","[0.7885388731956482, 0.14862720668315887, 0.06283394247293472]"
145,hi ar thanks for the kind comment and question i am a little stumped though this machine doe not brew into a pot just cup marc,"['not usability', 'usability', 'video']","[0.6800633668899536, 0.23451091349124908, 0.08542577922344208]"
146,the best review he made me buy this machine the others were not so enlightening greeting from chile,"['usability', 'not usability', 'video']","[0.4860409200191498, 0.26031816005706787, 0.2536409795284271]"
147,thank you very much,"['usability', 'video', 'not usability']","[0.4806242287158966, 0.43032151460647583, 0.08905421942472458]"
148,hello mark thank you very much for your video they are excellent i need your help pls i am between the gaggia babilla and delonghi elleta capuccino which one do you recommend which one is more durable what are the main difference between them thank you,"['video', 'usability', 'not usability']","[0.9446698427200317, 0.043836623430252075, 0.011493555270135403]"
149,hey jennifer you are welcome for the video here is a link to side by side spec comparison of the babila and eletta if i were choosing i would go with the babila it is a more durable build with a metal skin on the case front and top it ha 2 boiler so it is faster when making milk drink it ha more clearance under the spout for taller cup like travel mug my favorite feature is the flow control dial on the babila is spout it allows one to fine tune flavor by speeding up an extraction for larger coffee and slowing it down for espresso i like the babila milk carafe which doe a quick automatic steam cleaning through the frothing component when you push the milk dispensing spout over the steam go through the carafe handle and into the drip tray so there is no mess after that the carafe go back in the fridge ready for next use it also ha a manual steam wand so you can froth to latte art quality if desired in case you missed it here is my video review of the babila it includes a look at the gaggia accademia which is a very similar machine hope that help marc,"['video', 'usability', 'not usability']","[0.8459830284118652, 0.13840913772583008, 0.01560783851891756]"
150,hello i have a question and i hope someone can guide me i do not know whether to buy the delonghi eletta capuccino super automatic or gaggia anima prestige it is for my girlfriend if someone could guide me thank you,"['usability', 'not usability', 'video']","[0.5774620175361633, 0.26170477271080017, 0.16083316504955292]"
151,whole latte love i am from chile the gaggia cardona prestige it not available in my country yet,"['usability', 'video', 'not usability']","[0.5848200917243958, 0.24268855154514313, 0.17249137163162231]"
152,hi u if considering the delonghi i would have a look at the gaggia cadorna prestige imo it is more machine for le dollardollar get excellent owner review and feature a more modern interface here is a side by side spec comparison with current pricing of the delonghi the gaggia and a comparable jura machine i have been using the cadorna daily in the studio for about 8 month now and love it here is a video with a detailed overview of the cadorna prestige hope that help marc,"['video', 'usability', 'not usability']","[0.9068775177001953, 0.08729260414838791, 0.0058298902586102486]"
153,thank you sir,"['usability', 'video', 'not usability']","[0.49510255455970764, 0.42215460538864136, 0.0827428549528122]"
154,welcome,"['usability', 'video', 'not usability']","[0.4981721043586731, 0.4248495399951935, 0.076978400349617]"
155,hi marc i have a choice between 2 machine either the jura s8 or the delonghi eletta which one is easier to use along with better tasting coffee if you were to buy one which one would you choose,"['usability', 'video', 'not usability']","[0.8335466384887695, 0.10869115591049194, 0.05776221677660942]"
156,hi rich thanks for the question imo the jura s8 is a step above the delonghi much nicer ui overall better experience using the machine i prefer the style of the jura and it ha pulse extraction process pep which is used for espresso but not for long coffee that allows one to switch from espresso to longer coffee without changing grind size marc,"['usability', 'video', 'not usability']","[0.8811561465263367, 0.0785025879740715, 0.040341295301914215]"
157,how doe this compare the jura,"['usability', 'not usability', 'video']","[0.42465436458587646, 0.2955074906349182, 0.27983811497688293]"
158,whole latte love thanks for your quick response i wa looking at the jura e8 same price a this one,"['usability', 'video', 'not usability']","[0.6478831171989441, 0.24734781682491302, 0.10476908832788467]"
159,hi abel depends to some extent on witch jura you are comparing to a there is a wide range in capability across jura is product lineup in general jura tends to have more advanced user interface and convenience feature for example use an in reservoir filter in jura machine and descaling is never required some jura machine use pep pulse extraction process when making espresso which result in a deeper more aromatic extraction marc,"['usability', 'video', 'not usability']","[0.903303325176239, 0.06060916930437088, 0.036087505519390106]"
160,hello how can i make espresso drink with this machine can not seem to get the right setting on my eletta cappuccino machine what setting and grinder setting would you recommend,"['usability', 'not usability', 'video']","[0.6677388548851013, 0.29201701283454895, 0.040244195610284805]"
161,whole latte love thanks so much marc,"['usability', 'video', 'not usability']","[0.4726545810699463, 0.4523654580116272, 0.07497997581958771]"
162,hi jean thanks for the question when i make espresso on a super automatic machine i always start with the grinder set to it finest setting and use the highest coffee strength setting and temperature if it is too strong back off on the strength setting i f getting bitter increase the grind size hope that help marc,"['usability', 'video', 'not usability']","[0.7364062070846558, 0.13707886636257172, 0.1265149712562561]"
163,could this machine make ice coffee,"['usability', 'video', 'not usability']","[0.9115564823150635, 0.053076088428497314, 0.03536742180585861]"
164,jenny lee i prefer the jura machine better user interface imo,"['usability', 'not usability', 'video']","[0.5409355163574219, 0.37220269441604614, 0.08686177432537079]"
165,i see that machine but it is been out of stock for awhile what would you pick if you have a choice between eletta and jura s8,"['not usability', 'usability', 'video']","[0.6938822865486145, 0.17677544057369232, 0.12934227287769318]"
166,hi jenny thanks for the question it is not setup with a specific brewing for iced coffee but iced coffee is generally just coffee poured over ice so could do that this delonghi machine doe have a specific iced coffee function marc,"['usability', 'not usability', 'video']","[0.5529396533966064, 0.36931112408638, 0.07774920761585236]"
167,hi would you recommend the eletta or the primadonna elite,"['video', 'usability', 'not usability']","[0.45955488085746765, 0.4538709223270416, 0.08657410740852356]"
168,hi james the pde marc,"['video', 'usability', 'not usability']","[0.5802798271179199, 0.3123595714569092, 0.1073605939745903]"
169,can you please share your thought about the comparison between this machine and a manual home espresso machine on the basis of the espresso quality,"['usability', 'video', 'not usability']","[0.4746529459953308, 0.31825268268585205, 0.20709435641765594]"
170,thank you sir,"['usability', 'video', 'not usability']","[0.49510255455970764, 0.42215460538864136, 0.0827428549528122]"
171,hi ag thanks for the question the potential quality of a manual machine is higher but it take knowledge skill time to realize the potential what automatic machine offer is consistently good quality with convenience marc,"['usability', 'video', 'not usability']","[0.7043237686157227, 0.16314274072647095, 0.13253340125083923]"
172,great video anyone ever tell you that you look like kevin sorbo,"['video', 'usability', 'not usability']","[0.9049242734909058, 0.08823347091674805, 0.006842277478426695]"
173,hi nsn thanks for the comment no you are the first marc,"['usability', 'video', 'not usability']","[0.41199013590812683, 0.35488659143447876, 0.23312325775623322]"
174,having a tough time with the decision between the delonghi eletta gaggia cadorna prestige and the jura e8 or s8 i have watched all of your video but having trouble breaking down the small difference any advice,"['video', 'usability', 'not usability']","[0.7849603295326233, 0.16684602200984955, 0.04819365590810776]"
175,hi maggie i gave you a more specific response in another comment imo the prestige is the best value and most capable of the group one thing you might do is read the verified user review of the machine to better understand the difference in day to day use marc,"['usability', 'not usability', 'video']","[0.6686936616897583, 0.1670309454202652, 0.1642753779888153]"
176,great vid just bought one and am very impressed i just find the espresso shot is poured very quickly like 5 second how can i slow this down a i am used to 20 25,"['video', 'usability', 'not usability']","[0.8744935989379883, 0.10016998648643494, 0.025336379185318947]"
177,how can i make a perfect black coffee by this machine should i press the long button or just a double shot water,"['usability', 'video', 'not usability']","[0.8640931248664856, 0.07807844132184982, 0.05782853811979294]"
178,hi asim double shot water is what is called an americano pressing the long button will get you closer to a standard black coffee you can also adjust grind size to taste you may want to make it a little courser,"['usability', 'video', 'not usability']","[0.7241759896278381, 0.22708624601364136, 0.0487377867102623]"
179,one of the only video i have found which demonstrates having the milk carafe on and taking it off and using the wand i had assumed you needed a different model for that function you have made me really close to pulling the trigger on one,"['video', 'usability', 'not usability']","[0.9146700501441956, 0.08098722994327545, 0.004342761356383562]"
180,i want coffee machine how can i make oder,"['usability', 'video', 'not usability']","[0.7411738634109497, 0.1679716855287552, 0.09085440635681152]"
181,hi a2z thanks for the question go here for everything coffee,"['usability', 'video', 'not usability']","[0.5794094800949097, 0.3201470673084259, 0.10044346749782562]"
182,hi how can i set my favourite coffee for example i like it very strong and very hot in a small or medium cup size coffee in one touch i just got it new but not 100percent know how to set it thank you,"['not usability', 'usability', 'video']","[0.46536785364151, 0.4591206908226013, 0.07551147043704987]"
183,hi nk programming different strength and cup size is very easy and explained well in the machine is manual,"['usability', 'video', 'not usability']","[0.8482382297515869, 0.12905776500701904, 0.02270400896668434]"
184,great review where can we find those amazing glass they add so much to the presentation of the drink i searched a few site but did not find anything a impressive a these,"['not usability', 'usability', 'video']","[0.7603529095649719, 0.17302189767360687, 0.06662523746490479]"
185,hi fm1 thanks for the comment and question the glass with the half heart shape handle were from delonghi but we got them 8 year ago and to best of my knowledge they are no longer available marc,"['not usability', 'usability', 'video']","[0.5104215741157532, 0.3838113844394684, 0.10576705634593964]"
186,we are frequent tea drinker and so looking for an automatic coffee machine that also dispenses hot water i noticed in your review that this eletta model doe that but how well is this performed i can see in the video where you show a cup and a tea bag the water flow seems very slow how long doe it take to dispense 250ml of hot water if i wa making two cup of tea two people would hot water become available instantly after the first cup is poured or is there a delay,"['video', 'usability', 'not usability']","[0.8874161839485168, 0.09688583016395569, 0.01569800265133381]"
187,thank you so much,"['usability', 'video', 'not usability']","[0.48830583691596985, 0.4165315628051758, 0.09516260772943497]"
188,hi plus you are welcome and thanks for the comment marc,"['video', 'usability', 'not usability']","[0.4469006061553955, 0.4270075857639313, 0.12609189748764038]"
189,thank you sir for the review i have purchased the machine but i am little confused with the term short standard long and extra long which is the drip coffee which is the espresso,"['usability', 'video', 'not usability']","[0.6411274075508118, 0.19483540952205658, 0.16403716802597046]"
190,hi aa you are welcome drip coffee would be the long or extra long and the espresso is short or standard marc,"['usability', 'video', 'not usability']","[0.8438475131988525, 0.11856487393379211, 0.03758764639496803]"
191,hi marc i bought this machine in april we are very happy with it but find it complicated i like a flat white but i am confused a to how to change the coffee strength the manual is complex can you advise me please thank you,"['usability', 'not usability', 'video']","[0.8041955828666687, 0.12460635602474213, 0.07119809836149216]"
192,hi af thanks for the question coffee strength is adjusted using the button with the bean symbol on left side of display 5 coffee strength are available here is a link to section of this video which demonstrates how to change the strength hope that help marc,"['video', 'usability', 'not usability']","[0.9279247522354126, 0.06872938573360443, 0.0033458173274993896]"
193,if i set to fine grind setting after 3 cup if i feel the taste is only bitter and no acidic furthermore the water flow start to be dripping after that it will have normal water flow is it the grind size i set is too fine do i need to set courser setting please advise,"['usability', 'video', 'not usability']","[0.7728045582771301, 0.1266905814409256, 0.10050483047962189]"
194,hi bw yes i would set grind coarser if getting bitter flavor and slow drip marc,"['usability', 'video', 'not usability']","[0.5562187433242798, 0.27881917357444763, 0.1649620532989502]"
195,i have the 1200 00 model that is just below this model and i am honestly glad i got my machine it is virtually the same a this machine except for two or three extra drink that this thing make not understanding what exactly make this one cost 800 00 more can people possibly tell a difference from a taste test absolutely no way,"['usability', 'not usability', 'video']","[0.5466991066932678, 0.3844870328903198, 0.06881380826234818]"
196,thanks for sharing,"['usability', 'video', 'not usability']","[0.6532439589500427, 0.3068491518497467, 0.03990688920021057]"
197,hi please tell me which one is better seaco 8977 or eletta,"['usability', 'video', 'not usability']","[0.5161796808242798, 0.3516466021537781, 0.13217370212078094]"
198,for medium roast lavazza super crema bean what is the best grind size setting for best espresso flavour,"['usability', 'video', 'not usability']","[0.7201501727104187, 0.2143041342496872, 0.06554575264453888]"
199,whole latte love if i get dripping when i press dbl espresso with max aroma doe it mean that the grind size to too fine please advise,"['usability', 'video', 'not usability']","[0.6720595955848694, 0.19172129034996033, 0.1362190693616867]"
200,hi bw when making espresso on these machine i always recommend to start with the finest grind setting if get too much bitter flavor then back off on the grind size a click or two marc,"['usability', 'video', 'not usability']","[0.7379676699638367, 0.20426812767982483, 0.057764191180467606]"
201,what is the best grind size for perfect espresso,"['usability', 'video', 'not usability']","[0.6412630081176758, 0.2646714150905609, 0.09406563639640808]"
202,whole latte love i would like to check yesterday after i had brew espresso on my super automatic machine the puck is very good which is like a cake but today it become very soft is it because my coffee bean is not fresh already which i need to get a new pack,"['usability', 'not usability', 'video']","[0.6508169770240784, 0.19011925160884857, 0.15906386077404022]"
203,hi bryant thanks for the question on super auto machine like the one featured in this video i use the finest grind setting for espresso depending on the coffee it is possible that setting could choke the machine if that happens then try a slightly larger grind size setting marc,"['video', 'usability', 'not usability']","[0.8743137717247009, 0.10092691332101822, 0.024759361520409584]"
204,do u have review for delonghi dinamica ecam350 75 s,"['usability', 'video', 'not usability']","[0.5316299796104431, 0.2955886125564575, 0.17278142273426056]"
205,able to request,"['usability', 'video', 'not usability']","[0.9112652540206909, 0.05991411954164505, 0.02882067859172821]"
206,hi bw thanks for the question unfortunately i do not,"['not usability', 'video', 'usability']","[0.6259801387786865, 0.2084357887506485, 0.1655840128660202]"
207,hi i bought new one 440 b but when i put powder it is fall down and asked me to fill the tank please advise me how to use the powder and bean,"['not usability', 'usability', 'video']","[0.7538126111030579, 0.20060880482196808, 0.04557860270142555]"
208,hi ef thanks for the question not sure i understand but i will take a shot filling the tank think that mean add water reservoir to use pre ground coffee you need to use the coffee strength setting to cycle through to the icon for using pre ground,"['usability', 'video', 'not usability']","[0.5909677147865295, 0.26878902316093445, 0.14024321734905243]"
209,could someone clarify if coffe taste strength affect preprogrammed coffes like cappuccino or long i can not find any info about that but on my machine the setting seems to have no effect on these and a a result the preprogrammed milk coffes are rather weak is this normal also the grinder seems to have only 7 setting not 13,"['usability', 'not usability', 'video']","[0.4727543890476227, 0.4149736166000366, 0.11227203905582428]"
210,hey stefan i got this machine about a month ago and had similar question about it in the beginning keep in mind the espresso shot it produce are single not double and the single shot is approx 7g of ground coffee it may taste weak to you if you are used to the double shot that most coffee shop make or maybe you yourself have been previous to getting the eletta upping the coffee taste to extra strong will definitely give you a bolder taste i found that this machine start to make optimal shot after about a week to 10 day of daily use i have about 4 6 shot worth of espresso in various drink daily i found all the coffee it make are near perfect in taste except the flat white which i found a bit weak a it us a single shot i make flat white a a double ristretto and adding milk from the middle setting on the frother manually that make a solid flat white the grinder ha 13 setting in total look for the numberless notch between the number you can dial it in to each notch a needed i also found the espresso wa initially extracting in about 10 second and wa definitely a bit watery after playing around with the grinder setting and running through 15 20 test shot i got it to extracting in about 16 18 second and with much better crema and amber colored flow any longer and the shot were definitely over extracted and too bitter sixteen to 18 second seems to be the sweet spot also have you tested your local water and set the machine to the correct hardness level and are you using filtered water i found a huge difference in taste between unfiltered and filtered water with my local water supply,"['usability', 'video', 'not usability']","[0.6072599291801453, 0.22000078856945038, 0.17273926734924316]"
211,hi marc is this machine comparable to a good manual coffee machine in term of taste and aroma i am not sure if an automatic machine will have a different result,"['usability', 'video', 'not usability']","[0.7666008472442627, 0.15691618621349335, 0.07648298144340515]"
212,hi crystal thanks for the question it come close but potential quality of a manual machine is higher realizing that potential take time skill and effort automatic machine are about convenience with consistent quality imo their quality is better than what you will get in most mass market chain coffee shop hope that help marc,"['usability', 'not usability', 'video']","[0.6704811453819275, 0.20592762529850006, 0.12359126657247543]"
213,thank you sir this is a great and brief review i love it,"['usability', 'video', 'not usability']","[0.49228888750076294, 0.4467790424823761, 0.060932036489248276]"
214,glad you enjoyed it marc,"['video', 'usability', 'not usability']","[0.5647903084754944, 0.4073821008205414, 0.027827631682157516]"
215,hello i am thinking of buying one of the delonghi machine but i am a little confusing between eletta cappuccino v eletta cappuccino top i have no idea what is the difference between them what should get,"['usability', 'not usability', 'video']","[0.6101731061935425, 0.2171926647424698, 0.17263419926166534]"
216,hi saleh thanks for the question they are very similar machine i would go with either whatever you get the best deal on,"['video', 'usability', 'not usability']","[0.4344100058078766, 0.42035555839538574, 0.14523442089557648]"
217,i already have my own super auto but i still wtach video lol i might be the lazy type of coffee geek xd,"['video', 'usability', 'not usability']","[0.7575006484985352, 0.19451943039894104, 0.04797988757491112]"
218,hi pc i know the feeling marc,"['usability', 'video', 'not usability']","[0.493157297372818, 0.3555392622947693, 0.15130344033241272]"
219,hi mark which color do you think would look better white or black silver thank you,"['usability', 'video', 'not usability']","[0.6971921324729919, 0.18567772209644318, 0.11713019013404846]"
220,hey tom i personally have it in white because it reminds me of a 1970s lambo countach is aesthetic d but that is just me,"['video', 'usability', 'not usability']","[0.59942626953125, 0.31119444966316223, 0.08937924355268478]"
221,hi tom thanks for the question rather subjective i know which ever color i picked my wife would probably want the other marc,"['usability', 'not usability', 'video']","[0.45348840951919556, 0.36451274156570435, 0.1819988191127777]"
222,what is the difference with the eletta plus v eletta cappuccino,"['usability', 'not usability', 'video']","[0.5188500881195068, 0.24356606602668762, 0.23758386075496674]"
223,i have just bought this machine and still learning what it is all about but so far i am very pleased the only thing i would like to ask is about the display panel when the machine is not making coffee what exactly is supposed to be displayed mine display what strength of coffee i like but i wa not sure if this is what it should be,"['usability', 'not usability', 'video']","[0.6912903189659119, 0.20535778999328613, 0.1033518835902214]"
224,great review mate,"['usability', 'video', 'not usability']","[0.5015392899513245, 0.35636910796165466, 0.14209160208702087]"
225,glad you liked it marc,"['video', 'usability', 'not usability']","[0.5018422603607178, 0.4676230251789093, 0.03053467534482479]"
226,hi i bought this machine in december 2019 the milk doe not want to froth what can be the problem,"['not usability', 'usability', 'video']","[0.5225743055343628, 0.28008827567100525, 0.19733738899230957]"
227,hi s thanks for the question so is it putting out milk but it is not a frothy milk if so the most likely cause of poor frothing performance is a blockage in the milk frothing component there may be hardened milk residue which need to be cleaned out if you can not resolve with a thorough cleaning of component contact delonghi support here,"['not usability', 'usability', 'video']","[0.6406732797622681, 0.2654174566268921, 0.09390923380851746]"
228,seriously an awesome review there is absolutely no reason someone should have marked this down i just do not get people great job and i really like all the aspect marc discussed this machine will be a great replacement for my esam 3500 i have loved for 10 year,"['usability', 'video', 'not usability']","[0.6657696962356567, 0.22554467618465424, 0.10868559032678604]"
229,hi dp thanks a whole latte for your comment glad you enjoyed the video marc,"['video', 'usability', 'not usability']","[0.9201078414916992, 0.07285165786743164, 0.007040496449917555]"
230,which model is similar to this but can handle taller cup,"['usability', 'video', 'not usability']","[0.7871579527854919, 0.12169390916824341, 0.09114804863929749]"
231,hi rr have a look at the gaggia accademia it handle taller cup ha 3 level of milk froth density using a carafe system manual frothing wand in addition to carafe and my favorite feature flow control on the coffee spout so you can restrict flow for espresso and increase flow for long coffee here is a video comparing the accademia to the similar gaggia babila link to more info on the accademia including review marc,"['video', 'usability', 'not usability']","[0.9032452702522278, 0.09337488561868668, 0.003379810368642211]"
232,hi nice presentation thank you one question can the machine make two coffee at once regard,"['usability', 'video', 'not usability']","[0.49702492356300354, 0.4660320281982422, 0.036943063139915466]"
233,hi tlk you are welcome and thank you for the comment and question yes you can make 2 coffee at the same time marc,"['usability', 'video', 'not usability']","[0.8342791199684143, 0.10618434846401215, 0.05953648313879967]"
234,hi marc just curious if i can use home made nut milk for making latte and cappuccino thank you,"['usability', 'video', 'not usability']","[0.8233556151390076, 0.11865890026092529, 0.05798543989658356]"
235,hi ad thanks for the question i do not see why not we have used store bought non dairy milk alternative marc,"['usability', 'video', 'not usability']","[0.4970795214176178, 0.2542794346809387, 0.2486410140991211]"
236,doe anyone know if on display i can set the clock and how in energy saver mode thanks,"['usability', 'video', 'not usability']","[0.6578044891357422, 0.28379735350608826, 0.058398135006427765]"
237,hi ma here is a link to the manual for the machine instruction for energy saving mode on page 11 marc,"['usability', 'video', 'not usability']","[0.8381284475326538, 0.11099430918693542, 0.05087726190686226]"
238,hi there please can people let me know the temperature of the milk provided most review i have read across the delonghi range for most milk container say the milk come out warm but not hot most people tend to say that they need to microwave their cappuccino or latte in the microwave which is making me think twice about it please please can people share their honest opinion below thanks,"['usability', 'not usability', 'video']","[0.467120885848999, 0.3119824528694153, 0.2208966463804245]"
239,hi joe giving actual temp is difficult a a variety of factor have an affect temp of milk in carafe ambient temp temp of serving cup etc most machine produce a froth of 130 145f depending on external factor pro baristas froth milk to 140f a that is were milk is sweetest due to heating marc,"['usability', 'video', 'not usability']","[0.7225869297981262, 0.16070762276649475, 0.11670543998479843]"
240,wow this must be the brief and the best video of product amazing job ive decided to buy after this one,"['video', 'usability', 'not usability']","[0.9530701041221619, 0.040739718824625015, 0.006190169136971235]"
241,hi pc thanks for the comment marc,"['usability', 'video', 'not usability']","[0.4714878797531128, 0.34374797344207764, 0.18476419150829315]"
242,hi marc can you tell me what milk product are best to use for latte whole milk 2percent etc excellent video thanx,"['video', 'usability', 'not usability']","[0.8975554704666138, 0.09217605739831924, 0.010268515907227993]"
243,hi bill thanks for the comment and question we prefer whole milk for the sweet creamy texture it produce can use other type but nothing beat the whole milk marc,"['usability', 'video', 'not usability']","[0.5745707750320435, 0.2671707272529602, 0.15825848281383514]"
244,how much did this machine cost then,"['usability', 'video', 'not usability']","[0.7697030305862427, 0.14431148767471313, 0.0859854519367218]"
245,ho oz thanks for the question current pricing here,"['video', 'usability', 'not usability']","[0.43955960869789124, 0.4203532636165619, 0.14008712768554688]"
246,how doe this machine do when making shot back to back is it good for entertaining like making capps for party here and there,"['usability', 'video', 'not usability']","[0.6121228337287903, 0.36123010516166687, 0.02664702571928501]"
247,hi cc thanks for the question no problem making shot back to back these machine are convenient for entertaining with one touch milk based espresso beverage there are other machine like the jura x8 which can make 2 milk based espresso beverage simultaneously and allows for instant drink customization,"['usability', 'video', 'not usability']","[0.8463054895401001, 0.10236534476280212, 0.05132918432354927]"
248,doe it have pre infusion,"['usability', 'video', 'not usability']","[0.555884063243866, 0.3087836503982544, 0.13533228635787964]"
249,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
250,it doe not have an adjustable pre infusion,"['not usability', 'usability', 'video']","[0.7611716985702515, 0.15932415425777435, 0.07950418442487717]"
251,how it this for a small business,"['not usability', 'usability', 'video']","[0.4075879156589508, 0.38912472128868103, 0.20328737795352936]"
252,hi pr thanks for the question do you mean to make coffee etc for employee or were you thinking for commercial use it would be okay for light employee use but it is not rated at all for commercial service marc,"['not usability', 'usability', 'video']","[0.6015021204948425, 0.33892130851745605, 0.05957654118537903]"
253,i recently bought this coffee maker that i think is excellent but i think the unit i received ha a defect the warming tray is always working although in the display option i have configured it a deactivated should this be the case or is my coffee maker defective thank you,"['usability', 'not usability', 'video']","[0.7827574610710144, 0.10880449414253235, 0.10843799263238907]"
254,hi n thanks for the comment and question a defect is possible but can not say for sure that is your issue delonghi ha excellent customer support i would contact them here marc,"['not usability', 'video', 'usability']","[0.6546590924263, 0.2281598150730133, 0.11718107759952545]"
255,hallo everytime i make coffie with this machine somewhere in the back leak water any idea why,"['not usability', 'usability', 'video']","[0.6725867390632629, 0.22950516641139984, 0.09790810197591782]"
256,hi dj thanks for the question could be a number of thing causing the issue i would contact delonghi support here is contact info for their international support,"['not usability', 'usability', 'video']","[0.7740374803543091, 0.11628072708845139, 0.10968175530433655]"
257,is there much difference between this model and the ecam44 66 also which decaffeinated coffee bean would you recommend for this machine,"['usability', 'video', 'not usability']","[0.6923010945320129, 0.19599299132823944, 0.1117059588432312]"
258,have noticed that delonghi machine have problem makin the crema,"['usability', 'not usability', 'video']","[0.4793814718723297, 0.26276060938835144, 0.25785791873931885]"
259,hello this probably the best review for this machine on youtube and it made me purchase the eletta since it had so many feature and make many kind of drink with one touch however i receive it last week and i feel i got a faulty machine the one touch for cappuccino and latte macchiato is making the same exact coffee size and foam even if i set the froth dial at the middle position for latte macchiato i still get the same size foam and flavor i am aware that you can customize the quantity of milk and coffee but that defeat it purpose for being a fully automatic with presets another issue is that when making flat white or caffelatte the machine will overflow my largest cup which is about 400 ml also the froth foam for flat white is twice larger than a cappuccino foam even if i set the dial to the middle position btw i did the reset twice from the menu but still same issue however all other drink like espresso double espresso and long coffee are working fine do you think i should get a replacement since i still got 3 week left of the return window thank you,"['video', 'usability', 'not usability']","[0.3880542814731598, 0.388017863035202, 0.223927840590477]"
260,thearmybrat23 i have the same issue i can not adjuste the cup size i can not have small or big size cappucino or latte always the same how did you solve it,"['usability', 'not usability', 'video']","[0.6181930303573608, 0.22804851830005646, 0.1537584811449051]"
261,great tutorial thanks do you know how many mililiters or cc is the bigger coffee that the machine can serve,"['usability', 'video', 'not usability']","[0.4983532130718231, 0.4794347584247589, 0.022212086245417595]"
262,hi gc thank you for the comment and question the eletta is programmable dispensing up to 120ml on the extra long coffee setting here is a link to the eletta manual see page 12 for the full range of programmable volume marc,"['usability', 'video', 'not usability']","[0.821688175201416, 0.09665174037218094, 0.08166006952524185]"
263,hi i have just purchased this machine and over a 2 week period i have had to descale it twice i am on tank water with associated filtration and when testing the hardness the water it showed that it wa soft so i have not used the filter do you have any advice so i do not have to descale so often,"['usability', 'not usability', 'video']","[0.5710696578025818, 0.3555545508861542, 0.07337582856416702]"
264,hi stuart that doe not sound right is the machine telling you to descale only thing i can think of is for some reason the machine doe not think you descaled or completed the descaling cycle the first time around with soft water if you entered hardness info into the machine it should not be telling you to descale 2 week after first use marc,"['not usability', 'usability', 'video']","[0.7404157519340515, 0.20155400037765503, 0.05803028494119644]"
265,hi marc i have done some extensive investigation and after endless comparison list and watching yours and many video we have ended up with the delonghi eletta super automatic we were trying to kick our daily sb latte fix 0 so far we are very happy with the machine my husband however say it is just not hot enough i have put it on the hottest temperature setting for the espresso with my research i saw that this is a frequent complaint with the super automatic i even watched your video on getting hotter drink if i put boiling water in the ceramic mug and let it sit for 2 minute and do a rinse of the machine and a clean of the carafe to run hot water through the spout prior to making the drink the final coffee drink is indeed hotter i can get the temperature just up to 140 degree but that doe take some of the automatic out of our process of course we can use the wand and get the milk hotter but again that make it le automatic with our old manual machine we never heated the milk above 150 degree would love to hear your thought on this are we doing everything you know of to get hotter milk is there a different super automatic that produce a hotter drink thanks for any advice you can offer and your many great video,"['video', 'usability', 'not usability']","[0.6955457925796509, 0.25233301520347595, 0.052121154963970184]"
266,my pleasure,"['video', 'usability', 'not usability']","[0.4769245982170105, 0.4026585519313812, 0.12041682004928589]"
267,whole latte love thanks so much for all the information,"['usability', 'video', 'not usability']","[0.6294301748275757, 0.29382461309432983, 0.07674520462751389]"
268,hi jodi apology for the delayed response thank you for the comment and question well you are doing all the thing to get a hotter drink for higher milk temp you could try using an using an airier froth setting on the carafe dial it change froth density but put milk in contact with steam longer so it get warmer a couple other idea warm the milk for 10 second prior to adding to carafe bottom line is the machine are designed to heat milk into the goldilocks zone of temperature for most apparent sweetness which is around 140f if you go to a specialty cafe not the chain that is what you will get from a properly trained barista can not tell you how many chain shop heat milk far too much i know some people want it hot i think some of that come from consumer who expect a latte to be near the same temperature a a cup of drip coffee and it should not be we have a lot of former baristas working in our customer service center and i have heard their story anecdotally they estimate 75percent of customer walking into a chain cafe do not even know there is espresso in a latte and they were asked on a regular basis to make drink hotter they would do it but know they were ruining the flavor all that said i do think you should have your drink at the temperature you like there are no super auto that do extra hot milk all go to that 135 145ish range maybe microwave after the drink is made to bring the temp up breville doe make a semi auto machine the oracle touch with automatic milk frothing in a pitcher with settable milk temp and froth density it is a semi auto so it not press a button for a drink but it is automated far more than the typical espresso machine see it in action here it froth milk up to 165f and streamlines much of the manual process of semi auto espresso marc,"['video', 'usability', 'not usability']","[0.5620006322860718, 0.38526085019111633, 0.0527384914457798]"
269,can other milk such a coconut and soy able to be used,"['usability', 'video', 'not usability']","[0.9044582843780518, 0.05103004723787308, 0.044511646032333374]"
270,hi jack please excuse my delayed response i have been offline for a few day i usually try and answer all question within one business day anyway we have done a bunch of testing with non dairy milk soy work coconut milk froth terribly i have tried it in super auto and high end commercial machine and never been successful coconut milk is very watery and lacking fat which help with frothing macadamia nut milk froth very well it came out on top in the non diary category in recent testing we did get more result of our milk test here,"['not usability', 'usability', 'video']","[0.5187456011772156, 0.37759649753570557, 0.10365793853998184]"
271,we are bought the saeco picobarista hd8927 47 i found it is not easy to make a just drip coffee with it v an americano is it easier to make a drip coffee with the delonghi do you prefer one over the other also i noticed when you want a double the machine doe two individual single shot verse one single double shot is this the same with the delonghi,"['usability', 'video', 'not usability']","[0.6405142545700073, 0.2397504448890686, 0.11973528563976288]"
