,sequence,labels,scores
189,my husband brought me a delonghi and i love it so far so good,"['usability', 'video', 'not usability']","[0.6629016399383545, 0.30873897671699524, 0.028359342366456985]"
190,you charge 700 pound for this a price way higher than the stonkingly good sage breville barista express and you only give pressurised basket are you serious hard pas,"['usability', 'not usability', 'video']","[0.6409777998924255, 0.24786998331546783, 0.11115231364965439]"
191,i wanted to read that review it is a good featured machine with a lot of item i wished he had done a capuccino to check out how dense the frothed milk came out with fhat advanced frothing system a always gail you do the best machine and technique review regard to arizona were you live now,"['usability', 'video', 'not usability']","[0.838501513004303, 0.09250447899103165, 0.06899400800466537]"
192,if the machine grind and tamp properly there is no need for a pressurized basket that seem poorly thought out,"['not usability', 'usability', 'video']","[0.6079429984092712, 0.3421858847141266, 0.049871042370796204]"
193,he called it a manual machine what rubbish i hate this push button automatic lazy era everything is being de skilled although coffee making is one thing you can not successfully automate only a minority seem to want to put effort into doing anything properly these day get a sage barista express before they are phased out for the digital counterpart or get a pro machine,"['not usability', 'usability', 'video']","[0.8369057178497314, 0.12778209149837494, 0.03531214967370033]"
194,where to put water,"['usability', 'video', 'not usability']","[0.8643902540206909, 0.09895423799753189, 0.03665545582771301]"
195,with a pressurised basket and a very average grinder that is too course for real espresso this machine is not very good no wonder they had to invite the rep on to help cover thing up for the price this is a very disappointing machine and a disappointing sellout review,"['not usability', 'usability', 'video']","[0.9043137431144714, 0.08355337381362915, 0.012132863514125347]"
196,i do feel sorry for anyone who bought that machine based on this video look like they tried to make an oracle clone but it not much better than a normal fully automatic bean to cup machine,"['video', 'not usability', 'usability']","[0.8139886856079102, 0.13888445496559143, 0.047126851975917816]"
197,this is awkward lol,"['not usability', 'video', 'usability']","[0.9077239036560059, 0.04975565895438194, 0.04252044856548309]"
198,i have this machine that i just bought but i am having serious problem with the grinding it doe not grind and i do not know what to do,"['not usability', 'usability', 'video']","[0.7411968111991882, 0.22012366354465485, 0.03867955133318901]"
199,eh no sir that crema doe not look good,"['not usability', 'video', 'usability']","[0.8555329442024231, 0.08361604809761047, 0.0608510822057724]"
200,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
201,thank you this wa very helpful now i can enjoy my laspecialista,"['usability', 'video', 'not usability']","[0.7549328804016113, 0.21608778834342957, 0.028979282826185226]"
202,it is truly a thing of beauty,"['video', 'usability', 'not usability']","[0.709294319152832, 0.20677292346954346, 0.08393270522356033]"
203,a,"['usability', 'video', 'not usability']","[0.4462087154388428, 0.4266808032989502, 0.12711043655872345]"
204,it is not working after 4 month and there is no customer service do not buy it,"['not usability', 'usability', 'video']","[0.9226771593093872, 0.06121928244829178, 0.01610354147851467]"
205,this is the worst machine you can have it is garbage,"['not usability', 'usability', 'video']","[0.9406102299690247, 0.033490464091300964, 0.025899332016706467]"
206,i just bought this machine and having tough time achieving the optimal zone finest on number 1 and grinding it a few time while adjusting the dial the coffee level on recommended level and above also can not achieve the optimal zone,"['not usability', 'usability', 'video']","[0.6368041038513184, 0.3023326098918915, 0.060863301157951355]"
207,hey jamie or gal can not you let me know what method you would use with this machine if you wanted to go with a cold style brew,"['usability', 'video', 'not usability']","[0.7602699995040894, 0.14689604938030243, 0.09283390641212463]"
208,why in the world would you include only pressurized basket on a machine that grind fresh bean that make absolutely no sense and to be honest auto tamp seems nice but i can not trust that the machine is going to dose the coffee corretly i would rather take out the portafilter weigh my dose and dial it in and tamp manually this is a hard pas fo rme,"['not usability', 'usability', 'video']","[0.7964192032814026, 0.17081250250339508, 0.03276832029223442]"
209,what do u prefer de longhi el specialista or brevel barista,"['usability', 'video', 'not usability']","[0.7405098676681519, 0.13679713010787964, 0.12269297987222672]"
210,the breville this specialista machine is garbage,"['not usability', 'usability', 'video']","[0.9400970935821533, 0.03495364263653755, 0.02494923211634159]"
211,this thing just look like a ridiculous piece of junk,"['not usability', 'video', 'usability']","[0.8620281219482422, 0.10311394184827805, 0.03485795855522156]"
212,pressurized portafilter 51mm basket bad grinder at 900dollar you would be better getting the barista express i sometimes see it at 600 700dollar on amazon,"['not usability', 'usability', 'video']","[0.7996454238891602, 0.15878531336784363, 0.0415693037211895]"
213,or the barista pro,"['usability', 'video', 'not usability']","[0.7423452138900757, 0.17628805339336395, 0.08136679977178574]"
214,jesus christ it cost a much a the breville but only come with the mediocre pressurized basket i mean it is decent to use when you do not have fresh coffee but a machine that cost a much should come with at least one non pressurized basket delonghi being cheap nothing new they should stick to making dollar150 maker,"['usability', 'not usability', 'video']","[0.8154019713401794, 0.15482406318187714, 0.0297738928347826]"
215,pile of junk for this kind of coin i would roll a cafelat robot and a rocky,"['not usability', 'usability', 'video']","[0.8685734272003174, 0.10256801545619965, 0.02885853685438633]"
216,how to set the coffee strength i e to make it strong or weak,"['usability', 'video', 'not usability']","[0.8813877105712891, 0.09548427164554596, 0.023128056898713112]"
217,learn the principle of making coffee you will know the answer,"['usability', 'video', 'not usability']","[0.7028186321258545, 0.23794770240783691, 0.05923368036746979]"
218,grind the coffee coarse for weaker coffee and finer for stronger coffee,"['usability', 'video', 'not usability']","[0.8610360622406006, 0.08343279361724854, 0.05553116649389267]"
219,i just got mine about a week ago i can not get into the optimal pressure zone despite my coffee level at the marked line of the portafilter amp the grinder set at the finest the extraction is way too fast amp the espresso taste sour may i know your setting that you were able to reach into the optimal pressure zone,"['usability', 'not usability', 'video']","[0.5002716183662415, 0.4299262464046478, 0.0698021650314331]"
220,theredtech98 i did a such portafilter is full the problem wa to lock the portafiter it became too hard amp almost impossible to get it in locked position i hv to settle with the suboptimal pressure well cappuccinno taste good though,"['usability', 'video', 'not usability']","[0.46765729784965515, 0.3557893931865692, 0.17655323445796967]"
221,search youtube for how to get into optimal zone a video by ec coffee explains it well basically just increase the grinding dose left knob and it ok if the coffee is a bit over the marked line good luck i just got this machine today to compare it to my barista express,"['video', 'usability', 'not usability']","[0.9240724444389343, 0.06703220307826996, 0.008895398117601871]"
222,i am looking for a real review sad that this is reviewed with a delonghi representativa there bummer,"['not usability', 'video', 'usability']","[0.6865285634994507, 0.15693779289722443, 0.1565336138010025]"
223,delonghi and this guy doesnt knew anything about espresso and coffee consumer,"['not usability', 'usability', 'video']","[0.5973240733146667, 0.20973487198352814, 0.19294100999832153]"
224,pressurized basket on an dollar800 machine is a deal breaker for me the smart tamper is cool but breville barista express to me is a better machine,"['not usability', 'usability', 'video']","[0.7689574360847473, 0.19530242681503296, 0.035740096122026443]"
225,i think the machine look nice but a a barista i do not think it would be any fun i bought a gaggia classic pro a couple week ago with a stand alone grinder i love it so far much more hand on,"['not usability', 'usability', 'video']","[0.6041513681411743, 0.34824734926223755, 0.047601234167814255]"
226,i would like a coffee that you use what wa it what brand,"['usability', 'not usability', 'video']","[0.7586801052093506, 0.16895447671413422, 0.072365403175354]"
227,i bought one of these recently and so far i like it but dude when ur steaming the milk hold the jug on the palm of ur hand when it is too hot for your hand the milk is at the right temp if you overheat the milk it go bitter,"['usability', 'not usability', 'video']","[0.8046703338623047, 0.10033482313156128, 0.09499489516019821]"
228,i have had the breville barista for several year now i purchased the delonghi la specialist just recently for my home and took my breville to my office to use i have only had the laspecialist for only 7 month and it leak water from the tank into the tray overflowing onto my counter and floor i contacted delonghi and now i have to send it back for repair or replacement and do not know when i will get it back they told me at delonghi if it could not be repaired they would send me a refurbished one i told them if they sent me a refurbished one i would take them to court i purchased a new one and i expect a new one if they can not fix it i will never purchase another delonghi product again just because of their warranty and customer service i should have purchased another breville barista i never had an issue with breville i own several product from breville and never had a problem,"['usability', 'not usability', 'video']","[0.5569652915000916, 0.39156898856163025, 0.051465727388858795]"
229,lesson learned i figure,"['video', 'not usability', 'usability']","[0.3906753659248352, 0.3187854588031769, 0.2905392050743103]"
230,actually after this video i believe denloghi will fire this guy and hire gale,"['video', 'usability', 'not usability']","[0.9062327146530151, 0.05009883642196655, 0.0436684787273407]"
231,height is 17 5 inch,"['usability', 'video', 'not usability']","[0.6343281269073486, 0.25290900468826294, 0.11276287585496902]"
232,this is a toy compared to breville barista from coffee taste to build quality also something funny with this guy and excuse me if he is here watching the video usually in this channel people doing review with the negative and positive they do not do advertise we have the tv for that,"['video', 'not usability', 'usability']","[0.6221329569816589, 0.2826167345046997, 0.09525035321712494]"
233,when i saw it i though it could be a good competitor to barista express but it is not pressurized basket only six setting to the grinder and this milk froth system is a good a the low cost machine they make the only nice thing is the grind to tap they made so glad i bought the barista express,"['usability', 'not usability', 'video']","[0.5611354112625122, 0.34691667556762695, 0.09194783121347427]"
234,we bought breville and it wa so bad the flow meter wa broken,"['not usability', 'usability', 'video']","[0.7485734820365906, 0.18971969187259674, 0.06170685216784477]"
235,you know what they say copying is form of flattery,"['usability', 'video', 'not usability']","[0.408086895942688, 0.31455734372138977, 0.27735573053359985]"
236,wow most consumer want pressurized portafilter really that is sad,"['video', 'usability', 'not usability']","[0.5771082639694214, 0.23484310507774353, 0.1880486011505127]"
237,delonghi is sending me a replacement drip tray on my three month old machine it like to flood my counter and run all over the floor even when the machine is off the right back hole on the drip tray is too small lovely design flaw very disappointed numerous review on line said do not bother return it,"['not usability', 'usability', 'video']","[0.7703717947006226, 0.20351889729499817, 0.026109252125024796]"
238,i always enjoy your review gail but getting a brand rep to endorse a horrible machine is disappointing to say the least 51 mm pressurized basket that hold 13 gram of coffee for a double shot is a joke please gail make him a real shot and let him taste the difference,"['not usability', 'usability', 'video']","[0.6779381036758423, 0.2834714353084564, 0.03859040513634682]"
239,pre warning this machine look good but is 90percent plastic muhc better to go with the barista pro from breveil oh yeah same price point,"['usability', 'video', 'not usability']","[0.5486212372779846, 0.3573511838912964, 0.09402752667665482]"
240,read some of the comment delonghi have been around before breville notice that all brevilles use italian pump why should i go to australia to buy espresso machine and not from those who invented espresso have a lot more basic delonghi espresso machine and ha been serving me well not everybody is skill is equal that is why only pressurized basket and the wand that is actually making the froth art easier for you which actually i am not sure if i like and you see my reason i think myself classical barista i also have a radiator delonghi knock on wood ha been serving me quite efficiently several year in a row niente problemi,"['usability', 'not usability', 'video']","[0.736341118812561, 0.1657436192035675, 0.09791530668735504]"
241,if you had visited australia and seen just how seriously people here like coffee along with the number of coffee roaster there is you would understand why most of the big roaster here were established by italian back in the late 50 such a merlo or vittoria so yeah there would be a reason for breville to put out a decent coffee machine,"['usability', 'not usability', 'video']","[0.529148280620575, 0.24923045933246613, 0.22162127494812012]"
242,if this had something to take care of the milk i would consider it but in this price range it look like the philip machine will be the one it is not a attractive a this one but it about the coffee really,"['not usability', 'usability', 'video']","[0.8170227408409119, 0.13466095924377441, 0.048316288739442825]"
243,absolutly baddest show ever see,"['video', 'not usability', 'usability']","[0.793361485004425, 0.16711820662021637, 0.03952031955122948]"
244,and more expensive than the barista buuuuuu,"['usability', 'not usability', 'video']","[0.4628736078739166, 0.28247761726379395, 0.2546488046646118]"
245,latte art not good latte not good of course espresso not good for sure so the whole video is just blah blah blah that guy is just a salesman,"['video', 'not usability', 'usability']","[0.7398033738136292, 0.20946553349494934, 0.050731103867292404]"
246,yeah they copied the barista express and made it somehow bad wtf hellooooo it doe not matter what feature you have if you start with pressurized filter then that is no especialista at all if you like espresso and you are at this level of espresso maker then forget the pressurized filter and any other crap quality espresso start with fresh bean then you need to figure out grinding dosing and tamping to get the right extraction so if you throw a pressurized filter in the mix just forget all that other stuff by the way the shot they did doe not look great like they were trying to make u believe very little crema look like over extracted which make sense with a pressurized filter now about the advance latte bla bla bla there is a way to texturize milk properly for latte art and it doe not involve any automatic sh t so bla bla bla bla,"['not usability', 'usability', 'video']","[0.5685338973999023, 0.356051504611969, 0.07541457563638687]"
247,they may have copied the machine but just like the noodle they perfected it and it is made in italy so therefore it is better and that dude could not sell fire insurance to to someone that wa in a burning house,"['usability', 'not usability', 'video']","[0.5311810374259949, 0.36608874797821045, 0.10273019969463348]"
248,talk about not knowing the subject delonghi machine are made in china it is only italian in name italian people laugh at delonghi appliance in general because they are mediocre you want something that is truely made in italy gaggia bezzera and la pavoni are your best bet,"['not usability', 'usability', 'video']","[0.6550564765930176, 0.18991334736347198, 0.15503014624118805]"
249,would like to see a gail review without the company representative there for an objective review,"['not usability', 'usability', 'video']","[0.42913514375686646, 0.3603358864784241, 0.21052898466587067]"
250,i totaly agree,"['video', 'usability', 'not usability']","[0.48300597071647644, 0.3909587562084198, 0.12603533267974854]"
251,exactly my thought,"['usability', 'video', 'not usability']","[0.4552716016769409, 0.3061176538467407, 0.23861064016819]"
252,lol of hate in the comment section,"['not usability', 'video', 'usability']","[0.7102470397949219, 0.16342228651046753, 0.12633071839809418]"
253,this machine is perfect for rookie i wa able to pick up a few tip from watching this helpful video thank you,"['video', 'usability', 'not usability']","[0.6291418671607971, 0.36777496337890625, 0.003083176910877228]"
254,lot of hate on this machine but i have one and i enjoy it,"['usability', 'not usability', 'video']","[0.4979865550994873, 0.31805768609046936, 0.18395578861236572]"
255,jess wong yes i had that problem and it is a defect with the water tray they replaced it and the problem went away i am enjoying my machine very much,"['usability', 'video', 'not usability']","[0.6733723282814026, 0.26499930024147034, 0.061628300696611404]"
256,anthony pardo any problem with leakage been reading a lot of review online about it,"['video', 'not usability', 'usability']","[0.3664672374725342, 0.319240927696228, 0.3142918050289154]"
257,i have seen this machine in person and played around with it final verdict is the build quality is garbage v a breville the steam arm wa broke fairly quick too it look like a nice machine till you get up close personal and see how cheaply it wa made not worth the price tag,"['not usability', 'usability', 'video']","[0.8122082948684692, 0.15801240503787994, 0.029779233038425446]"
258,seeking a promo from breville they can send me one to compare i disagree with your assessment,"['not usability', 'video', 'usability']","[0.45836949348449707, 0.35127532482147217, 0.19035516679286957]"
259,with pressurised basket portafilter is always messy especially with this rubber on bottom of delonghi basket,"['not usability', 'usability', 'video']","[0.6853014230728149, 0.21202941238880157, 0.1026691347360611]"
260,you can call it delonghi style,"['usability', 'video', 'not usability']","[0.6203791499137878, 0.2594723403453827, 0.12014847248792648]"
261,only presur filter is not o k,"['not usability', 'video', 'usability']","[0.7662864923477173, 0.141081765294075, 0.09263171255588531]"
262,do you sell bottomless portofilter for the especialista,"['video', 'usability', 'not usability']","[0.5928755402565002, 0.33536645770072937, 0.071757972240448]"
263,people on here seem pretty partial to breville i just bought the barista and it came with a defective pressure gauge did the test that breville provides to make sure it is not a coffee operator issue and it wa indeed a faulty gauge customer service at breville ha been a joke so now i am really not sure i want to buy another machine from them although i do like it anyone else ha any experience with them in that area,"['not usability', 'usability', 'video']","[0.46270790696144104, 0.44381454586982727, 0.0934775322675705]"
264,wow buy a breville barista express or pro then cheapen it with le quality material slap on some gimmick aka no tamp tamper steam wand valve and call it italian delonghi design i am sorry gail but that thing is trash look like someone at delonghi said copy the breville make it cheaper and slap our name on it cause we are jealous of breville is success,"['not usability', 'usability', 'video']","[0.9232131242752075, 0.05982212722301483, 0.016964711248874664]"
265,very bad explanation how to get coffe into the valve,"['not usability', 'usability', 'video']","[0.910688579082489, 0.06654764711856842, 0.022763803601264954]"
266,hot cup d,"['usability', 'video', 'not usability']","[0.5792937874794006, 0.36731040477752686, 0.05339587479829788]"
267,six setting only for the grinder,"['usability', 'video', 'not usability']","[0.5247268676757812, 0.2694489061832428, 0.20582416653633118]"
268,thats limited setting,"['not usability', 'usability', 'video']","[0.6404862403869629, 0.2165217101573944, 0.14299200475215912]"
269,hello gale,"['video', 'usability', 'not usability']","[0.6473747491836548, 0.265674889087677, 0.08695043623447418]"
270,that will be a no from me dog,"['not usability', 'usability', 'video']","[0.832603394985199, 0.09587898850440979, 0.07151766866445541]"
271,750 usd for well basically a automatic machine that is disguised a not automatic and with pressurised basket no thanks,"['not usability', 'usability', 'video']","[0.8055835962295532, 0.16699329018592834, 0.027423076331615448]"
272,oh dear seriously,"['not usability', 'video', 'usability']","[0.5820716023445129, 0.23297543823719025, 0.18495292961597443]"
273,now it is clear who design brevile machine which are later put up together in china,"['usability', 'video', 'not usability']","[0.6087891459465027, 0.30269309878349304, 0.08851782232522964]"
274,but is it effortless though,"['usability', 'not usability', 'video']","[0.731874406337738, 0.1744263619184494, 0.09369926154613495]"
275,it ha so many button just to run hot water in so many way so pointless this video is like something from some second rate shopping channel the guy would obviously like u to think delonghi have just invented this stuff how quick wa that extraction 2 second preinfusion 25 second extraction i would not want to pay that much money for that,"['video', 'not usability', 'usability']","[0.585566520690918, 0.3820067048072815, 0.03242681175470352]"
276,the only good part is the tamper built in so le mess otherwise breville briasta series is definitely better and also delonghi is grinder just can not get fine enough i think that is why they just do pressurized basket only,"['not usability', 'usability', 'video']","[0.470895916223526, 0.45228689908981323, 0.07681719958782196]"
277,proof reading would help you,"['usability', 'not usability', 'video']","[0.737894594669342, 0.18631331622600555, 0.07579211890697479]"
278,i had a delonghi machine and it lasted 3 month opened it up to investigate and wa shocked at how terribly built it wa basically leaked out and rusted itself in only 3 month time now i know the difference and will be stepping up to a quality machine a gaggia and once that one go i will get a rotary pump expobar very disappointed with how terribly built the delonghi machine are they are just targeting the dumb best buy consumer that is cross shopping with breville which is also sorta crap none of what you are marketing is advanced all of it is crap your internals are crap your grinder is crap make quality and push the limit of the consumer market that is how you can beat breville this machine is dollar750 what the heck,"['not usability', 'usability', 'video']","[0.7049878239631653, 0.25492796301841736, 0.04008421674370766]"
279,weird had mine for over a year now and still just a good a the day i bought it me and my wife have 4 6 cup a day each a well,"['usability', 'video', 'not usability']","[0.7088708877563477, 0.20617526769638062, 0.08495383709669113]"
280,this is the machine one buy to replace it 6 month later with a real espresso setup,"['usability', 'not usability', 'video']","[0.810273289680481, 0.11373396962881088, 0.07599274069070816]"
281,do not waste your money on this buy a cheap secondhand delonghi bean to cup for dollar200 the coffee will taste exactly the same then if you want a real espresso look at one of the 58mm machine from sage breville and many others,"['not usability', 'usability', 'video']","[0.8216890096664429, 0.16022562980651855, 0.018085405230522156]"
282,spot on,"['video', 'usability', 'not usability']","[0.48383235931396484, 0.4353255331516266, 0.08084213733673096]"
283,breville copycat,"['usability', 'video', 'not usability']","[0.5098277926445007, 0.3055817782878876, 0.18459050357341766]"
284,im sure they will have a non pressurised attachment soon,"['not usability', 'usability', 'video']","[0.3781224191188812, 0.34035736322402954, 0.2815202474594116]"
285,saw this at a store it feel very cheap nexto to a breville barista while being more expensive no thanks,"['usability', 'not usability', 'video']","[0.696459949016571, 0.20582328736782074, 0.09771674871444702]"
286,bb also just look like espresso machine,"['usability', 'not usability', 'video']","[0.5118510723114014, 0.3200937807559967, 0.16805513203144073]"
287,sorry gail love ya but i just can not lol i have sampled this machine at a local distributor or should i say looked at it the moment the rep started giving me spec i laughed and literally said youre kidding me right lol they needed something to compete with the breville sage in this range tried to reinvent the wheel with button and bow but gave nothing but a flat tire haha in all honesty i wa actually hesitant to even touch it a lot of cheep plastic and flimsy feel wont even mention how the grinder felt making adjustment oh and that rinse button why lol my list can go on and on buy you all seem to feel the same there is a market for it however those that have no clue but want to say doe not it look good on my counter,"['not usability', 'usability', 'video']","[0.5505825281143188, 0.38568559288978577, 0.06373179703950882]"
288,what is your recommendation please for the best machine to get a close to cafe quality,"['usability', 'video', 'not usability']","[0.5571836829185486, 0.3391925096511841, 0.10362380743026733]"
289,i think the dedica deluxe is the best model delonghi ha to offer overall after a bit of mod,"['usability', 'video', 'not usability']","[0.6573441624641418, 0.26971837878227234, 0.0729374885559082]"
290,w i am aware of everything you said and i agree with it my suggestion to the op still stand buy a breville it is an extremely simple solution to his problem,"['usability', 'video', 'not usability']","[0.7319976091384888, 0.2029767483472824, 0.06502564251422882]"
291,dbauernf you are missing the point this is clearly an effort to copy a breville i worked many year a an engineer designer and product manager the first rule of modeling another product especially one that is super well designed is that you must have strong selling point you either design it to sell cheaper or you improve the weakness of the competitor design but most important of u that you do not create or add more weakness in this case it is priced around breville it doesnt seem to solve any real problem a tampering arm and panarello wand is about the only differentiator i see here they obviously spent money on engineering that tampering arm and somehow calling it smart what is so smart about it no where do i see any information about the smartness other than it is integrated the paranello wand appears to be similar design on other delonghi is product and since it ha only two setting position you are can not adjust the aeration amount and these design do not usually generate velvety microfoam breville left it simple so user can have full control of the wand and generate perfect foam i saw one and used it in person and it is a bad what most people are saying just a poorly executed copycat,"['not usability', 'usability', 'video']","[0.7325112223625183, 0.22091788053512573, 0.04657095670700073]"
292,i own various coffee machine from different brand and after all these machine later i am convinced breville designer and engineer are far more superior to delonghi is almost everything delonghi put out ha flaw whereas breville product are just incredibly well thought out and perfectly executed,"['usability', 'video', 'not usability']","[0.5901381373405457, 0.22447894513607025, 0.1853829026222229]"
293,damn got so excited but then it hit me grinder suck portafilter suck pressurized basket and that steaming wand oh cmon i thought that there s gon na be another player by the side of breville but nooopeee,"['not usability', 'usability', 'video']","[0.40152275562286377, 0.355791836977005, 0.2426854372024536]"
294,classical machine it must be cheap,"['usability', 'video', 'not usability']","[0.8822290301322937, 0.061439935117959976, 0.05633103474974632]"
295,what a waste it only come with pressurized basket at least breville let you use non pressurized one on their cheaper machine,"['not usability', 'usability', 'video']","[0.8397331833839417, 0.13109520077705383, 0.029171641916036606]"
296,basket is least flaw one one easily get them replaced with non pressurized what to do with light alloy portafilter and grouphead,"['not usability', 'usability', 'video']","[0.510262131690979, 0.365360289812088, 0.12437754124403]"
297,de longhi la specialista is generating a ton of review due to leaking and leaving puddle under the machine and on to the floor this wa my choice and love it but those review have stalled my decision considering the price and how new it is that make me nervous,"['usability', 'video', 'not usability']","[0.5350605845451355, 0.28472065925598145, 0.18021871149539948]"
298,so this is a crappy full auto machine that you just need to manually change the portafilter from one spout to the other just buy a better full auto machine for that money,"['not usability', 'usability', 'video']","[0.6925899982452393, 0.19257588684558868, 0.11483411490917206]"
299,rasmus dyhr frederiksen no it is not the same concept it is a completely different concept it is a completely worse concept,"['not usability', 'video', 'usability']","[0.8909213542938232, 0.060438260436058044, 0.048640377819538116]"
300,exactly the same concept a breville which is much much more expensive but i agree stupid concept,"['not usability', 'usability', 'video']","[0.7980042099952698, 0.11118709295988083, 0.09080865979194641]"
301,enjoying watching your video this one like a show but the machine it is not worth it however they are plenty of people that doe not understand enough and will buy it anyway thanks for sharing,"['video', 'not usability', 'usability']","[0.7906751036643982, 0.17725440859794617, 0.03207043930888176]"
302,oh my i wa turned off when i saw that it wa pressurized only,"['not usability', 'usability', 'video']","[0.630561351776123, 0.1897086799144745, 0.17972996830940247]"
303,not very impressive for that price,"['not usability', 'usability', 'video']","[0.7597401142120361, 0.1435072124004364, 0.09675264358520508]"
304,oh yeah having a badge on the front that say la italian name would be a great idea we will definitely sell more now the guy wa saying a coarser grind mean weaker coffee they are using the same amount of coffee in the basket so it is not weaker just under extracted and sour,"['usability', 'not usability', 'video']","[0.5580787062644958, 0.234891876578331, 0.20702943205833435]"
305,just letting you know that your comment completely go against what wa said at 6 55 a you adjust the coarseness the grinder will adjust the grinder time so you are grinding more or le coffee so the dose remains consistent each time i have no idea how you managed to misunderstand that,"['usability', 'not usability', 'video']","[0.44385239481925964, 0.3774038553237915, 0.17874376475811005]"
306,i would not give a dime for a worthless pressurized system what is the point it ai not espresso false advertising also no professional frothing wand lmao no thanks sticking to my modded dedica,"['not usability', 'usability', 'video']","[0.8842917680740356, 0.08485902100801468, 0.030849171802401543]"
307,very bad try to copy breville with lot of basic feature in a shiny package price should be no more than dollar299,"['not usability', 'usability', 'video']","[0.7227652072906494, 0.22721636295318604, 0.05001838877797127]"
308,ajdin zolota no delonghi doe not make breville machine,"['not usability', 'usability', 'video']","[0.5170191526412964, 0.31301841139793396, 0.16996243596076965]"
309,i agree first of all no unpressurized filter,"['video', 'not usability', 'usability']","[0.453950971364975, 0.28021663427352905, 0.26583239436149597]"
310,they make breville machine,"['usability', 'video', 'not usability']","[0.7862791419029236, 0.1550033539533615, 0.058717552572488785]"
311,delonghi and breville are not the same or same family company,"['not usability', 'usability', 'video']","[0.7269736528396606, 0.15070706605911255, 0.12231934070587158]"
312,that is what i thought,"['usability', 'video', 'not usability']","[0.5128496289253235, 0.3594738245010376, 0.12767653167247772]"
313,look like breville but not a good a a breville,"['not usability', 'video', 'usability']","[0.8422120809555054, 0.08692847937345505, 0.07085945457220078]"
314,i think this is a copycat of breville but fails in just about every area it is priced between two of the brevilles and try to improve some area that doe not need to be improved but took away the flexibility of the breville,"['not usability', 'usability', 'video']","[0.9421705603599548, 0.029299024492502213, 0.028530489653348923]"
315,event 42 a machine that cost over dollar700 should include unpressurized basket,"['usability', 'not usability', 'video']","[0.5203431248664856, 0.30249977111816406, 0.17715708911418915]"
316,1 eq 0 dot 99999 repeating basket is big concern for coffe enthusiast but so small cost to machine producer why not add one non pressurised with machin,"['usability', 'not usability', 'video']","[0.791580855846405, 0.10516250878572464, 0.10325668752193451]"
317,z one can buy proper basket for delonghi machine i had ec145 which came with non pressurized basket basket is not biggest concern with this kind of coffee appliance though,"['usability', 'not usability', 'video']","[0.6205170154571533, 0.23582608997821808, 0.1436568796634674]"
318,that wa my thought the lack of un pressurised basket would certainly put me off if i wa looking for a replacement for my sage barrista express,"['not usability', 'usability', 'video']","[0.6828298568725586, 0.18671683967113495, 0.13045325875282288]"
319,could have been a great machine if it had the standard head with non pressurized basket,"['not usability', 'usability', 'video']","[0.7211867570877075, 0.20719577372074127, 0.07161740213632584]"
320,the grinder is way off the machine is a waste of money if you want real espresso the review wa not the best,"['not usability', 'usability', 'video']","[0.8534988760948181, 0.09923279285430908, 0.04726827144622803]"
321,could have been a great machine if it is priced around dollar299,"['not usability', 'usability', 'video']","[0.5334869027137756, 0.351898729801178, 0.11461435258388519]"
322,the grinder is probably not up to the task,"['not usability', 'usability', 'video']","[0.8345587253570557, 0.1255892962217331, 0.03985198214650154]"
323,wow fantastic design look great oh yeah you just copied the barista express from breville sage,"['usability', 'video', 'not usability']","[0.6031473278999329, 0.348793089389801, 0.048059578984975815]"
324,you can not see the tamper on this machine and i think it is not copied it is just inspirated,"['not usability', 'video', 'usability']","[0.42467159032821655, 0.34772002696990967, 0.2276083528995514]"
325,how many cup we can make per day with this machine,"['usability', 'video', 'not usability']","[0.9110091328620911, 0.05986680090427399, 0.029124118387699127]"
326,it is for home use so not really more than 10 15 a day,"['usability', 'video', 'not usability']","[0.9163655042648315, 0.049743738025426865, 0.0338907390832901]"
327,doe the coffee hopper need to be filled with bean for the grinder to work i can not get the grinder to work when i install the filter,"['usability', 'not usability', 'video']","[0.6409600377082825, 0.2761264443397522, 0.08291350305080414]"
328,yes it doe to avoid damaging the grinder,"['usability', 'video', 'not usability']","[0.7360143661499023, 0.15719331800937653, 0.10679234564304352]"
329,yes do not use without grinder full,"['not usability', 'usability', 'video']","[0.5659357309341431, 0.37884217500686646, 0.05522218346595764]"
330,let is see what happens there we go an espresso imagine that,"['usability', 'video', 'not usability']","[0.5747130513191223, 0.33906033635139465, 0.08622662723064423]"
331,will this work with the starbucks black coffee bean sold at costco i am trying to get one for my wife and that is the coffee she us,"['usability', 'video', 'not usability']","[0.8364384174346924, 0.11777424067258835, 0.0457872599363327]"
332,koi aquaponics starbucks ha many different roast but most of them are dark and oily if that is the case they cause problem in grinder the oil and this will happen on any machine suggest you have your wife try a different bean even from starbucks although we think she can find better,"['not usability', 'usability', 'video']","[0.5927295684814453, 0.3418041169643402, 0.06546628475189209]"
333,ec coffee espresso amp coffee gear are there machine made for those type of bean,"['usability', 'video', 'not usability']","[0.7648535370826721, 0.162928968667984, 0.07221753895282745]"
334,would not recommend using those they are oily and will hurt the grinder,"['not usability', 'usability', 'video']","[0.8713855147361755, 0.09836660325527191, 0.03024788573384285]"
335,how would i ensure that the pressure is at optimum,"['usability', 'video', 'not usability']","[0.5442759394645691, 0.25171247124671936, 0.20401164889335632]"
